ID	Chr	Start	End	n_gene	gene_name
CNVR_932	28	39225	466053	NA	NA
CNVR_933	28	2101546	2141009	1	GALNT2
CNVR_934	28	3778869	3789749	NA	NA
CNVR_935	28	7978983	8010103	1	ARID4B
CNVR_936	28	8481056	8554468	2	LYST,MIR11982
CNVR_937	28	11324654	12105695	1	CHRM3
CNVR_938	28	18916753	19430612	2	NRBF2,JMJD1C
CNVR_939	28	19507984	19563947	1	JMJD1C
CNVR_940	28	20471303	20699554	NA	NA
CNVR_941	28	20997159	22372439	1	CTNNA3
CNVR_942	28	22771955	22933760	1	CTNNA3
CNVR_943	28	23532241	23555163	2	CTNNA3,LRRTM3
CNVR_944	28	24001450	24095133	1	CTNNA3
CNVR_945	28	24427749	24527896	2	SIRT1,HERC4
CNVR_946	28	24865497	25063131	2	SLC25A16,CCAR1
CNVR_947	28	26913043	26976598	3	ADAMTS14,TBATA,SGPL1
CNVR_948	28	29088661	29121723	1	P4HA1
CNVR_949	28	30188756	30226392	1	ADK
CNVR_950	28	33646177	33696133	1	POLR3A
CNVR_951	28	34488152	34503680	NA	NA
CNVR_952	28	34851742	34875430	NA	NA
CNVR_953	28	36360415	36493354	NA	NA
CNVR_954	28	44038721	44092408	2	NCOA4,MSMB
CNVR_955	28	44584170	44615642	2	RASSF4,DEPP1
CNVR_956	29	3967993	4198976	NA	NA
CNVR_957	29	9400987	9548650	1	PICALM
CNVR_958	29	12454354	12480062	NA	NA
CNVR_959	29	14313296	14326730	NA	NA
CNVR_960	29	14348997	14577167	NA	NA
CNVR_961	29	16816497	16846552	NA	NA
CNVR_962	29	19680714	19693642	NA	NA
CNVR_963	29	19784462	20540379	1	LUZP2
CNVR_964	29	20916165	21218424	NA	NA
CNVR_965	29	21353492	21418703	NA	NA
CNVR_966	29	21701965	21760045	NA	NA
CNVR_967	29	29740161	29758973	1	KIRREL3
CNVR_968	29	30869036	30984935	NA	NA
CNVR_969	29	38641995	38693679	1	PAG19
CNVR_970	29	43880703	43994574	7	KAT5,RNASEH2C,DKFZP761E198,OVOL1,CFL1,MUS81,EFEMP2
CNVR_971	29	44622391	44657065	2	CCS,RBM14
CNVR_972	29	45085715	45486731	19	GRK2,ANKRD13D,SSH3,POLD4,RAD9A,PPP1CA,TBC1D10C,RPS6KB2,PTPRCAP,CORO1B,CABP4,TMEM134,AIP,CDK2AP2,CABP2,GSTP1,NDUFV1,DOC2G,NUDT8
CNVR_973	29	46047863	46178866	4	PPP6R3,GAL,TESMIN,CPT1A
CNVR_974	29	46274295	46444119	2	MRGPRF,TPCN2
CNVR_975	29	48495358	48602322	1	CARS
CNVR_976	29	49963358	50067482	1	MOB2
CNVR_977	29	50198235	50224722	NA	NA
CNVR_978	29	50494950	50640393	12	CHID1,TSPAN4,POLR2L,CD151,PNPLA2,RPLP2,PIDD1,SLC25A22,CEND1,GATD1,TALDO1,TMEM80
