Chr	bin	name	strand	g_Start	g_End	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames	Sample_ID	CNV_Start	CNV_End	CNV_Value	CNV_Conf	Comment	Empty	Length	Check_gene
9																202036010011_R08C02	12905791	12946867	0	46.52066			41077	Non_gene
12																202036010011_R08C02	58073538	58417437	1	86.16343			343900	Non_gene
12																202036010011_R08C02	76140566	76735098	0	69.40387			594533	Non_gene
15																202036010011_R08C02	68021790	68058858	0	54.85138			37069	Non_gene
15																202036010011_R08C02	80369812	80721144	0	230.3081			351333	Non_gene
28																202036010011_R08C02	2468624	2600973	0	438.0559			132350	Non_gene
4																202036010011_R10C01	6290261	6425277	3	81.8364			135017	Non_gene
4	1093	NM_001101246	-	66610953	66643765	66616154	66643592	3	66610953,66630959,66643430,	66616265,66631082,66643765,	0	MTURN	cmpl	cmpl	0,0,0,	202036010011_R10C01	66499835	66781385	3	63.5768			281551	Has_gene
4	136	NM_001197032	-	66696648	66755780	66696936	66755780	14	66696648,66702598,66713890,66714608,66715105,66718715,66719153,66722223,66724161,66725239,66730735,66732419,66733659,66755740,	66697134,66702660,66713961,66714739,66715164,66718801,66719313,66722381,66724202,66725398,66730860,66732575,66733776,66755780,	0	PLEKHA8	cmpl	cmpl	0,1,2,0,1,2,1,2,0,0,1,1,1,0,	202036010011_R10C01	66499835	66781385	3	63.5768			281551	Has_gene
4	1094	NM_001076391	+	66758678	66770727	66758857	66768603	4	66758678,66762076,66765273,66768444,	66759054,66762228,66765401,66770727,	0	FKBP14	cmpl	cmpl	0,2,1,0,	202036010011_R10C01	66499835	66781385	3	63.5768			281551	Has_gene
10																202036010011_R10C01	24998515	25265627	0	68.0173			267113	Non_gene
10	1379	NM_173893	+	104124758	104126400	104124758	104124773	2	104124758,104125753,	104124787,104126400,	0	B2M	incmpl	cmpl	0,-1,	202036010011_R10C01	104016609	104152410	3	36.79723			135802	Has_gene
26	750	NM_001098862	+	21703369	21710505	21705915	21709849	5	21703369,21705873,21706941,21708127,21709165,	21703456,21706323,21707604,21708376,21710505,	0	LZTS2	cmpl	cmpl	-1,0,0,0,0,	202036010011_R10C01	21708133	21787462	0	117.7652			79330	Has_gene
26	750	NM_001101946	+	21731745	21738757	21733005	21737491	11	21731745,21733002,21733818,21734287,21734733,21734956,21735242,21735566,21736509,21737025,21737394,	21731798,21733166,21733989,21734386,21734809,21735042,21735370,21735616,21736559,21737073,21738757,	0	SFXN3	cmpl	cmpl	-1,0,2,2,2,0,2,1,0,2,2,	202036010011_R10C01	21708133	21787462	0	117.7652			79330	Has_gene
3	125	NM_001102261	+	54643138	54683053	54649496	54682159	11	54643138,54649469,54652589,54662456,54662767,54664515,54665860,54676096,54677819,54678241,54681973,	54643234,54649665,54652717,54662563,54662964,54664761,54666141,54676309,54677922,54678435,54683053,	0	GBP4	cmpl	cmpl	-1,0,1,0,2,1,1,0,0,1,0,	202036010011_R12C01	54555541	54872418	3	38.75391			316878	Has_gene
10																202036010011_R12C01	34862923	34998931	0	64.26457			136009	Non_gene
28																202036010011_R12C02	2485319	2600973	0	433.3636			115655	Non_gene
4	588	NM_001083528	-	407814	432247	409126	432235	5	407814,426029,429102,430222,432159,	409215,426366,429153,430389,432247,	0	VSTM2A	cmpl	cmpl	1,0,0,1,0,	201977910056_R12C01	17112	674865	3	72.24081			657754	Has_gene
5	792	NM_001033610	+	27213668	27221171	27213749	27220919	9	27213668,27216551,27217395,27217890,27218565,27219002,27219884,27220223,27220764,	27214049,27216762,27217456,27217986,27218730,27219128,27220105,27220282,27221171,	0	KRT8	cmpl	cmpl	0,1,2,0,0,0,0,2,1,	201977910056_R12C01	27214378	27287454	3	73.815			73077	Has_gene
5	12	NM_001102077	+	27258341	27266308	27258373	27265817	9	27258341,27259104,27260360,27261099,27262003,27262524,27264932,27265400,27265515,	27258739,27259319,27260421,27261195,27262168,27262650,27265153,27265435,27266308,	0	KRT78	cmpl	cmpl	0,0,2,0,0,0,0,2,1,	201977910056_R12C01	27214378	27287454	3	73.815			73077	Has_gene
5	793	NM_001075348	+	27271879	27282428	27271905	27281980	9	27271879,27274210,27275490,27275672,27279153,27279528,27280582,27281512,27281774,	27272382,27274431,27275551,27275768,27279318,27279654,27280803,27281547,27282428,	0	KRT79	cmpl	cmpl	0,0,2,0,0,0,0,2,1,	201977910056_R12C01	27214378	27287454	3	73.815			73077	Has_gene
6	1242	NM_001046354	-	86169554	86190786	86169765	86190754	6	86169554,86179521,86180835,86181163,86189033,86190033,	86170045,86179741,86180923,86181295,86189182,86190786,	0	UGT2B10	cmpl	cmpl	2,1,0,0,1,0,	201977910056_R12C02	86136385	86207116	0	151.8696			70732	Has_gene
15																201977910056_R12C02	80511026	80831076	3	46.95607			320051	Non_gene
17																201977910056_R12C02	50800662	51000846	0	46.85742			200185	Non_gene
23																201977910056_R12C02	26255454	26314846	0	145.9406			59393	Non_gene
24																201977910056_R12C02	52356772	52388202	0	125.9873			31431	Non_gene
2																201094560026_R01C01	81336425	84170290	3	70.73804			2833866	Non_gene
4																201094560026_R01C01	84109103	85094513	3	46.22163			985411	Non_gene
5	1278	NM_001083485	-	90899024	90960752	90900569	90960752	9	90899024,90901166,90903530,90905570,90910964,90913784,90930392,90937909,90960099,	90900615,90901193,90903644,90905638,90911089,90913971,90930500,90938117,90960752,	0	AEBP2	cmpl	cmpl	2,2,2,0,1,0,0,2,0,	201094560026_R01C01	89545151	93920010	3	45.57205			4374860	Has_gene
5	1281	NR_107828	+	91263054	91263139	91263139	91263139	1	91263054,	91263139,	0	MIR2285Y	unk	unk	-1,	201094560026_R01C01	89545151	93920010	3	45.57205			4374860	Has_gene
5	1281	NR_107812	-	91263056	91263136	91263136	91263136	1	91263056,	91263136,	0	MIR2284Z-6	unk	unk	-1,	201094560026_R01C01	89545151	93920010	3	45.57205			4374860	Has_gene
5	1285	NM_001040561	-	91770302	91771388	91770316	91771216	1	91770302,	91771388,	0	CAPZA3	cmpl	cmpl	0,	201094560026_R01C01	89545151	93920010	3	45.57205			4374860	Has_gene
5	1285	NM_001011680	+	91771435	91820148	91772134	91820087	14	91771435,91771990,91773152,91783583,91788156,91793953,91798363,91799057,91800572,91807682,91808917,91814765,91818692,91820001,	91771561,91772145,91773276,91783815,91788358,91794098,91798513,91799300,91800720,91807799,91809090,91814889,91818842,91820148,	0	PLCZ1	cmpl	cmpl	-1,0,2,0,1,2,0,0,0,1,1,0,1,1,	201094560026_R01C01	89545151	93920010	3	45.57205			4374860	Has_gene
5	2	NM_001206512	-	91835142	92276939	91835507	92276939	31	91835142,91847879,91871690,91891378,91927006,91931438,91932043,91957123,91967169,92006883,92009792,92015503,92017296,92024338,92028787,92114335,92118393,92142190,92151700,92161431,92171484,92186610,92194302,92200028,92218446,92222022,92227057,92260160,92266777,92271905,92276258,	91835660,91848005,91871785,91891454,91927115,91931560,91932233,91957233,91967326,92007053,92009929,92015633,92017389,92024446,92028968,92114430,92118487,92142379,92151831,92161546,92171613,92186809,92194336,92200151,92218510,92222093,92227160,92260275,92266935,92271988,92276939,	0	PIK3C2G	cmpl	cmpl	0,0,1,0,2,0,2,0,2,0,1,0,0,0,2,0,2,2,0,2,2,1,0,0,2,0,2,1,2,0,0,	201094560026_R01C01	89545151	93920010	3	45.57205			4374860	Has_gene
5	1290	NM_001105472	+	92432330	92443952	92432370	92442764	5	92432330,92434070,92436964,92439717,92442481,	92432422,92434127,92437038,92439866,92443952,	0	RERGL	cmpl	cmpl	0,1,1,0,2,	201094560026_R01C01	89545151	93920010	3	45.57205			4374860	Has_gene
5	162	NM_001046337	+	93693960	93757645	93703883	93757156	5	93693960,93698368,93703875,93746269,93757050,	93693998,93698435,93704089,93746395,93757645,	0	LMO3	cmpl	cmpl	-1,-1,0,2,2,	201094560026_R01C01	89545151	93920010	3	45.57205			4374860	Has_gene
6	1242	NM_001046354	-	86169554	86190786	86169765	86190754	6	86169554,86179521,86180835,86181163,86189033,86190033,	86170045,86179741,86180923,86181295,86189182,86190786,	0	UGT2B10	cmpl	cmpl	2,1,0,0,1,0,	201094560026_R01C01	86136385	86207116	0	83.17312			70732	Has_gene
8	9	NM_001191298	+	3816703	5330615	3816703	5330369	12	3816703,4323499,4444575,4482778,5085894,5092257,5191142,5228600,5255188,5298402,5310390,5330201,	3816841,4323608,4444714,4482945,5086080,5092441,5191260,5228708,5255410,5298519,5310540,5330615,	0	GALNTL6	cmpl	cmpl	0,0,1,2,1,1,2,0,0,0,0,0,	201094560026_R01C01	2034249	4988343	3	46.04059			2954095	Has_gene
4																201094560026_R01C02	6223614	6425277	3	115.7481			201664	Non_gene
4	1033	NM_001075596	-	58723599	58724929	58724264	58724900	1	58723599,	58724929,	0	RGS2	cmpl	cmpl	0,	201094560026_R01C02	58591926	59647887	3	35.37711			1055962	Has_gene
4	1038	NM_001105505	-	59429055	59429308	59429055	59429308	1	59429055,	59429308,	0	ATRAID	incmpl	incmpl	2,	201094560026_R01C02	58591926	59647887	3	35.37711			1055962	Has_gene
5	124	NM_001076336	-	53987897	54214799	53988594	54049222	6	53987897,53994139,54000397,54049005,54149801,54214635,	53988866,53994955,54000541,54049252,54149899,54214799,	0	SLC16A7	cmpl	cmpl	1,1,1,0,-1,-1,	201094560026_R01C02	51636267	55590501	3	36.05557			3954235	Has_gene
5	125	NM_001205591	+	54884393	54936361	54884676	54935326	19	54884393,54890790,54891158,54915702,54916316,54917484,54917928,54918505,54919879,54920986,54923240,54923817,54926505,54928627,54930079,54931505,54933362,54933597,54935081,	54884912,54890862,54891233,54915834,54916460,54917628,54918072,54918649,54919960,54921058,54923312,54923981,54926826,54928909,54930532,54931664,54933506,54933873,54936361,	0	LRIG3	cmpl	cmpl	0,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,	201094560026_R01C02	51636267	55590501	3	36.05557			3954235	Has_gene
7	839	NM_001076190	-	33311976	33313090	33312276	33313005	1	33311976,	33313090,	0	FTMT	cmpl	cmpl	0,	201094560026_R01C02	33229902	34768717	3	35.09326			1538816	Has_gene
7																201094560026_R01C02	86053351	88572978	3	105.7126			2519628	Non_gene
8	9	NM_001191298	+	3816703	5330615	3816703	5330369	12	3816703,4323499,4444575,4482778,5085894,5092257,5191142,5228600,5255188,5298402,5310390,5330201,	3816841,4323608,4444714,4482945,5086080,5092441,5191260,5228708,5255410,5298519,5310540,5330615,	0	GALNTL6	cmpl	cmpl	0,0,1,2,1,1,2,0,0,0,0,0,	201094560026_R01C02	1873738	4978829	3	37.95407			3105092	Has_gene
24	786	NM_001178103	+	26396991	26448151	26396996	26447743	17	26396991,26404482,26406420,26407998,26412346,26413952,26417128,26421702,26422215,26428522,26428891,26430690,26433489,26436858,26445544,26447716,26447841,	26397065,26404567,26406620,26408118,26412502,26414097,26417295,26421837,26422401,26428782,26429034,26430915,26433714,26436980,26445802,26447759,26448151,	0	DSC3	cmpl	cmpl	0,0,1,0,0,0,1,0,0,0,2,1,1,1,0,0,-1,	201094560026_R01C02	26382635	29490959	3	285.3315			3108325	Has_gene
24	100	NM_001166492	+	28992665	29241119	28993054	29239905	16	28992665,29024294,29171670,29173972,29175903,29182777,29185534,29194548,29195382,29198090,29199754,29202720,29203250,29206257,29227142,29239698,	28993114,29024406,29171897,29174119,29176059,29182922,29185707,29194686,29195568,29198344,29199897,29202954,29203484,29206397,29227307,29241119,	0	CDH2	cmpl	cmpl	0,0,1,0,0,0,1,0,0,0,2,1,1,1,0,0,	201094560026_R01C02	26382635	29490959	3	285.3315			3108325	Has_gene
2																201094560026_R03C01	74228539	78942271	3	155.6418			4713733	Non_gene
4																201094560026_R03C01	15849767	16918197	3	69.80417			1068431	Non_gene
4	11	NM_001034762	+	17509341	17884255	17510735	17883051	3	17509341,17510625,17882289,	17509769,17510789,17884255,	0	NXPH1	cmpl	cmpl	-1,0,0,	201094560026_R03C01	17858900	18634896	3	40.0135			775997	Has_gene
5	124	NM_001076336	-	53987897	54214799	53988594	54049222	6	53987897,53994139,54000397,54049005,54149801,54214635,	53988866,53994955,54000541,54049252,54149899,54214799,	0	SLC16A7	cmpl	cmpl	1,1,1,0,-1,-1,	201094560026_R03C01	51712214	55324183	3	96.77066			3611970	Has_gene
5	125	NM_001205591	+	54884393	54936361	54884676	54935326	19	54884393,54890790,54891158,54915702,54916316,54917484,54917928,54918505,54919879,54920986,54923240,54923817,54926505,54928627,54930079,54931505,54933362,54933597,54935081,	54884912,54890862,54891233,54915834,54916460,54917628,54918072,54918649,54919960,54921058,54923312,54923981,54926826,54928909,54930532,54931664,54933506,54933873,54936361,	0	LRIG3	cmpl	cmpl	0,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,	201094560026_R03C01	51712214	55324183	3	96.77066			3611970	Has_gene
6																201094560026_R03C01	32408331	34959851	3	72.34029			2551521	Non_gene
6	134	NM_001205725	-	64486958	64750899	64487835	64750899	2	64486958,64749947,	64488296,64750899,	0	KCTD8	cmpl	cmpl	1,0,	201094560026_R03C01	63402550	67423466	3	64.51843			4020917	Has_gene
6	1080	NM_001103258	-	64882681	64916426	64884642	64912729	6	64882681,64888178,64895066,64905148,64912613,64916328,	64884805,64888360,64895212,64905309,64912730,64916426,	0	YIPF7	cmpl	cmpl	2,0,1,2,0,-1,	201094560026_R03C01	63402550	67423466	3	64.51843			4020917	Has_gene
6	1080	NM_001102067	+	64934476	64959029	64934652	64958994	17	64934476,64936932,64937215,64937648,64938596,64940345,64946352,64947141,64948811,64950066,64950540,64951485,64952535,64955261,64956346,64958024,64958856,	64934817,64937044,64937364,64937729,64938674,64940429,64946417,64947345,64948951,64950190,64950673,64951629,64952669,64955363,64956466,64958061,64959029,	0	GUF1	cmpl	cmpl	0,0,1,0,0,0,0,2,2,1,2,0,0,2,2,2,0,	201094560026_R03C01	63402550	67423466	3	64.51843			4020917	Has_gene
6	1080	NM_001075356	-	64961788	64992219	64962727	64989154	7	64961788,64968679,64976260,64982847,64984540,64989030,64992204,	64962789,64968854,64976445,64983030,64984642,64989189,64992219,	0	GNPDA2	cmpl	cmpl	1,0,1,1,1,0,-1,	201094560026_R03C01	63402550	67423466	3	64.51843			4020917	Has_gene
6	1090	NM_001101250	+	66225907	66228665	66225907	66226178	1	66225907,	66228665,	0	GABRG1	incmpl	cmpl	2,	201094560026_R03C01	63402550	67423466	3	64.51843			4020917	Has_gene
6	1092	NM_174541	+	66454406	66455429	66454406	66454705	1	66454406,	66455429,	0	GABRA2	incmpl	cmpl	1,	201094560026_R03C01	63402550	67423466	3	64.51843			4020917	Has_gene
6	0	NM_001244116	-	66982103	67118236	66982219	66982456	3	66982103,67063841,67118151,	66982518,67063897,67118236,	0	COX7B2	cmpl	cmpl	0,-1,-1,	201094560026_R03C01	63402550	67423466	3	64.51843			4020917	Has_gene
6	1097	NM_174543	-	67147449	67222189	67147656	67222156	10	67147449,67192065,67192277,67200848,67202442,67204917,67205160,67206308,67221539,67222070,	67148190,67192276,67192325,67201001,67202586,67205000,67205381,67206376,67221658,67222189,	0	GABRA4	cmpl	cmpl	0,2,1,1,1,2,0,1,2,0,	201094560026_R03C01	63402550	67423466	3	64.51843			4020917	Has_gene
6	1098	NM_001102374	+	67260992	67264541	67261298	67262378	3	67260992,67261545,67262067,	67261378,67261637,67264541,	0	LOC536190	cmpl	cmpl	0,2,1,	201094560026_R03C01	63402550	67423466	3	64.51843			4020917	Has_gene
6	137	NM_174544	+	67261247	67716143	67261298	67714458	10	67261247,67261545,67262067,67433549,67602742,67690248,67690485,67693687,67714113,67714811,	67261378,67261637,67262135,67433770,67602825,67690386,67690638,67693932,67714491,67716143,	0	GABRB1	cmpl	cmpl	0,2,1,0,2,1,1,1,0,-1,	201094560026_R03C01	63402550	67423466	3	64.51843			4020917	Has_gene
7	104	NM_001105449	-	33128489	33188633	33128584	33188589	7	33128489,33133804,33135378,33137056,33151960,33175747,33188553,	33128769,33133842,33136090,33137138,33152034,33175837,33188633,	0	SRFBP1	cmpl	cmpl	1,2,1,0,1,0,0,	201094560026_R03C01	33119399	35366992	3	80.14578			2247594	Has_gene
7	839	NM_001076190	-	33311976	33313090	33312276	33313005	1	33311976,	33313090,	0	FTMT	cmpl	cmpl	0,	201094560026_R03C01	33119399	35366992	3	80.14578			2247594	Has_gene
7																201094560026_R03C01	105279874	109027529	3	214.0339			3747656	Non_gene
28																201094560026_R03C01	2468624	2600973	0	451.6783			132350	Non_gene
4																201094560026_R03C02	6270385	6425277	3	101.5346			154893	Non_gene
6	84	NM_001192673	+	11683809	11962933	11683809	11962933	13	11683809,11806837,11813821,11848197,11850265,11921703,11939621,11942441,11944689,11951633,11952684,11957598,11962813,	11684787,11806925,11813976,11848383,11850394,11921886,11939718,11942565,11944864,11951804,11952794,11957701,11962933,	0	NDST4	cmpl	cmpl	0,0,1,0,0,0,0,1,2,0,0,2,0,	201094560026_R03C02	8810726	11875487	3	62.93596			3064762	Has_gene
20																201094560026_R03C02	60147560	61455283	3	47.20839			1307724	Non_gene
28																201094560026_R03C02	2468624	2600973	0	418.4855			132350	Non_gene
5	1285	NM_001040561	-	91770302	91771388	91770316	91771216	1	91770302,	91771388,	0	CAPZA3	cmpl	cmpl	0,	201094560026_R05C01	91416794	93718582	3	44.44974			2301789	Has_gene
5	1285	NM_001011680	+	91771435	91820148	91772134	91820087	14	91771435,91771990,91773152,91783583,91788156,91793953,91798363,91799057,91800572,91807682,91808917,91814765,91818692,91820001,	91771561,91772145,91773276,91783815,91788358,91794098,91798513,91799300,91800720,91807799,91809090,91814889,91818842,91820148,	0	PLCZ1	cmpl	cmpl	-1,0,2,0,1,2,0,0,0,1,1,0,1,1,	201094560026_R05C01	91416794	93718582	3	44.44974			2301789	Has_gene
5	2	NM_001206512	-	91835142	92276939	91835507	92276939	31	91835142,91847879,91871690,91891378,91927006,91931438,91932043,91957123,91967169,92006883,92009792,92015503,92017296,92024338,92028787,92114335,92118393,92142190,92151700,92161431,92171484,92186610,92194302,92200028,92218446,92222022,92227057,92260160,92266777,92271905,92276258,	91835660,91848005,91871785,91891454,91927115,91931560,91932233,91957233,91967326,92007053,92009929,92015633,92017389,92024446,92028968,92114430,92118487,92142379,92151831,92161546,92171613,92186809,92194336,92200151,92218510,92222093,92227160,92260275,92266935,92271988,92276939,	0	PIK3C2G	cmpl	cmpl	0,0,1,0,2,0,2,0,2,0,1,0,0,0,2,0,2,2,0,2,2,1,0,0,2,0,2,1,2,0,0,	201094560026_R05C01	91416794	93718582	3	44.44974			2301789	Has_gene
5	1290	NM_001105472	+	92432330	92443952	92432370	92442764	5	92432330,92434070,92436964,92439717,92442481,	92432422,92434127,92437038,92439866,92443952,	0	RERGL	cmpl	cmpl	0,1,1,0,2,	201094560026_R05C01	91416794	93718582	3	44.44974			2301789	Has_gene
5	162	NM_001046337	+	93693960	93757645	93703883	93757156	5	93693960,93698368,93703875,93746269,93757050,	93693998,93698435,93704089,93746395,93757645,	0	LMO3	cmpl	cmpl	-1,-1,0,2,2,	201094560026_R05C01	91416794	93718582	3	44.44974			2301789	Has_gene
7																201094560026_R05C01	187428	233662	0	394.381			46235	Non_gene
8	152	NM_174316	-	83022521	83392672	83023845	83270596	22	83022521,83030933,83035475,83044171,83046439,83053281,83054724,83064357,83099473,83099604,83099634,83116076,83117045,83228601,83266920,83270431,83278777,83279803,83280566,83300930,83380298,83392523,	83024010,83031140,83035656,83044247,83046515,83053381,83054780,83064514,83099600,83099632,83099637,83116141,83117159,83228696,83267005,83270674,83278836,83280012,83280647,83301010,83380366,83392672,	0	FANCC	cmpl	cmpl	0,0,2,1,0,2,0,2,1,2,2,0,0,1,0,0,-1,-1,-1,-1,-1,-1,	201094560026_R05C01	83190665	83251339	0	91.07771			60675	Has_gene
8	1220	NM_001244608	-	83242821	83253558	83243781	83253558	7	83242821,83243751,83251512,83251753,83252048,83252922,83253434,	83243034,83243859,83251658,83251865,83252126,83253338,83253558,	0	TSPY	cmpl	cmpl	-1,0,1,0,0,1,0,	201094560026_R05C01	83190665	83251339	0	91.07771			60675	Has_gene
15																201094560026_R05C01	80404264	80831076	4	80.13945			426813	Non_gene
28																201094560026_R05C01	2485319	2600973	0	434.6405			115655	Non_gene
2	80	NM_001079509	-	7830306	8068230	7830324	7907003	6	7830306,7843248,7850055,7900892,7906975,8068102,	7830633,7843347,7850127,7900954,7907052,8068230,	0	GULP1	cmpl	cmpl	0,0,0,1,0,-1,	201094560026_R05C02	7457310	8430514	3	37.41179			973205	Has_gene
2																201094560026_R05C02	9890166	13411225	3	174.8808			3521060	Non_gene
8	734	NM_001105642	+	19629741	19632947	19629972	19632347	7	19629741,19630340,19630563,19630869,19631321,19631810,19632211,	19630204,19630415,19630653,19630887,19631402,19631901,19632947,	0	IZUMO3	cmpl	cmpl	0,1,1,1,1,1,2,	201094560026_R05C02	17466905	21695762	3	129.7671			4228858	Has_gene
8	152	NM_174316	-	83022521	83392672	83023845	83270596	22	83022521,83030933,83035475,83044171,83046439,83053281,83054724,83064357,83099473,83099604,83099634,83116076,83117045,83228601,83266920,83270431,83278777,83279803,83280566,83300930,83380298,83392523,	83024010,83031140,83035656,83044247,83046515,83053381,83054780,83064514,83099600,83099632,83099637,83116141,83117159,83228696,83267005,83270674,83278836,83280012,83280647,83301010,83380366,83392672,	0	FANCC	cmpl	cmpl	0,0,2,1,0,2,0,2,1,2,2,0,0,1,0,0,-1,-1,-1,-1,-1,-1,	201094560026_R05C02	83190665	83251339	0	108.3294			60675	Has_gene
8	1220	NM_001244608	-	83242821	83253558	83243781	83253558	7	83242821,83243751,83251512,83251753,83252048,83252922,83253434,	83243034,83243859,83251658,83251865,83252126,83253338,83253558,	0	TSPY	cmpl	cmpl	-1,0,1,0,0,1,0,	201094560026_R05C02	83190665	83251339	0	108.3294			60675	Has_gene
26	12	NM_001205986	+	25469309	26398291	25469309	26397075	27	25469309,25663079,26044125,26094585,26170205,26221542,26237517,26272113,26282033,26294334,26296380,26302637,26305728,26313704,26340091,26341178,26353095,26356848,26359447,26365886,26377441,26379183,26383674,26385532,26386582,26396067,26397010,	25469936,25663147,26044225,26094744,26170279,26221607,26237636,26272203,26282213,26294481,26296483,26302714,26305820,26313812,26340209,26341312,26353209,26357020,26359634,26366020,26377565,26379296,26383806,26385632,26386688,26396228,26398291,	0	SORCS3	cmpl	cmpl	0,0,2,0,0,2,1,0,0,0,0,1,0,2,2,0,2,2,0,1,0,1,0,0,1,2,1,	201094560026_R05C02	25719640	25757447	0	221.6895			37808	Has_gene
28	11	NM_001079638	-	22418863	24299242	22419202	24270401	18	22418863,22476756,22497768,22575461,22618086,22793892,22915526,23051260,23156293,23320750,23332050,23820979,23861397,24152396,24179803,24238695,24270302,24299196,	22419490,22476891,22497874,22575643,22618179,22794044,22915727,23051417,23156386,23320903,23332131,23821183,23861661,24152516,24179970,24238888,24270406,24299242,	0	CTNNA3	cmpl	cmpl	0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,-1,	201094560026_R05C02	20332119	24211870	3	100.4625			3879752	Has_gene
28	95	NM_001103283	+	23510347	23719897	23510524	23519933	4	23510347,23510872,23519858,23719527,	23510528,23512404,23519946,23719897,	0	LRRTM3	cmpl	cmpl	0,1,0,-1,	201094560026_R05C02	20332119	24211870	3	100.4625			3879752	Has_gene
29																201094560026_R05C02	13115118	15774315	3	55.41202			2659198	Non_gene
29	92	NM_001102336	-	20257013	20804981	20259983	20557376	11	20257013,20261016,20278701,20303446,20316199,20370017,20380839,20536128,20543689,20557353,20804722,	20260067,20261103,20278797,20303614,20316274,20370080,20380902,20536191,20543771,20557471,20804981,	0	LUZP2	cmpl	cmpl	0,0,0,0,0,0,0,0,2,0,-1,	201094560026_R05C02	19957419	21000066	3	59.63596			1042648	Has_gene
7																201094560026_R07C01	9574967	11301892	3	58.48104			1726926	Non_gene
8	152	NM_174316	-	83022521	83392672	83023845	83270596	22	83022521,83030933,83035475,83044171,83046439,83053281,83054724,83064357,83099473,83099604,83099634,83116076,83117045,83228601,83266920,83270431,83278777,83279803,83280566,83300930,83380298,83392523,	83024010,83031140,83035656,83044247,83046515,83053381,83054780,83064514,83099600,83099632,83099637,83116141,83117159,83228696,83267005,83270674,83278836,83280012,83280647,83301010,83380366,83392672,	0	FANCC	cmpl	cmpl	0,0,2,1,0,2,0,2,1,2,2,0,0,1,0,0,-1,-1,-1,-1,-1,-1,	201094560026_R07C01	83190665	83251339	0	95.54738			60675	Has_gene
8	1220	NM_001244608	-	83242821	83253558	83243781	83253558	7	83242821,83243751,83251512,83251753,83252048,83252922,83253434,	83243034,83243859,83251658,83251865,83252126,83253338,83253558,	0	TSPY	cmpl	cmpl	-1,0,1,0,0,1,0,	201094560026_R07C01	83190665	83251339	0	95.54738			60675	Has_gene
12																201094560026_R07C01	59108123	59227955	3	55.5196			119833	Non_gene
12																201094560026_R07C01	72432362	72506042	0	71.59679			73681	Non_gene
6	1242	NM_001046354	-	86169554	86190786	86169765	86190754	6	86169554,86179521,86180835,86181163,86189033,86190033,	86170045,86179741,86180923,86181295,86189182,86190786,	0	UGT2B10	cmpl	cmpl	2,1,0,0,1,0,	201094560026_R07C02	86053293	86184842	0	123.5761			131550	Has_gene
8	152	NM_174316	-	83022521	83392672	83023845	83270596	22	83022521,83030933,83035475,83044171,83046439,83053281,83054724,83064357,83099473,83099604,83099634,83116076,83117045,83228601,83266920,83270431,83278777,83279803,83280566,83300930,83380298,83392523,	83024010,83031140,83035656,83044247,83046515,83053381,83054780,83064514,83099600,83099632,83099637,83116141,83117159,83228696,83267005,83270674,83278836,83280012,83280647,83301010,83380366,83392672,	0	FANCC	cmpl	cmpl	0,0,2,1,0,2,0,2,1,2,2,0,0,1,0,0,-1,-1,-1,-1,-1,-1,	201094560026_R07C02	83190665	83251339	0	89.45724			60675	Has_gene
8	1220	NM_001244608	-	83242821	83253558	83243781	83253558	7	83242821,83243751,83251512,83251753,83252048,83252922,83253434,	83243034,83243859,83251658,83251865,83252126,83253338,83253558,	0	TSPY	cmpl	cmpl	-1,0,1,0,0,1,0,	201094560026_R07C02	83190665	83251339	0	89.45724			60675	Has_gene
13	996	NM_001080911	+	53903060	53941039	53903082	53939857	6	53903060,53928924,53933820,53934728,53939765,53940494,	53903155,53929280,53934142,53935046,53939865,53941039,	0	SIRPB1	cmpl	cmpl	0,1,0,1,1,-1,	201094560026_R07C02	53940678	54076116	0	57.03637			135439	Has_gene
13	997	NM_001083701	+	54063353	54079412	54063478	54077422	7	54063353,54067738,54070190,54070834,54073317,54075610,54077353,	54063553,54067803,54070289,54070925,54073434,54075685,54079412,	0	GINS1	cmpl	cmpl	0,0,2,2,0,0,0,	201094560026_R07C02	53940678	54076116	0	57.03637			135439	Has_gene
16	132	NM_001034206	+	62068138	62128365	62080544	62127908	16	62068138,62080539,62094279,62112152,62113657,62115006,62115868,62117791,62119880,62120249,62121340,62122712,62124043,62125191,62125884,62127851,	62068251,62080668,62094338,62112301,62113717,62115114,62116151,62117870,62119962,62120295,62121470,62122810,62124142,62125327,62126030,62128365,	0	SOAT1	cmpl	cmpl	-1,0,1,0,2,2,2,0,1,2,0,1,0,0,1,0,	201094560026_R07C02	61995348	62179726	3	117.7846			184379	Has_gene
26																201094560026_R07C02	3010798	3087092	3	35.8129			76295	Non_gene
29																201094560026_R07C02	21930571	22047517	1	39.21027			116947	Non_gene
2																201094560067_R02C01	64218639	64784574	0	70.75021			565936	Non_gene
6	1380	NM_174038	+	104304074	104320867	104311139	104319484	6	104304074,104311124,104311926,104314811,104315434,104318134,	104304178,104311199,104311974,104314844,104315482,104320867,	0	DMP1	cmpl	cmpl	-1,0,0,0,0,0,	201094560067_R02C01	104320493	104423445	3	51.32582			102953	Has_gene
