name2	gene_list_1	gene_list_2	gene_list_3	Common_check
TMEM116	1	0	0	Common_low
TMEM127	1	0	0	Common_low
TMEM129	2	3	0	Common_low
TMEM134	2	1	0	Common_low
TMEM141	2	2	1	Common_low
TMEM143	1	1	0	Common_low
TMEM150B	1	1	0	Common_low
TMEM170A	0	0	1	Common_low
TMEM190	1	1	0	Common_low
TMEM204	4	4	1	Common_low
TMEM205	1	1	0	Common_low
TMEM240	1	0	0	Common_low
TMEM256	5	5	1	Common_low
TMEM50B	0	1	0	Common_low
TMEM69	3	0	0	Common_low
TMEM80	1	1	0	Common_low
TMEM86B	1	1	0	Common_low
TMEM88B	1	0	0	Common_low
TMEM95	5	5	1	Common_low
TMF1	1	1	0	Common_low
TMOD1	0	1	0	Common_low
TNF	1	0	1	Common_low
TNFRSF10D	0	0	2	Common_low
TNFRSF12A	2	2	0	Common_low
TNFRSF13C	1	2	0	Common_low
TNFRSF18	1	0	0	Common_low
TNFRSF4	1	0	0	Common_low
TNFRSF6B	5	5	0	Common_low
TNFSF12	3	1	1	Common_low
TNFSF13	3	1	1	Common_low
TNFSF13B	0	2	0	Common_low
TNIP2	0	3	0	Common_low
TNN	1	1	0	Common_low
TNNI3	1	1	0	Common_low
TNNI3K	0	0	1	Common_low
TNNT1	1	1	0	Common_low
TOB2	1	1	0	Common_low
TOM1L2	5	1	0	Common_low
TONSL	8	7	0	Common_low
TOPAZ1	1	1	0	Common_low
TOX	1	1	0	Common_low
TP53	5	1	1	Common_low
TPCN2	2	0	0	Common_low
TPD52L2	4	4	0	Common_low
TPRG1L	0	1	0	Common_low
TPRN	2	2	1	Common_low
TPSB2	3	3	1	Common_low
TPST2	1	0	0	Common_low
TPT1	0	3	1	Common_low
TRAF7	3	3	1	Common_low
TRAM2	0	0	1	Common_low
TRIM28	6	4	0	Common_low
TRIM33	1	1	0	Common_low
TRIM38	2	1	1	Common_low
TRIML1	0	0	1	Common_low
TRMT13	1	0	0	Common_low
TRPC2	1	1	0	Common_low
TRPS1	2	1	0	Common_low
TRPT1	0	2	0	Common_low
TSC22D4	3	3	0	Common_low
TSEN34	3	3	0	Common_low
TSEN54	1	0	0	Common_low
TSKS	2	2	0	Common_low
TSPAN3	0	1	0	Common_low
TSPAN4	5	0	0	Common_low
TSPO	1	1	0	Common_low
TSPY	0	0	46	High_and_Low
TSR3	4	4	1	Common_low
TSSK1B	2	2	0	Common_low
TSTA3	2	2	0	Common_low
TTC29	2	0	0	Common_low
TTC33	2	1	0	Common_low
TTI1	1	1	0	Common_low
TTLL9	1	0	0	Common_low
TUBB1	1	1	0	Common_low
TUBB2B	3	2	0	Common_low
TUBB4B	3	2	1	Common_low
TUSC3	1	2	1	Common_low
TWSG1	2	2	0	Common_low
TXNIP	1	0	0	Common_low
TXNRD2	3	3	2	Common_low
TYK2	2	0	0	Common_low
TYW3	0	0	1	Common_low
U2AF2	1	1	0	Common_low
UBA3	1	1	0	Common_low
UBAC1	0	0	1	Common_low
UBE2D3	0	1	0	Common_low
UBE2G1	1	1	0	Common_low
UBE2I	4	4	1	Common_low
UBE2J2	1	0	0	Common_low
UBE2L3	1	0	0	Common_low
UBE2M	7	6	0	Common_low
UBE2S	1	1	0	Common_low
UBR4	0	1	0	Common_low
UFD1	3	3	2	Common_low
UFL1	0	1	0	Common_low
UGT2A1	1	0	0	Common_low
UGT2B10	0	0	33	High_and_Low
UHRF1BP1L	1	0	0	Common_low
UHRF2	1	1	0	Common_low
UIMC1	2	0	0	Common_low
UNC13C	5	5	3	Common_low
UNCX	2	2	0	Common_low
UPK2	1	1	0	Common_low
UQCR11	3	0	0	Common_low
URM1	0	1	0	Common_low
USB1	0	1	0	Common_low
USH1G	2	2	0	Common_low
USP15	6	7	0	Common_low
USP37	0	1	0	Common_low
USP45	1	0	0	Common_low
USP6NL	2	2	1	Common_low
USP8	0	1	0	Common_low
VAMP2	0	2	0	Common_low
VEGFB	0	1	0	Common_low
VEZF1	1	1	0	Common_low
VIL1	0	1	0	Common_low
VPS28	8	7	0	Common_low
VPS37B	2	3	0	Common_low
VPS50	1	0	0	Common_low
VPS52	1	1	0	Common_low
VPS54	2	4	0	Common_low
VSTM2A	3	3	4	Common_low
VSTM2L	1	1	0	Common_low
VTA1	1	0	0	Common_low
VWA1	1	0	0	Common_low
VWA7	1	0	1	Common_low
WARS	1	0	0	Common_low
WARS1	0	1	0	Common_low
WASHC1	1	1	0	Common_low
WC-7	10	0	0	Common_low
WC1	1	0	0	Common_low
WC1-8	1	0	0	Common_low
WC1.3	1	0	0	Common_low
WDR18	1	1	0	Common_low
WDR24	2	2	0	Common_low
WDR26	1	1	0	Common_low
WDR34	1	0	0	Common_low
WDR46	1	1	0	Common_low
WDR5	0	0	1	Common_low
WDR70	1	1	0	Common_low
WFDC18	1	1	0	Common_low
WFIKKN1	2	2	0	Common_low
WIPI1	2	1	0	Common_low
WRAP53	5	1	1	Common_low
WRAP73	0	1	0	Common_low
WRN	0	1	0	Common_low
WSB2	6	6	0	Common_low
WWOX	2	1	0	Common_low
XBP1	4	0	0	Common_low
XNDC1	0	1	0	Common_low
XRCC6	1	1	0	Common_low
XRN2	2	2	0	Common_low
YBX2	7	7	2	Common_low
YDJC	1	0	0	Common_low
YIPF7	0	0	1	Common_low
YJU2	3	1	0	Common_low
YTHDC1	0	2	0	Common_low
YTHDF1	5	4	0	Common_low
YY1	1	1	0	Common_low
ZACN	2	2	0	Common_low
ZBTB4	6	3	1	Common_low
ZBTB46	5	5	0	Common_low
ZBTB7A	5	1	0	Common_low
ZC3H15	5	0	0	Common_low
ZC3H7B	1	1	0	Common_low
ZCCHC8	2	2	0	Common_low
ZCWPW1	1	1	0	Common_low
ZEB1	1	1	0	Common_low
ZER1	1	2	0	Common_low
ZFAND2A	1	1	0	Common_low
ZFP2	1	1	0	Common_low
ZGPAT	5	5	0	Common_low
ZIM2	0	0	1	Common_low
ZMAT3	0	0	1	Common_low
ZMIZ2	2	1	0	Common_low
ZNF177	0	2	0	Common_low
ZNF280B	1	0	0	Common_low
ZNF410	2	2	0	Common_low
ZNF428	3	2	0	Common_low
ZNF432	0	1	0	Common_low
ZNF444	0	0	1	Common_low
ZNF48	1	2	0	Common_low
ZNF524	2	3	0	Common_low
ZNF576	3	2	0	Common_low
ZNF583	0	0	1	Common_low
ZNF628	2	2	0	Common_low
ZNF644	4	4	0	Common_low
ZNF688	1	1	0	Common_low
ZNF689	1	1	0	Common_low
ZNF74	2	2	0	Common_low
ZNF771	1	2	0	Common_low
ZNF774	1	2	0	Common_low
ZNF784	2	3	0	Common_low
ZNF8	2	0	0	Common_low
ZNF804B	36	33	2	High_and_Low
ZP4	0	0	1	Common_low
ZPBP	3	5	0	Common_low
