bin	name	Chr	strand	Start	End	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
97	NM_001080273	chr9	-	25255310	25317028	25255461	25317010	13	25255310,25277577,25284774,25285043,25287262,25290061,25300274,25301167,25301597,25301793,25306635,25308506,25316938,	25255593,25277698,25284906,25285116,25287427,25290142,25300431,25301302,25301690,25301875,25306709,25308572,25317028,	0	TRMT11	cmpl	cmpl	0,2,2,1,1,1,0,0,0,2,0,0,0,
97	NM_001205529	chr25	-	25950649	25956887	25951051	25956887	8	25950649,25952162,25952471,25952868,25954621,25954908,25955245,25955951,	25951428,25952334,25952683,25953072,25954797,25955000,25955347,25956887,	0	SH2B1	cmpl	cmpl	1,0,1,1,2,0,0,0,
906	NM_174029	chr13	-	42185281	42189207	42185506	42189152	3	42185281,42186379,42188900,	42185587,42186493,42189207,	0	CST3	cmpl	cmpl	0,0,0,
892	NM_174028	chr19	+	40330598	40332909	40330650	40332107	5	40330598,40330768,40331317,40331570,40331942,	40330663,40330923,40331425,40331717,40332909,	0	CSF3	cmpl	cmpl	0,1,0,0,0,
783	NM_001205530	chr25	-	25974680	25985608	25974816	25985608	23	25974680,25975120,25975509,25975872,25976083,25976559,25976843,25977040,25977678,25977828,25978312,25978617,25978777,25979510,25979783,25980755,25981404,25982321,25982823,25983344,25983505,25983772,25985306,	25974971,25975364,25975722,25975994,25976213,25976750,25976916,25977187,25977748,25978124,25978383,25978689,25978972,25979621,25979959,25980956,25981496,25982446,25982974,25983416,25983562,25983809,25985608,	0	ATXN2L	cmpl	cmpl	1,0,0,1,0,1,0,0,2,0,1,1,1,1,2,2,0,1,0,0,0,2,0,
724	NM_001034710	chr13	-	18226485	18292830	18226731	18280982	10	18226485,18231069,18235020,18244542,18252966,18253250,18256416,18275677,18280938,18292733,	18226876,18231226,18235056,18244731,18253109,18253348,18256563,18275801,18281038,18292830,	0	CREM	cmpl	cmpl	2,1,1,1,2,0,0,2,0,-1,
704	NM_001034709	chr23	-	15698655	15705476	15699675	15705388	5	15698655,15700320,15700971,15704083,15705190,	15699843,15700457,15701131,15704299,15705476,	0	CCND3	cmpl	cmpl	0,1,0,0,0,
783	NM_001075174	chr25	-	26043066	26055242	26043524	26054958	16	26043066,26043751,26046973,26047204,26047372,26047520,26048857,26049902,26050135,26051068,26051268,26051740,26052990,26054675,26054912,26055217,	26043644,26043892,26047067,26047260,26047441,26047567,26048970,26050046,26050208,26051154,26051348,26051812,26053087,26054754,26055035,26055242,	0	CLN3	cmpl	cmpl	0,0,2,0,0,1,2,2,1,2,0,0,2,1,0,-1,
783	NM_001164653	chr25	-	26061017	26066562	26061507	26066562	6	26061017,26062664,26062892,26063870,26064053,26066531,	26061759,26062743,26062966,26063969,26064226,26066562,	0	IL27	cmpl	cmpl	0,2,0,0,1,0,
97	NM_001114515	chr25	-	26082045	26083376	26082690	26083361	3	26082045,26082677,26083249,	26082342,26082827,26083376,	0	NUPR1	cmpl	cmpl	-1,1,0,
784	NM_001075472	chr25	+	26093201	26123452	26104388	26123366	10	26093201,26104373,26106528,26106828,26120557,26121609,26121814,26122187,26122320,26123249,	26093391,26104463,26106604,26106901,26120622,26121739,26121961,26122223,26122483,26123452,	0	SGF29	cmpl	cmpl	-1,0,0,1,2,1,2,2,2,0,
784	NM_001037456	chr25	-	26128288	26131638	26128387	26131376	6	26128288,26128498,26128762,26130144,26130644,26131209,	26128417,26128586,26128890,26130483,26130696,26131638,	0	SLX1A	cmpl	cmpl	0,2,0,0,2,0,
631	NM_174391	chr15	+	6031819	6089843	6031823	6089186	10	6031819,6039924,6044227,6046719,6047628,6050518,6069652,6070748,6087958,6089085,	6031943,6040172,6044376,6046845,6047790,6050660,6069789,6070905,6088062,6089843,	0	MMP20	cmpl	cmpl	0,0,2,1,1,1,2,1,2,1,
784	NM_001110018	chr25	+	26179094	26186189	26179094	26184347	10	26179094,26179182,26180294,26182317,26182668,26183041,26183709,26184023,26184224,26185174,	26179128,26179267,26180477,26182507,26182785,26183156,26183841,26184133,26184378,26186189,	0	MAPK3	cmpl	cmpl	0,1,2,2,0,0,1,1,0,-1,
784	NM_001076990	chr25	+	26186548	26191904	26186567	26191849	10	26186548,26186983,26187256,26187479,26187662,26187862,26188256,26189743,26189909,26191711,	26186706,26187026,26187392,26187525,26187781,26187952,26188390,26189803,26189961,26191904,	0	GDPD3	cmpl	cmpl	0,1,2,0,1,0,0,2,2,0,
784	NM_001205409	chr25	+	26193150	26196515	26194032	26196110	5	26193150,26193966,26194254,26194512,26196020,	26193300,26194149,26194298,26194621,26196515,	0	YPEL3	cmpl	cmpl	-1,0,0,2,0,
784	NM_001192630	chr25	+	26197653	26201360	26197653	26201360	8	26197653,26197857,26198995,26199370,26199615,26200714,26200870,26201146,	26197771,26198095,26199263,26199517,26199686,26200788,26201054,26201360,	0	TBX6	cmpl	cmpl	0,1,2,0,0,2,1,2,
132	NM_001103224	chr7	-	62357956	62404764	62358319	62394829	26	62357956,62361193,62362648,62365369,62366614,62367585,62372128,62372971,62373831,62375368,62375957,62376639,62378410,62379810,62381160,62382238,62383546,62384065,62384952,62386076,62387079,62388140,62388749,62389846,62394811,62404693,	62358379,62361316,62362707,62365465,62366708,62367603,62372182,62373051,62373922,62375482,62376052,62376721,62378489,62379869,62381283,62382297,62383642,62384159,62385009,62386156,62387170,62388254,62388844,62389937,62394855,62404764,	0	ANXA6	cmpl	cmpl	0,0,1,1,0,0,0,1,0,0,1,0,2,0,0,1,1,0,0,1,0,0,1,0,0,-1,
12	NM_001101915	chr25	-	26212563	26217280	26212776	26215646	9	26212563,26212961,26213325,26213616,26214033,26214324,26215237,26215534,26217015,	26212872,26213161,26213500,26213700,26214194,26214379,26215449,26215661,26217280,	0	ALDOA	cmpl	cmpl	0,1,0,0,1,0,1,0,-1,
1374	NM_001098017	chr5	-	103502499	103511992	103502893	103511875	16	103502499,103502867,103503327,103503515,103503764,103505757,103506031,103507154,103507468,103507889,103508141,103508340,103508603,103511291,103511660,103511867,	103502698,103503002,103503419,103503667,103503832,103505912,103506163,103507304,103507548,103507986,103508255,103508457,103508793,103511486,103511783,103511992,	0	PTPN6	cmpl	cmpl	-1,2,0,1,2,0,0,0,1,0,0,0,2,2,2,0,
785	NM_001083709	chr25	+	26255006	26260482	26255836	26259772	11	26255006,26255823,26256461,26256837,26257026,26258629,26258837,26258967,26259272,26259439,26259626,	26255171,26256101,26256541,26256912,26257136,26258756,26258897,26259131,26259354,26259536,26260482,	0	DOC2A	cmpl	cmpl	-1,0,1,0,0,2,0,0,2,0,1,
785	NM_001192296	chr25	+	26267917	26271518	26268567	26271194	8	26267917,26268709,26268946,26269508,26269771,26270594,26270845,26271030,	26268632,26268830,26269061,26269687,26270494,26270763,26270944,26271518,	0	HIRIP3	cmpl	cmpl	0,2,0,1,0,0,1,1,
785	NM_001193091	chr25	-	26272134	26289860	26272855	26286592	19	26272134,26273459,26274574,26277864,26278426,26278716,26280539,26280834,26281269,26282216,26282398,26284556,26284754,26285025,26285252,26286007,26286206,26286460,26289618,	26273377,26273642,26274787,26278104,26278630,26279082,26280701,26281095,26281437,26282298,26282492,26284648,26284868,26285122,26285298,26286109,26286278,26286627,26289860,	0	TAOK2	cmpl	cmpl	0,0,0,0,0,0,0,0,0,2,1,2,2,1,0,0,0,0,-1,
785	NM_001080231	chr25	-	26291086	26307536	26292236	26306911	5	26291086,26292204,26294387,26306367,26306650,	26291188,26292371,26294617,26306557,26307536,	0	TMEM219	cmpl	cmpl	-1,0,1,0,0,
738	NM_001166568	chr19	-	20130800	20138349	20131147	20137979	5	20130800,20131915,20132336,20134474,20137891,	20131814,20132071,20132469,20134561,20138349,	0	PROCA1	cmpl	cmpl	2,2,1,1,0,
106	NM_001166567	chr19	-	35124084	35142701	35126473	35142513	13	35124084,35126833,35127474,35128212,35129065,35129845,35130098,35130633,35131861,35132406,35132988,35135127,35142375,	35126516,35126983,35127537,35128304,35129192,35130004,35130204,35130781,35132031,35132508,35133102,35135260,35142701,	0	USP22	cmpl	cmpl	2,2,2,0,2,2,1,0,1,1,1,0,0,
740	NM_001166566	chr12	+	20346941	20409875	20347210	20409549	11	20346941,20370857,20372836,20375749,20379938,20389701,20391550,20394348,20395901,20406945,20409441,	20347274,20370929,20372944,20375826,20380062,20389766,20391656,20394430,20395944,20407026,20409875,	0	RNASEH2B	cmpl	cmpl	0,1,1,1,0,1,0,1,2,0,0,
786	NM_001034482	chr25	+	26388342	26391769	26388692	26391222	6	26388342,26388830,26389676,26390265,26390876,26391076,	26388735,26388965,26389830,26390347,26390958,26391769,	0	CDIPT	cmpl	cmpl	0,1,1,2,0,1,
786	NM_001035317	chr25	-	26403794	26423373	26403840	26415502	15	26403794,26404786,26405612,26405927,26406819,26408150,26408434,26409719,26411692,26412175,26413549,26413793,26414973,26415377,26423340,	26404059,26404975,26405739,26406044,26407206,26408348,26408679,26410001,26411929,26412270,26413681,26413917,26415169,26415510,26423373,	0	MVP	cmpl	cmpl	0,0,2,2,2,2,0,0,0,1,1,0,2,0,-1,
1118	NR_031269	chr4	+	69949479	69949547	69949547	69949547	1	69949479,	69949547,	0	MIR148A	unk	unk	-1,
1333	NR_031277	chr9	-	98171973	98172050	98172050	98172050	1	98171973,	98172050,	0	MIR2482	unk	unk	-1,
962	NM_001101131	chr11	-	49465579	49472218	49467095	49472113	9	49465579,49467871,49468156,49468571,49468966,49469197,49469578,49469792,49472022,	49467198,49468005,49468339,49468790,49469110,49469310,49469701,49469870,49472218,	0	MAT2A	cmpl	cmpl	2,0,0,0,0,1,1,1,0,
787	NM_001105033	chr25	+	26478203	26480896	26478976	26479633	2	26478203,26478976,	26478311,26480896,	0	C25H16orf54	cmpl	cmpl	-1,0,
787	NM_001103102	chr25	-	26509765	26513471	26511516	26512965	2	26509765,26513401,	26513029,26513471,	0	SPN	cmpl	cmpl	0,-1,
787	NM_001083682	chr25	-	26540587	26542953	26540723	26542356	7	26540587,26540921,26541110,26541628,26541911,26542281,26542920,	26540834,26541028,26541546,26541786,26542050,26542381,26542953,	0	CD2BP2	cmpl	cmpl	0,1,0,1,0,0,-1,
787	NM_001205771	chr25	-	26544202	26555450	26545546	26555422	9	26544202,26546270,26546759,26547168,26547348,26550681,26550889,26551267,26554490,	26546182,26546425,26546949,26547234,26547463,26550788,26550997,26551367,26555450,	0	TBC1D10B	cmpl	cmpl	0,1,0,0,2,0,0,2,0,
109	NM_001076001	chr1	+	38360628	38420855	38360648	38419371	6	38360628,38361461,38370191,38379262,38380197,38419100,	38360663,38361571,38370535,38379417,38380319,38420855,	0	NSUN3	cmpl	cmpl	0,0,2,1,0,2,
14	NM_001102485	chr3	+	49238419	49319822	49256673	49319570	23	49238419,49256641,49272386,49281101,49281860,49284041,49284524,49285571,49286065,49286302,49286586,49287534,49301113,49301727,49302130,49304875,49307592,49308012,49308462,49314351,49315780,49316241,49318680,	49238469,49256878,49272521,49281198,49281933,49284090,49284662,49285636,49286176,49286383,49286775,49287672,49301271,49301864,49302235,49304974,49307732,49308201,49308600,49314584,49316111,49316350,49319822,	0	ARHGAP29	cmpl	cmpl	-1,0,1,1,2,0,1,1,0,0,0,0,0,2,1,1,1,0,0,0,2,0,1,
787	NM_001101958	chr25	+	26575276	26579633	26575637	26578836	3	26575276,26575622,26577034,	26575454,26575716,26579633,	0	ZNF48	cmpl	cmpl	-1,0,1,
787	NM_001113729	chr25	+	26583805	26592181	26584546	26591925	3	26583805,26584537,26591121,	26583884,26584687,26592181,	0	ZNF771	cmpl	cmpl	-1,0,0,
117	NM_001098095	chr14	+	46164223	46477875	46164455	46477513	11	46164223,46436338,46437902,46443389,46450870,46454842,46456404,46465975,46471748,46474749,46477327,	46165417,46436432,46438010,46443509,46451003,46454961,46456500,46466065,46471909,46474921,46477875,	0	EXT1	cmpl	cmpl	0,2,0,0,0,1,0,0,0,2,0,
1037	NM_206971	chr16	-	59319857	59363661	59320587	59363633	31	59319857,59320006,59320262,59321278,59323036,59323249,59323768,59324015,59324023,59324044,59324073,59324096,59329209,59330086,59331667,59332604,59334104,59335900,59337843,59339167,59343244,59345680,59351114,59352101,59354210,59354667,59357959,59359544,59360400,59361755,59363337,	59319996,59320243,59320656,59321377,59323116,59323358,59323867,59324022,59324036,59324072,59324095,59324168,59329265,59330371,59331740,59332724,59334245,59336006,59337955,59339285,59343326,59345778,59351345,59352237,59354272,59354819,59358104,59359653,59360521,59361868,59363661,	0	SEC16B	cmpl	cmpl	-1,-1,0,0,1,0,0,2,1,1,0,0,1,1,0,0,0,2,1,0,2,0,0,2,0,1,0,2,1,2,0,
788	NM_001081625	chr25	-	26735140	26737926	26735352	26737715	2	26735140,26737519,	26735873,26737926,	0	ZNF688	cmpl	cmpl	1,0,
789	NM_001083746	chr25	-	26756300	26760550	26756519	26760206	3	26756300,26759679,26760001,	26757703,26759793,26760550,	0	ZNF689	cmpl	cmpl	1,1,0,
98	NM_001046128	chr25	+	26869324	26878578	26869781	26878321	10	26869324,26869763,26873294,26873727,26874909,26875059,26877387,26877578,26877804,26878027,	26869432,26869876,26873470,26873782,26874975,26875223,26877478,26877732,26877930,26878578,	0	PHKG2	cmpl	cmpl	-1,0,2,1,2,2,1,2,0,0,
790	NM_001195631	chr25	-	26876840	26882751	26878705	26882677	9	26876840,26879600,26879767,26879917,26880228,26880841,26881184,26881823,26882473,	26878884,26879690,26879837,26880034,26880299,26881011,26881250,26881855,26882751,	0	CCDC189	cmpl	cmpl	1,1,0,0,1,2,2,0,0,
790	NM_001206206	chr25	-	26901425	26924098	26902183	26904945	3	26901425,26904872,26923982,	26904717,26904980,26924098,	0	ZNF629	cmpl	cmpl	1,0,-1,
790	NM_001099722	chr25	-	26964934	26969677	26965004	26969561	6	26964934,26965885,26968108,26968362,26968830,26969469,	26965130,26965971,26968270,26968471,26968909,26969677,	0	BCL7C	cmpl	cmpl	0,1,1,0,2,0,
790	NM_001192384	chr25	+	26972130	26975657	26972130	26975657	3	26972130,26973332,26975192,	26972155,26973451,26975657,	0	CTF1	cmpl	cmpl	0,1,0,
791	NM_001193202	chr25	+	27087693	27092739	27087901	27091911	2	27087693,27091263,	27088129,27092739,	0	ORAI3	cmpl	cmpl	0,0,
791	NM_001205433	chr25	+	27096283	27118751	27096283	27118098	18	27096283,27096635,27098477,27100330,27100686,27101202,27102206,27103505,27103803,27104666,27104954,27106330,27113787,27115265,27115530,27115821,27117691,27117924,	27096433,27096731,27098748,27100452,27100916,27102049,27102989,27103682,27103891,27104824,27105042,27106672,27114846,27115438,27115641,27115941,27117829,27118751,	0	SETD1A	cmpl	cmpl	0,0,0,1,0,2,0,0,0,1,0,1,1,1,0,0,0,0,
791	NM_001034696	chr25	+	27119323	27122803	27119750	27122285	7	27119323,27119744,27120140,27120564,27120747,27121205,27121872,	27119396,27119916,27120296,27120673,27120847,27121368,27122803,	0	HSD3B7	cmpl	cmpl	-1,0,1,1,2,0,1,
731	NM_174479	chr3	-	19199746	19250783	19201207	19250731	13	19199746,19202090,19203115,19204039,19206232,19207080,19211225,19215748,19217728,19218372,19225441,19225953,19250671,	19201271,19202191,19203199,19204145,19206327,19207209,19211339,19215814,19217818,19218459,19225543,19226028,19250783,	0	TUFT1	cmpl	cmpl	2,0,0,2,0,0,0,0,0,0,0,0,0,
977	NM_174475	chr22	-	51399387	51401262	51399434	51400382	2	51399387,51400694,	51400403,51401262,	0	TREX1	cmpl	cmpl	0,-1,
1060	NM_174474	chr18	+	62276439	62285805	62276447	62285718	13	62276439,62276586,62276878,62277135,62277997,62280243,62280658,62281000,62282875,62283106,62284645,62284863,62285672,	62276479,62276600,62276908,62277168,62278019,62280307,62280775,62281078,62282989,62283216,62284734,62284906,62285805,	0	TNNT1	cmpl	cmpl	0,2,1,1,1,2,0,0,0,0,2,1,2,
792	NM_001003903	chr25	-	27201070	27203315	27201291	27203256	3	27201070,27201961,27203083,	27201500,27202071,27203315,	0	VKORC1	cmpl	cmpl	1,2,0,
932	NM_001045962	chr21	+	45548877	45572662	45548940	45572495	7	45548877,45565392,45565850,45566658,45569145,45570572,45572437,	45549016,45565487,45565932,45566814,45569324,45570667,45572662,	0	PSMA6	cmpl	cmpl	0,1,0,1,1,0,2,
792	NM_001105483	chr25	+	27219038	27228735	27219048	27228630	11	27219038,27220468,27220617,27224544,27224697,27225594,27227382,27227623,27227804,27228077,27228565,	27219259,27220543,27220793,27224598,27224862,27225684,27227523,27227717,27227955,27228232,27228735,	0	KAT8	cmpl	cmpl	0,1,1,0,0,0,0,0,1,2,1,
792	NM_001076931	chr25	-	27228789	27233369	27229650	27233122	5	27228789,27230106,27230360,27230861,27233036,	27229974,27230273,27230632,27231029,27233369,	0	PRSS8	cmpl	cmpl	0,1,2,2,0,
905	NM_001195012	chr16	-	41962310	41990486	41963241	41975651	7	41962310,41967639,41969222,41970419,41972175,41975230,41990410,	41963354,41967729,41969312,41970531,41972363,41975691,41990486,	0	DRAXIN	cmpl	cmpl	1,1,1,0,1,0,-1,
793	NM_001039957	chr25	+	27346645	27381713	27346645	27381713	29	27346645,27349808,27350424,27350641,27351430,27351980,27353125,27354292,27355875,27358039,27358693,27366628,27366860,27371530,27371743,27374448,27374689,27375052,27375339,27375576,27377122,27378297,27378707,27379834,27380124,27380362,27380564,27380892,27381641,	27346754,27349912,27350495,27350759,27351561,27352126,27353279,27354443,27355949,27358169,27358836,27366769,27367070,27371661,27371907,27374603,27374821,27375126,27375481,27375699,27377202,27378381,27378783,27379942,27380208,27380476,27380666,27381003,27381713,	0	ITGAM	incmpl	cmpl	1,2,1,0,1,0,2,0,1,0,1,0,0,0,2,1,0,0,2,0,0,2,2,0,0,0,0,0,0,
794	NM_001102496	chr25	+	27451690	27479142	27451794	27478872	30	27451690,27453460,27455682,27455921,27456134,27460518,27461559,27462471,27462723,27463427,27464970,27465224,27465525,27465739,27466778,27467028,27468442,27468823,27471270,27471580,27474248,27474473,27474659,27476734,27476970,27477177,27477442,27477695,27478204,27478758,	27451840,27453566,27455786,27455992,27456249,27460649,27461705,27462625,27462874,27463501,27465100,27465367,27465666,27465949,27466909,27467186,27468597,27468955,27471344,27471722,27474362,27474553,27474743,27476813,27477078,27477255,27477556,27477797,27478315,27479142,	0	ITGAD	cmpl	cmpl	0,1,2,1,0,1,0,2,0,1,0,1,0,0,0,2,1,0,0,2,0,0,2,2,0,0,0,0,0,0,
665	NM_174402	chr21	-	10562377	10569454	10563595	10569169	3	10562377,10566591,10568727,	10563870,10567119,10569454,	0	NR2F2	cmpl	cmpl	1,1,0,
794	NM_001035313	chr25	+	27504527	27509324	27504555	27508893	10	27504527,27504741,27504888,27505303,27505507,27505730,27507391,27507853,27508251,27508626,	27504618,27504794,27505031,27505391,27505613,27505925,27507565,27507935,27508400,27509324,	0	TGFB1I1	cmpl	cmpl	0,0,2,1,2,0,0,0,1,0,
794	NM_203360	chr25	+	27513989	27523741	27514003	27523516	14	27513989,27514677,27514825,27515970,27519307,27520229,27520461,27521015,27521373,27521608,27521871,27522117,27523072,27523289,	27514129,27514749,27514930,27516135,27519413,27520310,27520691,27521151,27521481,27521759,27522040,27522333,27523202,27523741,	0	SLC5A2	cmpl	cmpl	0,0,0,0,0,1,1,0,1,1,2,0,0,1,
1095	NM_001077874	chr11	+	66865375	66958574	66865537	66957386	9	66865375,66891425,66898168,66898641,66907046,66923138,66929767,66945849,66957183,	66865633,66891598,66898313,66898768,66907231,66923494,66929893,66945896,66958574,	0	APLF	cmpl	cmpl	0,0,2,0,1,0,2,2,1,
614	NM_176672	chr7	-	3801622	3809858	3801696	3809827	5	3801622,3802007,3802460,3803750,3809733,	3801816,3802077,3802532,3803829,3809858,	0	NDUFA13	cmpl	cmpl	0,2,2,1,0,
10	NM_001102191	chrX	+	13582961	13633770	13583145	13631154	23	13582961,13583449,13587888,13591008,13599206,13599777,13600576,13600785,13602252,13602869,13604066,13604289,13606436,13608071,13610550,13616066,13616783,13617221,13629421,13630437,13631116,13632006,13632323,	13583184,13583529,13587968,13591047,13599317,13599867,13600697,13600947,13602354,13602984,13604183,13604477,13606548,13608181,13610686,13616174,13616952,13617457,13629538,13630522,13631237,13632118,13633770,	0	OCRL	cmpl	cmpl	0,0,2,1,1,1,1,2,2,2,0,0,2,0,2,0,0,1,0,0,1,-1,-1,
795	NM_001110444	chr25	+	27617808	27637503	27624062	27637076	6	27617808,27621862,27623985,27631484,27632217,27636033,	27617981,27622306,27624071,27631611,27632310,27637503,	0	ZNF713	cmpl	cmpl	-1,-1,0,0,1,1,
99	NM_001024500	chr25	+	27653219	27657415	27653852	27657262	3	27653219,27653835,27656992,	27653325,27653975,27657415,	0	MRPS17	cmpl	cmpl	-1,0,0,
796	NM_001077011	chr25	+	27661821	27688707	27661896	27687631	10	27661821,27671415,27671637,27674522,27674951,27676120,27677397,27682191,27685993,27687566,	27661988,27671555,27671683,27674617,27675022,27676261,27677429,27682286,27686077,27688707,	0	NIPSNAP2	cmpl	cmpl	0,2,1,2,1,0,0,2,1,1,
1582	NM_001046332	chr2	-	130733637	130754607	130735058	130754551	5	130733637,130739802,130740132,130751901,130754446,	130735148,130740000,130740242,130751974,130754607,	0	CDC42	cmpl	cmpl	0,0,1,0,0,
983	NM_001046330	chr17	-	52210516	52228187	52211309	52228130	8	52210516,52212287,52214715,52217622,52218090,52221408,52222658,52228120,	52211520,52212478,52214775,52217710,52218310,52221565,52222780,52228187,	0	KMT5A	cmpl	cmpl	2,0,0,2,1,0,1,0,
796	NM_001046486	chr25	-	27749096	27757918	27749783	27755320	10	27749096,27750368,27750672,27750965,27751441,27751880,27753822,27754306,27755237,27757806,	27750029,27750494,27750826,27751056,27751605,27751946,27753877,27754485,27755327,27757918,	0	PHKG1	cmpl	cmpl	0,0,2,1,2,2,1,2,0,-1,
796	NM_001034746	chr25	-	27760602	27766328	27760901	27766268	4	27760602,27762125,27763187,27766218,	27760912,27762276,27763437,27766328,	0	CHCHD2	cmpl	cmpl	1,0,2,0,
919	NM_001045921	chr29	-	43886445	43887621	43886545	43887579	4	43886445,43886830,43887035,43887407,	43886572,43886950,43887214,43887621,	0	RNASEH2C	cmpl	cmpl	0,0,1,0,
99	NM_001083436	chr25	-	27906361	27918749	27906718	27918705	12	27906361,27908603,27910481,27912256,27914115,27914585,27914979,27915472,27915836,27916162,27916692,27918492,	27906888,27908739,27910658,27912341,27914262,27914764,27915132,27915660,27915979,27916344,27916878,27918749,	0	GUSB	cmpl	cmpl	1,0,0,2,2,0,0,1,2,0,0,0,
1301	NM_001035275	chr9	-	93938833	93940150	93938935	93940081	1	93938833,	93940150,	0	LDHAL6B	cmpl	cmpl	0,
681	NM_001080232	chr16	-	12596359	12623537	12597203	12622094	4	12596359,12598541,12622069,12623383,	12597389,12598708,12622140,12623537,	0	RGS13	cmpl	cmpl	0,1,0,-1,
1367	NM_001078153	chr8	-	102506035	102517195	102506275	102510833	4	102506035,102510752,102511331,102517035,	102506452,102510870,102511445,102517195,	0	CDC26	cmpl	cmpl	0,0,-1,-1,
99	NM_001077912	chr25	+	28081758	28188136	28113875	28185202	6	28081758,28113774,28160113,28182202,28185184,28187582,	28081927,28114720,28160312,28182253,28185231,28188136,	0	TPST1	cmpl	cmpl	-1,0,2,0,0,-1,
813	NM_001101199	chr5	-	29926243	29931719	29926735	29931624	4	29926243,29927583,29928052,29931264,	29926945,29927664,29928217,29931719,	0	AQP2	cmpl	cmpl	0,0,0,0,
951	NM_174441	chr19	+	48077621	48082211	48077667	48082163	12	48077621,48078225,48079838,48080123,48080385,48080519,48081036,48081248,48081542,48081721,48081920,48082109,	48077691,48078297,48079908,48080221,48080442,48080750,48081163,48081439,48081641,48081832,48082007,48082211,	0	PSMC5	cmpl	cmpl	0,0,0,1,0,0,0,1,0,0,0,0,
12	NM_001046081	chr25	+	28278393	28318200	28309309	28318019	8	28278393,28290884,28309291,28312443,28314331,28315481,28317010,28317998,	28278596,28291015,28309468,28312729,28314482,28315665,28317154,28318200,	0	TMEM248	cmpl	cmpl	-1,-1,0,0,1,2,0,0,
100	NM_001192753	chr25	+	28378786	28522200	28378951	28521706	16	28378786,28379775,28380681,28384650,28386653,28387855,28389214,28403930,28407625,28420541,28425828,28441034,28451995,28493430,28503131,28521484,	28378955,28379906,28380819,28384752,28386848,28388143,28389337,28404048,28407678,28420660,28425938,28441212,28452131,28493541,28503299,28522200,	0	TYW1	cmpl	cmpl	0,1,0,0,0,0,0,0,1,0,2,1,2,0,0,0,
100	NM_001206115	chr25	+	28636196	29090972	28636196	29090972	6	28636196,28730753,28848942,28913441,29073760,29090844,	28636319,28730874,28849086,28913554,29073917,29090972,	0	CALN1	cmpl	cmpl	0,0,1,1,0,1,
761	NM_001193248	chr26	-	23088514	23104847	23090213	23104768	11	23088514,23090497,23091169,23091326,23092020,23092812,23094349,23095271,23096074,23096981,23104720,	23090316,23090538,23091231,23091501,23092113,23093029,23094474,23095397,23096150,23097046,23104847,	0	ACTR1A	cmpl	cmpl	2,0,1,0,0,2,0,0,2,0,0,
75	NM_001193103	chr28	+	2098138	2284314	2098217	2281957	16	2098138,2194696,2212552,2239910,2240264,2240583,2248944,2250050,2253224,2254351,2258772,2271325,2271734,2273671,2277476,2281801,	2098343,2194790,2212706,2240009,2240332,2240649,2249066,2250138,2253312,2254455,2258899,2271418,2271818,2273798,2277596,2284314,	0	GALNT2	cmpl	cmpl	0,0,1,2,2,1,1,0,1,2,1,2,2,2,0,0,
1250	NR_031275	chrX	-	87203422	87203501	87203501	87203501	1	87203422,	87203501,	0	MIR2486	unk	unk	-1,
834	NM_001192346	chr25	-	32669752	32693531	32670445	32693496	11	32669752,32675122,32677549,32678528,32681541,32684014,32684851,32685371,32686394,32689245,32693172,	32670523,32675208,32677723,32678616,32681723,32684099,32684903,32685438,32686523,32689375,32693531,	0	RCC1L	cmpl	cmpl	0,1,1,0,1,0,2,1,1,0,0,
870	NM_001080356	chr16	-	37440401	37442731	37440439	37441560	3	37440401,37440759,37442636,	37440759,37441772,37442731,	0	METTL18	cmpl	cmpl	1,0,-1,
858	NM_001080349	chr12	+	35797719	35817784	35809835	35817168	5	35797719,35809828,35811537,35815962,35816998,	35797827,35809982,35811620,35816243,35817784,	0	EEF1AKMT1	cmpl	cmpl	-1,0,0,2,1,
1142	NM_173887	chr13	-	73028616	73052069	73028926	73052069	12	73028616,73029415,73030133,73031599,73031963,73032153,73033144,73034457,73035308,73038412,73041304,73052036,	73028940,73029518,73030263,73031664,73032065,73032225,73033272,73034573,73035452,73038535,73041366,73052069,	0	ADA	cmpl	cmpl	1,0,2,0,0,0,1,2,2,2,0,0,
588	NM_001354592	chr9	+	448437	458073	453247	456816	6	448437,452804,454550,454932,455901,456698,	448626,453352,454643,455063,455976,458073,	0	PTP4A1	cmpl	cmpl	-1,0,0,0,2,2,
836	NM_001191468	chr25	-	32905095	32984316	32905247	32984316	26	32905095,32906353,32909475,32912457,32915251,32938630,32939378,32941047,32942804,32943075,32946533,32947778,32948976,32953375,32954262,32954925,32955788,32956797,32963224,32968630,32970840,32971897,32972931,32975485,32978049,32984193,	32905316,32906493,32909513,32912650,32915329,32938659,32939562,32941131,32942906,32943125,32946717,32947844,32949024,32953465,32954343,32954963,32955897,32956823,32963408,32968714,32970930,32972208,32973115,32975641,32978191,32984316,	0	GTF2IRD1	cmpl	cmpl	0,1,2,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,0,0,
741	NR_031273	chrX	-	20467114	20467190	20467190	20467190	1	20467114,	20467190,	0	MIR2484	unk	unk	-1,
