Chr	bin	name	strand	Start	End	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames	ID	i.Start	i.End	Frequent	0	1	3	4	Type	Length	Check_gene
15	941	NM_001083401	+	46710949	46712571	46710986	46712349	2	46710949,46711950,	46711370,46712571,	0	CAVIN3	cmpl	cmpl	0,0,	CNVR_547	46651173	46975690	8			8		Gain	324518	Has_gene
15	941	NM_174262	-	46765405	46776249	46766293	46776143	5	46765405,46766956,46767411,46767812,46775992,	46766832,46767129,46767661,46768064,46776249,	0	CCKBR	cmpl	cmpl	1,2,1,1,0,	CNVR_547	46651173	46975690	8			8		Gain	324518	Has_gene
15	942	NM_001102491	+	46801511	46827699	46813918	46827538	12	46801511,46813727,46814185,46815176,46815529,46815822,46819810,46820097,46820694,46823944,46824282,46827173,	46801597,46814056,46814824,46815335,46815616,46815990,46819890,46820261,46821474,46824123,46824445,46827699,	0	FAM160A2	cmpl	cmpl	-1,0,0,0,0,0,0,2,1,1,0,1,	CNVR_547	46651173	46975690	8			8		Gain	324518	Has_gene
15	950	NM_001046461	-	47890403	47904646	47891105	47897157	8	47890403,47891940,47892253,47893801,47894919,47896029,47896740,47904537,	47891677,47891967,47892354,47893824,47895150,47896125,47897217,47904646,	0	TRIM34	cmpl	cmpl	1,1,2,0,0,0,0,-1,	CNVR_548	47873132	47968279	10			10		Gain	95148	Has_gene
15	950	NM_001205189	-	47918489	47937157	47918780	47928125	8	47918489,47919544,47919832,47922036,47926210,47927117,47927702,47937088,	47919343,47919571,47919933,47922059,47926441,47927213,47928192,47937157,	0	TRIM6	cmpl	cmpl	1,1,2,0,0,0,0,-1,	CNVR_548	47873132	47968279	10			10		Gain	95148	Has_gene
15	951	NM_001077089	+	48029403	48041727	48040234	48040804	4	48029403,48039074,48039585,48040209,	48029497,48039250,48039723,48041727,	0	MGC137098	cmpl	cmpl	-1,-1,-1,0,	CNVR_549	48022950	48173151	2		1	1		Mixed	150202	Has_gene
15	951	NM_001038583	+	48059197	48061840	48059568	48061378	3	48059197,48059531,48061349,	48059257,48061348,48061840,	0	UBQLN3	cmpl	cmpl	-1,0,1,	CNVR_549	48022950	48173151	2		1	1		Mixed	150202	Has_gene
15	965	NM_001206686	-	49885811	49886747	49885811	49886747	1	49885811,	49886747,	0	LOC788703	cmpl	cmpl	0,	CNVR_550	49736162	49915271	1			1		Gain	179110	Has_gene
15	969	NM_001205571	+	50412941	50427041	50416051	50425280	7	50412941,50415995,50418675,50423115,50423824,50424427,50424729,	50413006,50416477,50418771,50423376,50423847,50424528,50427041,	0	TRIM68	cmpl	cmpl	-1,0,0,0,0,2,1,	CNVR_551	50409037	50444721	2			2		Gain	35685	Has_gene
15	984	NM_001192379	-	52302298	52329988	52302476	52325395	7	52302298,52302969,52304795,52305552,52306266,52325188,52329889,	52302722,52303022,52304913,52305656,52306414,52325499,52329988,	0	STARD10	cmpl	cmpl	0,1,0,1,0,0,-1,	CNVR_552	52290626	52421203	1		1			Loss	130578	Has_gene
15	984	NM_001192280	+	52351637	52367164	52351650	52367164	18	52351637,52353659,52354321,52359978,52360318,52360682,52361117,52362253,52362838,52363292,52364112,52364432,52364612,52365060,52366156,52366513,52366672,52367076,	52351768,52353759,52354412,52360052,52360570,52360748,52361231,52362316,52362947,52363398,52364183,52364504,52364733,52365166,52366306,52366561,52366774,52367164,	0	ATG16L2	cmpl	cmpl	0,1,2,0,2,2,2,2,2,0,1,0,0,1,2,2,2,2,	CNVR_552	52290626	52421203	1		1			Loss	130578	Has_gene
15																CNVR_553	53963778	54005235	1		1			Loss	41458	Non_gene
15																CNVR_554	56546863	56736391	2		2			Loss	189529	Non_gene
15	1025	NM_001015541	+	57703871	57707596	57704273	57704909	1	57703871,	57707596,	0	FIBIN	cmpl	cmpl	0,	CNVR_555	57620485	57733709	1		1			Loss	113225	Has_gene
15																CNVR_556	62630856	62647758	1			1		Gain	16903	Non_gene
15	133	NM_001035312	+	63298857	63316295	63298945	63316225	11	63298857,63301412,63302282,63302672,63302896,63308844,63309870,63310531,63314053,63315369,63316104,	63298987,63301545,63302421,63302796,63302991,63308928,63309970,63310613,63314197,63315430,63316295,	0	EIF3M	cmpl	cmpl	0,0,1,2,0,2,2,0,1,1,2,	CNVR_557	63110430	63348400	2		2			Loss	237971	Has_gene
15	1068	NM_001192547	-	63316294	63432268	63316709	63432268	17	63316294,63321673,63324683,63327253,63342889,63348122,63358519,63360065,63361060,63376934,63377252,63389155,63402623,63403526,63405439,63418036,63432130,	63316922,63321807,63326186,63327431,63343024,63348236,63358621,63360125,63361189,63377014,63377388,63389194,63402698,63403562,63405511,63418108,63432268,	0	CCDC73	cmpl	cmpl	0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,	CNVR_557	63110430	63348400	2		2			Loss	237971	Has_gene
15																CNVR_558	69070978	69141472	1			1		Gain	70495	Non_gene
15																CNVR_559	70232713	71502150	22		12	7	3	Mixed	1269438	Non_gene
15																CNVR_560	74461397	74518742	1		1			Loss	57346	Non_gene
15																CNVR_561	80033854	80069939	1		1			Loss	36086	Non_gene
15	1198	NM_001102524	-	80445006	80448574	80447177	80448380	1	80445006,	80448574,	0	APLNR	cmpl	cmpl	0,	CNVR_562	80329011	80842722	60	2	30	28		Mixed	513712	Has_gene
15	1199	NR_162417	-	80503036	80503090	80503090	80503090	1	80503036,	80503090,	0	MIR12046	unk	unk	-1,	CNVR_562	80329011	80842722	60	2	30	28		Mixed	513712	Has_gene
15	1199	NM_001101041	-	80527400	80537443	80527823	80536892	17	80527400,80528144,80529025,80529279,80529874,80531829,80531976,80532506,80533523,80533948,80534172,80534398,80534715,80535182,80536223,80536838,80537392,	80527895,80528331,80529114,80529450,80530004,80531875,80532115,80532579,80533745,80534077,80534276,80534629,80534906,80535288,80536409,80536961,80537443,	0	SSRP1	cmpl	cmpl	0,2,0,0,2,1,0,2,2,2,0,0,1,0,0,0,-1,	CNVR_562	80329011	80842722	60	2	30	28		Mixed	513712	Has_gene
15	1199	NM_001098471	-	80580662	80584707	80580767	80584230	6	80580662,80581586,80582827,80583440,80584169,80584673,	80580826,80581698,80582959,80583733,80584306,80584707,	0	PRG3	cmpl	cmpl	1,0,0,1,0,-1,	CNVR_562	80329011	80842722	60	2	30	28		Mixed	513712	Has_gene
15	1199	NM_001083788	-	80597059	80601056	80597163	80600583	5	80597059,80597976,80599185,80599797,80600522,	80597222,80598088,80599317,80600090,80601056,	0	LOC781990	cmpl	cmpl	1,0,0,1,0,	CNVR_562	80329011	80842722	60	2	30	28		Mixed	513712	Has_gene
15	1200	NM_001038126	-	80673386	80692457	80674259	80691580	13	80673386,80674851,80675896,80680938,80681278,80682482,80684049,80684859,80685173,80688309,80690829,80691396,80692431,	80674361,80674975,80676083,80681058,80681446,80682580,80684189,80684952,80685250,80688356,80690959,80691776,80692457,	0	SLC43A3	cmpl	cmpl	0,2,1,1,1,2,0,0,1,2,1,0,-1,	CNVR_562	80329011	80842722	60	2	30	28		Mixed	513712	Has_gene
15	1201	NM_001206598	-	80743588	80773253	80744125	80772510	15	80743588,80745828,80748525,80749032,80750198,80750708,80750831,80752974,80754488,80756658,80760052,80760292,80760459,80772356,80773190,	80744272,80745952,80748599,80749174,80750316,80750744,80750978,80753150,80754622,80756751,80760129,80760348,80760637,80772523,80773253,	0	SLC43A1	cmpl	cmpl	0,2,0,2,1,1,1,2,0,0,1,2,1,0,-1,	CNVR_562	80329011	80842722	60	2	30	28		Mixed	513712	Has_gene
15	1201	NM_001046132	-	80788218	80790815	80788444	80790259	3	80788218,80790188,80790784,	80788646,80790305,80790815,	0	TIMM10	cmpl	cmpl	2,0,-1,	CNVR_562	80329011	80842722	60	2	30	28		Mixed	513712	Has_gene
15	1201	NM_001098917	-	80816067	80829369	80816598	80829330	4	80816067,80819855,80823140,80829303,	80816750,80820042,80823236,80829369,	0	UBE2L6	cmpl	cmpl	1,0,0,0,	CNVR_562	80329011	80842722	60	2	30	28		Mixed	513712	Has_gene
15	150	NM_001192402	+	80967283	81012627	80991779	81010291	20	80967283,80990409,80991707,80993886,80994689,80995246,80998917,81000533,81001507,81002010,81002964,81003924,81004154,81005034,81005576,81006190,81008604,81009336,81009865,81010209,	80967529,80990526,80991974,80993958,80994842,80995782,80999381,81000717,81001625,81002164,81003033,81004052,81004305,81005227,81005691,81006278,81008667,81009440,81009948,81012627,	0	CTNND1	cmpl	cmpl	-1,-1,0,0,0,0,2,1,2,0,1,1,0,1,2,0,1,1,0,2,	CNVR_563	80991339	81054357	2			2		Gain	63019	Has_gene
16	602	NM_001046169	+	2255640	2292887	2275594	2292594	11	2255640,2275567,2277087,2279634,2280748,2284386,2285121,2287385,2289276,2290063,2292021,	2255692,2275672,2277162,2279768,2280804,2284454,2285221,2287546,2289426,2290144,2292887,	0	MDM4	cmpl	cmpl	-1,0,0,0,2,1,0,1,0,0,0,	CNVR_564	2282576	2321416	1			1		Gain	38841	Has_gene
16																CNVR_565	2610719	2688203	1		1			Loss	77485	Non_gene
16	75	NM_001083402	-	2866449	2905597	2867359	2905569	14	2866449,2874047,2875652,2876253,2877525,2878574,2878741,2878982,2880196,2881435,2882813,2889141,2890126,2905550,	2867388,2874239,2875882,2876323,2877643,2878646,2878895,2879102,2880306,2881598,2882954,2889314,2890152,2905597,	0	RBBP5	cmpl	cmpl	1,1,2,1,0,0,2,2,0,2,2,0,1,0,	CNVR_566	2889173	2916008	1			1		Gain	26836	Has_gene
16	78	NM_001105027	-	6028270	6067687	6028484	6067612	7	6028270,6029116,6039074,6044114,6060193,6060793,6067554,	6028681,6029299,6039248,6044324,6060370,6060982,6067687,	0	LOC790886	cmpl	cmpl	1,1,1,1,1,1,0,	CNVR_567	5584314	6125517	17	1	14	2		Mixed	541204	Has_gene
16																CNVR_568	6452389	6557355	1		1			Loss	104967	Non_gene
16																CNVR_569	8304329	8457522	7		2	5		Mixed	153194	Non_gene
16																CNVR_570	9237728	11121398	5		3	1	1	Mixed	1883671	Non_gene
16	87	NM_001102140	+	15145295	15631139	15166536	15630781	8	15145295,15166486,15387150,15405319,15459213,15467769,15541253,15629664,	15145732,15166772,15387341,15405510,15459319,15468006,15541476,15631139,	0	BRINP3	cmpl	cmpl	-1,0,2,1,0,1,1,2,	CNVR_571	14500474	16270589	21		9	11	1	Mixed	1770116	Has_gene
16																CNVR_572	16648083	17348537	18		11	6	1	Mixed	700455	Non_gene
16																CNVR_573	17605798	18740387	2			2		Gain	1134590	Non_gene
16	98	NM_001103086	+	27080006	27138329	27080139	27137384	21	27080006,27085491,27111276,27112373,27113607,27115116,27116796,27118088,27118868,27120784,27122695,27123893,27125929,27126886,27128401,27131401,27132417,27132969,27135179,27135555,27137360,	27080376,27085561,27111395,27112507,27113776,27115200,27116882,27118163,27119029,27120954,27122707,27124105,27125966,27126952,27128459,27131466,27132486,27133048,27135296,27135614,27138329,	0	CAPN2	cmpl	cmpl	0,0,1,0,2,0,0,2,2,1,0,0,2,0,0,1,0,0,1,1,0,	CNVR_574	27091029	27164390	1		1			Loss	73362	Has_gene
16																CNVR_575	28229247	28270797	1		1			Loss	41551	Non_gene
16	100	NM_001034629	+	28833629	28870961	28852820	28870661	9	28833629,28852815,28855336,28861704,28862435,28863088,28865711,28869728,28870459,	28833693,28853003,28855517,28861932,28862565,28863294,28865820,28869845,28870961,	0	EPHX1	cmpl	cmpl	-1,0,0,1,1,2,1,2,2,	CNVR_576	28812833	28949332	3		2	1		Mixed	136500	Has_gene
16	805	NM_001102162	-	28871490	28902208	28872272	28902159	22	28871490,28873869,28874287,28875108,28876602,28877627,28878744,28879296,28879524,28882326,28883869,28885533,28885760,28886127,28888764,28889792,28890306,28891314,28896357,28897361,28899512,28901973,	28872437,28873932,28874403,28875276,28876708,28877790,28878807,28879383,28879631,28882480,28884007,28885667,28885884,28886208,28888835,28889901,28890358,28891457,28896395,28897425,28899592,28902208,	0	TMEM63A	cmpl	cmpl	0,0,1,1,0,2,2,2,0,2,2,0,2,2,0,2,1,2,0,2,0,0,	CNVR_576	28812833	28949332	3		2	1		Mixed	136500	Has_gene
16	805	NM_001206043	-	28910504	28913354	28910504	28913354	4	28910504,28911167,28911607,28913104,	28910868,28911410,28911854,28913354,	0	LEFTY2	cmpl	cmpl	2,2,1,0,	CNVR_576	28812833	28949332	3		2	1		Mixed	136500	Has_gene
16	805	NM_001075181	-	28945411	28949375	28945931	28949283	7	28945411,28946663,28947013,28947310,28947626,28948865,28949216,	28946097,28946827,28947106,28947532,28947806,28948936,28949375,	0	PYCR2	cmpl	cmpl	2,0,0,0,0,1,0,	CNVR_576	28812833	28949332	3		2	1		Mixed	136500	Has_gene
16	12	NM_001076406	+	30839338	31578960	30839370	31578649	11	30839338,31007252,31028821,31030459,31032239,31411732,31413546,31468648,31473032,31557757,31578547,	30839534,31007316,31028929,31030517,31032376,31411800,31413649,31468736,31473207,31557866,31578960,	0	SMYD3	cmpl	cmpl	0,2,0,0,1,0,2,0,1,2,0,	CNVR_577	30962706	31255320	1		1			Loss	292615	Has_gene
16	1	NM_001191309	+	33368078	33633753	33368119	33633458	13	33368078,33496285,33526283,33531993,33543638,33551738,33552261,33576449,33583687,33594225,33601596,33626375,33633372,	33368165,33496411,33526395,33532138,33543770,33551804,33552330,33576572,33583816,33594440,33601684,33626478,33633753,	0	AKT3	cmpl	cmpl	0,1,1,2,0,0,0,0,0,0,2,0,1,	CNVR_578	33515802	33613674	1		1			Loss	97873	Has_gene
16																CNVR_579	34094009	34325659	3		3			Loss	231651	Non_gene
16	971	NM_001077833	-	50600057	50699544	50600356	50699433	18	50600057,50600636,50602521,50602960,50603832,50605040,50605314,50606819,50614319,50617354,50618561,50619966,50620625,50626497,50693565,50694030,50695037,50699356,	50600444,50600752,50602611,50603040,50603952,50605128,50605450,50606906,50614417,50617543,50618614,50620048,50620757,50626583,50693616,50694120,50695159,50699544,	0	PRKCZ	cmpl	cmpl	2,0,0,1,1,0,2,2,0,0,1,0,0,1,1,1,2,0,	CNVR_580	50670749	50877651	2		2			Loss	206903	Has_gene
16	121	NM_001081715	-	50714852	50725488	50715259	50725345	9	50714852,50715911,50716324,50717099,50717928,50719069,50719375,50719747,50725280,	50715544,50716135,50716480,50717237,50718011,50719290,50719443,50719860,50725488,	0	GABRD	cmpl	cmpl	0,1,1,1,2,0,1,2,0,	CNVR_580	50670749	50877651	2		2			Loss	206903	Has_gene
16	973	NM_175777	+	50856299	50933401	50911500	50931523	11	50856299,50911454,50915455,50917028,50920990,50922122,50928191,50929614,50930529,50931416,50931751,	50856512,50911557,50915494,50917135,50921054,50922285,50928258,50929816,50930746,50931532,50933401,	0	GNB1	cmpl	cmpl	-1,0,0,0,2,0,1,2,0,1,-1,	CNVR_580	50670749	50877651	2		2			Loss	206903	Has_gene
16																CNVR_581	52510377	52714811	2			2		Gain	204435	Non_gene
16																CNVR_582	57829170	57855149	1			1		Gain	25980	Non_gene
16	131	NM_001099184	-	61055337	61090296	61056030	61063016	5	61055337,61057592,61060545,61062982,61090177,	61056791,61057697,61061055,61063126,61090296,	0	TOR1AIP2	cmpl	cmpl	1,1,1,0,-1,	CNVR_583	61020819	61064265	1		1			Loss	43447	Has_gene
16	16	NM_001192883	+	61819202	62021659	61819202	62021433	15	61819202,61849781,61953462,61963562,61965848,61966272,61968708,61976523,61976923,61982281,61983864,62010000,62013491,62018216,62021372,	61819271,61849833,61953564,61963786,61965998,61966356,61968790,61976714,61977103,61982453,61984059,62010167,62013631,62018438,62021659,	0	XPR1	cmpl	cmpl	0,0,1,1,0,0,0,1,0,0,1,1,0,2,2,	CNVR_584	61995348	62220133	18			18		Gain	224786	Has_gene
16	132	NM_001082431	-	62101080	62148223	62102617	62148032	8	62101080,62106757,62111006,62112336,62115593,62128431,62130367,62147997,	62102694,62106852,62111113,62112462,62115656,62128526,62130537,62148223,	0	STX6	cmpl	cmpl	1,2,0,0,0,1,2,0,	CNVR_584	61995348	62220133	18			18		Gain	224786	Has_gene
16	1059	NM_001190298	+	62161433	62179518	62161439	62179504	6	62161433,62172566,62173485,62174787,62175669,62179463,	62161494,62172827,62173761,62175063,62175771,62179518,	0	MR1	cmpl	cmpl	0,1,1,1,1,1,	CNVR_584	61995348	62220133	18			18		Gain	224786	Has_gene
16																CNVR_585	63687923	63721883	1			1		Gain	33961	Non_gene
16	138	NM_174686	-	68370667	68507554	68372977	68507368	8	68370667,68372942,68421854,68437485,68439755,68468795,68503601,68507367,	68370731,68373295,68421994,68437672,68439916,68468913,68503912,68507554,	0	KCNK2	cmpl	cmpl	-1,0,1,0,1,0,1,0,	CNVR_586	68451825	68557811	1		1			Loss	105987	Has_gene
16																CNVR_587	70882322	70906202	1			1		Gain	23881	Non_gene
16																CNVR_588	71349209	71431541	1			1		Gain	82333	Non_gene
16																CNVR_589	78498476	78553509	1		1			Loss	55034	Non_gene
16																CNVR_590	81614686	81688070	2		1	1		Mixed	73385	Non_gene
17	595	NR_107735	+	1365820	1365889	1365889	1365889	1	1365820,	1365889,	0	MIR2285J-1	unk	unk	-1,	CNVR_591	1105468	1834224	3		2	1		Mixed	728757	Has_gene
17	74	NM_001193114	+	1510258	1846107	1510258	1846107	21	1510258,1681243,1685771,1687349,1688018,1701606,1708738,1713867,1725228,1770169,1774017,1775327,1786738,1788805,1790893,1794116,1801975,1804917,1830153,1844565,1845972,	1510427,1681354,1685852,1687502,1688136,1701785,1708844,1713992,1725344,1770272,1774134,1775473,1786934,1788931,1791054,1794297,1802101,1805045,1830367,1844816,1846107,	0	TLL1	cmpl	cmpl	0,1,1,1,1,2,1,2,1,0,1,1,0,1,1,0,1,1,0,1,0,	CNVR_591	1105468	1834224	3		2	1		Mixed	728757	Has_gene
17																CNVR_592	6780652	6811273	1			1		Gain	30622	Non_gene
17																CNVR_593	8815216	8940106	3		2	1		Mixed	124891	Non_gene
17																CNVR_594	20563789	21864722	8		6	2		Mixed	1300934	Non_gene
17	776	NM_001191151	-	25049870	25070425	25049942	25070359	5	25049870,25056990,25065396,25066053,25067731,	25049983,25057296,25065503,25066112,25070425,	0	PCDH10	cmpl	cmpl	1,1,2,0,0,	CNVR_595	22127045	25405683	55		24	28	3	Mixed	3278639	Has_gene
17																CNVR_596	25745000	26326930	4		3	1		Mixed	581931	Non_gene
17																CNVR_597	26519589	26916730	4		1	2	1	Mixed	397142	Non_gene
17																CNVR_598	27097698	27452276	15		12	2	1	Mixed	354579	Non_gene
17																CNVR_599	31095739	32401962	9		3	6		Mixed	1306224	Non_gene
17	851	NM_001100375	-	34936423	34948891	34936496	34938623	3	34936423,34940626,34948783,	34938639,34940689,34948891,	0	BBS12	cmpl	cmpl	0,-1,-1,	CNVR_600	34933710	35050237	1		1			Loss	116528	Has_gene
17	851	NM_001038039	+	34949126	34953268	34949241	34952842	5	34949126,34950427,34951711,34952430,34952752,	34949244,34950568,34951840,34952568,34953268,	0	CETN4	cmpl	cmpl	0,0,0,0,0,	CNVR_600	34933710	35050237	1		1			Loss	116528	Has_gene
17	13	NM_001206863	+	36318695	37189264	36318695	37189201	15	36318695,36426345,36572919,36730305,36751780,36882312,36973990,37025546,37030626,37071123,37081877,37106815,37124759,37129043,37188498,	36318821,36426379,36573168,36730502,36751901,36882479,36974111,37025708,37030761,37071150,37081996,37106965,37124867,37129168,37189264,	0	FSTL5	cmpl	cmpl	0,0,1,1,0,1,0,1,1,1,1,0,0,0,2,	CNVR_601	36850779	36997737	2			2		Gain	146959	Has_gene
17																CNVR_602	37841968	37933239	1		1			Loss	91272	Non_gene
17																CNVR_603	38067615	38751396	3			3		Gain	683782	Non_gene
17																CNVR_604	39437952	39505279	1		1			Loss	67328	Non_gene
17	111	NM_001077088	+	39983281	40116759	39983400	40116638	5	39983281,40034278,40056986,40100283,40116590,	39983464,40034511,40057045,40100473,40116759,	0	C17H4orf45	cmpl	cmpl	0,1,0,2,0,	CNVR_605	40071626	40111977	2		1	1		Mixed	40352	Has_gene
17																CNVR_606	42422307	42685587	4		4			Loss	263281	Non_gene
17	125	NM_001192597	+	54818686	55096432	54818686	55093672	22	54818686,54991948,54995660,55035441,55055662,55058857,55061406,55062360,55064179,55067980,55073437,55073729,55074493,55074635,55075793,55077402,55082034,55083593,55085912,55087433,55089028,55092879,	54818749,54992059,54995708,55035520,55055797,55058981,55061483,55062427,55064228,55068085,55073629,55073788,55074542,55074735,55076468,55077504,55082819,55083753,55086185,55087622,55089302,55096432,	0	CUX2	cmpl	cmpl	0,0,0,0,1,1,2,1,2,0,0,0,2,0,1,1,1,0,1,1,1,2,	CNVR_607	54777597	54945167	3			3		Gain	167571	Has_gene
17	1005	NM_001193067	+	55151092	55175813	55151092	55175263	7	55151092,55173807,55173990,55174166,55174363,55174669,55174967,	55151878,55173909,55174082,55174264,55174578,55174841,55175813,	0	SH2B3	cmpl	cmpl	0,0,0,2,1,0,1,	CNVR_608	55118382	55314133	6		6			Loss	195752	Has_gene
17																CNVR_609	59344670	59449631	6			5	1	Gain	104962	Non_gene
17																CNVR_610	73247490	73409224	4			4		Gain	161735	Non_gene
17																CNVR_611	73819853	73868185	1		1			Loss	48333	Non_gene
17																CNVR_612	74497615	75132928	5		2	3		Mixed	635314	Non_gene
18	9	NM_001078092	+	5240565	6171219	5240602	6170333	9	5240565,5246922,5248395,5250937,5295479,5471527,5500671,5506539,6170144,	5240709,5246987,5248453,5251116,5295586,5471616,5500857,5506804,6171219,	0	WWOX	cmpl	cmpl	0,2,1,2,1,0,2,2,0,	CNVR_613	5593975	5684886	1		1			Loss	90912	Has_gene
18	80	NM_001205413	+	7721647	7736768	7721647	7734826	4	7721647,7730969,7731817,7733013,	7721977,7731095,7732017,7736768,	0	ATMIN	cmpl	cmpl	0,0,0,2,	CNVR_614	7725422	7792744	1		1			Loss	67323	Has_gene
18	644	NM_174844	-	7759572	7771600	7760091	7771562	5	7759572,7760937,7766608,7767932,7771414,	7760189,7761069,7766672,7768012,7771600,	0	GCSH	cmpl	cmpl	1,1,0,1,0,	CNVR_614	7725422	7792744	1		1			Loss	67323	Has_gene
18	670	NM_001077134	-	11191533	11203373	11191720	11203245	9	11191533,11192322,11194160,11197197,11197310,11198524,11198739,11201157,11203225,	11191834,11192424,11194274,11197305,11197313,11198626,11198808,11201392,11203373,	0	FAM92B	cmpl	cmpl	0,0,0,0,0,0,0,2,0,	CNVR_615	11200241	11685716	1		1			Loss	485476	Has_gene
18																CNVR_616	12418878	12519571	1			1		Gain	100694	Non_gene
18	686	NM_001192409	-	13345872	13368386	13345980	13368318	7	13345872,13348935,13352964,13353156,13356200,13365710,13368161,	13346124,13349091,13353027,13353252,13356319,13365908,13368386,	0	CA5A	cmpl	cmpl	0,0,0,0,1,1,0,	CNVR_617	13346768	13478168	1			1		Gain	131401	Has_gene
18	687	NM_001075620	+	13381519	13450242	13399390	13449673	13	13381519,13399321,13403035,13405418,13416654,13418001,13425336,13429851,13433210,13434815,13436733,13448250,13449601,	13381540,13399460,13403127,13405618,13416771,13418177,13425576,13430019,13433341,13434878,13436772,13448394,13450242,	0	BANP	cmpl	cmpl	-1,0,1,0,2,2,1,1,1,0,0,0,0,	CNVR_617	13346768	13478168	1			1		Gain	131401	Has_gene
18																CNVR_618	13811610	13857900	1		1			Loss	46291	Non_gene
18																CNVR_619	14351076	14401871	1		1			Loss	50796	Non_gene
18	695	NM_001102022	+	14463316	14484612	14463337	14484432	17	14463316,14466186,14468284,14468755,14470193,14471263,14472752,14473117,14473501,14477660,14478293,14478980,14480358,14481462,14482151,14482834,14484273,	14463520,14466289,14468374,14468997,14470333,14471366,14472878,14473280,14473675,14477785,14478396,14479091,14480474,14481619,14482318,14482912,14484612,	0	SPG7	cmpl	cmpl	0,0,1,1,0,2,0,0,1,1,0,1,1,0,1,0,0,	CNVR_620	14443875	14675288	2			2		Gain	231414	Has_gene
18	695	NM_001015543	+	14490265	14492655	14490485	14492410	6	14490265,14490468,14490688,14491030,14491674,14492251,	14490293,14490589,14490830,14491204,14491731,14492655,	0	RPL13	cmpl	cmpl	-1,0,2,0,0,0,	CNVR_620	14443875	14675288	2			2		Gain	231414	Has_gene
18	695	NM_001192413	+	14500570	14512703	14500618	14512280	15	14500570,14502704,14504216,14504490,14504930,14505453,14505823,14506188,14506664,14507302,14507783,14508246,14508363,14511426,14512169,	14500792,14502887,14504291,14504565,14505014,14505543,14505922,14506275,14506724,14507436,14507838,14508298,14508497,14511663,14512703,	0	CPNE7	cmpl	cmpl	0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,	CNVR_620	14443875	14675288	2			2		Gain	231414	Has_gene
18	695	NM_001034472	+	14535944	14541878	14535988	14541742	10	14535944,14539684,14540031,14540253,14540531,14540738,14541000,14541161,14541352,14541574,	14536092,14539817,14540164,14540404,14540601,14540915,14541085,14541237,14541488,14541878,	0	DPEP1	cmpl	cmpl	0,2,0,1,2,0,0,1,2,0,	CNVR_620	14443875	14675288	2			2		Gain	231414	Has_gene
18	696	NM_001191260	-	14550490	14557240	14551468	14557112	7	14550490,14551640,14552088,14552479,14553194,14554813,14557105,	14551490,14551828,14552217,14552626,14553272,14554833,14557240,	0	CHMP1A	cmpl	cmpl	2,0,0,0,0,1,0,	CNVR_620	14443875	14675288	2			2		Gain	231414	Has_gene
18	696	NM_001038577	+	14568449	14575593	14568488	14575084	13	14568449,14570671,14571361,14572074,14572318,14572507,14573003,14573204,14573821,14574227,14574422,14574735,14574977,	14568569,14570744,14571433,14572177,14572400,14572575,14573056,14573274,14573881,14574351,14574562,14574788,14575593,	0	CDK10	cmpl	cmpl	0,0,1,1,2,0,2,1,2,2,0,2,1,	CNVR_620	14443875	14675288	2			2		Gain	231414	Has_gene
18	696	NM_001076502	-	14575593	14579238	14576037	14578966	3	14575593,14578663,14579175,	14576964,14578967,14579238,	0	SPATA2L	cmpl	cmpl	0,0,-1,	CNVR_620	14443875	14675288	2			2		Gain	231414	Has_gene
18	696	NM_001206603	-	14606880	14644928	14607447	14644928	43	14606880,14607708,14607907,14608196,14608623,14609021,14609856,14610588,14611320,14611545,14612282,14612827,14613859,14616452,14617845,14618357,14619370,14620454,14620719,14621140,14621489,14622603,14623840,14626989,14627127,14627714,14628561,14628698,14629580,14631352,14631538,14632255,14633259,14634524,14634977,14635302,14636389,14640442,14641964,14642165,14643641,14644090,14644849,	14607555,14607801,14608061,14608272,14608726,14609084,14609995,14610701,14611425,14611602,14612388,14612991,14613944,14616581,14617919,14618534,14619464,14620642,14620816,14621211,14621626,14622717,14623917,14627039,14627188,14627803,14628621,14628794,14629691,14631486,14631647,14632332,14633372,14634591,14635011,14635385,14636502,14640516,14642060,14642308,14643735,14644200,14644928,	0	FANCA	cmpl	cmpl	0,0,2,1,0,0,2,0,0,0,2,0,2,2,0,0,2,0,2,0,1,1,2,0,2,0,0,0,0,1,0,1,2,1,0,1,2,0,0,1,0,1,0,	CNVR_620	14443875	14675288	2			2		Gain	231414	Has_gene
18	696	NM_001205387	+	14652351	14679143	14652404	14678688	15	14652351,14659558,14663595,14666888,14667069,14667717,14667915,14668131,14668969,14669662,14672467,14672691,14677420,14678139,14678465,	14652675,14659599,14663955,14666969,14667234,14667804,14668048,14668301,14669159,14669784,14672602,14672759,14677448,14678255,14679143,	0	SPIRE2	cmpl	cmpl	0,1,0,0,0,0,0,1,0,1,0,0,2,0,2,	CNVR_620	14443875	14675288	2			2		Gain	231414	Has_gene
