window_id	number_roh	Chr	Start_win	End_win	prop_roh
Win_112	28	2	6.2e+07	6.4e+07	0.071
Win_123	28	2	8.4e+07	8.6e+07	0.071
Win_135	28	2	1.08e+08	1.1e+08	0.071
Win_140	28	2	1.18e+08	1.2e+08	0.071
Win_142	28	2	1.22e+08	1.24e+08	0.071
Win_26	28	1	5e+07	5.2e+07	0.071
Win_269	28	4	1.14e+08	1.16e+08	0.071
Win_27	28	1	5.2e+07	5.4e+07	0.071
Win_3	28	1	4e+06	6e+06	0.071
Win_332	28	5	1.18e+08	1.2e+08	0.071
Win_399	28	7	6e+06	8e+06	0.071
Win_469	28	8	3.2e+07	3.4e+07	0.071
Win_547	28	9	7.4e+07	7.6e+07	0.071
Win_561	28	9	1.02e+08	1.04e+08	0.071
Win_562	28	9	1.04e+08	1.06e+08	0.071
Win_686	28	12	3.2e+07	3.4e+07	0.071
Win_716	28	13	0	2e+06	0.071
Win_775	28	14	3.2e+07	3.4e+07	0.071
Win_803	28	15	2e+06	4e+06	0.071
Win_843	28	15	8.2e+07	8.4e+07	0.071
Win_891	28	17	1e+07	1.2e+07	0.071
Win_936	28	18	2.4e+07	2.6e+07	0.071
Win_1011	27	20	4.2e+07	4.4e+07	0.068
Win_1012	27	20	4.4e+07	4.6e+07	0.068
Win_1025	27	20	7e+07	7.2e+07	0.068
Win_1099	27	23	1.2e+07	1.4e+07	0.068
Win_110	27	2	5.8e+07	6e+07	0.068
Win_1110	27	23	3.4e+07	3.6e+07	0.068
Win_1134	27	24	2.8e+07	3e+07	0.068
Win_1166	27	25	2.8e+07	3e+07	0.068
Win_1167	27	25	3e+07	3.2e+07	0.068
Win_1174	27	26	0	2e+06	0.068
Win_1198	27	26	4.8e+07	5e+07	0.068
Win_1209	27	27	1.8e+07	2e+07	0.068
Win_1214	27	27	2.8e+07	3e+07	0.068
Win_1230	27	28	1.4e+07	1.6e+07	0.068
Win_1246	27	28	4.6e+07	4.8e+07	0.068
Win_125	27	2	8.8e+07	9e+07	0.068
Win_130	27	2	9.8e+07	1e+08	0.068
Win_138	27	2	1.14e+08	1.16e+08	0.068
Win_153	27	3	6e+06	8e+06	0.068
Win_158	27	3	1.6e+07	1.8e+07	0.068
Win_249	27	4	7.4e+07	7.6e+07	0.068
Win_256	27	4	8.8e+07	9e+07	0.068
Win_428	27	7	6.4e+07	6.6e+07	0.068
Win_454	27	8	2e+06	4e+06	0.068
Win_586	27	10	4.6e+07	4.8e+07	0.068
Win_597	27	10	6.8e+07	7e+07	0.068
Win_64	27	1	1.26e+08	1.28e+08	0.068
Win_683	27	12	2.6e+07	2.8e+07	0.068
Win_719	27	13	6e+06	8e+06	0.068
Win_72	27	1	1.42e+08	1.44e+08	0.068
Win_723	27	13	1.4e+07	1.6e+07	0.068
Win_757	27	13	8.2e+07	8.4e+07	0.068
Win_801	27	14	8.4e+07	8.6e+07	0.068
Win_805	27	15	6e+06	8e+06	0.068
Win_826	27	15	4.8e+07	5e+07	0.068
Win_955	27	18	6.2e+07	6.4e+07	0.068
Win_960	27	19	6e+06	8e+06	0.068
Win_1013	26	20	4.6e+07	4.8e+07	0.065
Win_1101	26	23	1.6e+07	1.8e+07	0.065
Win_111	26	2	6e+07	6.2e+07	0.065
Win_1173	26	25	4.2e+07	4.4e+07	0.065
Win_132	26	2	1.02e+08	1.04e+08	0.065
Win_15	26	1	2.8e+07	3e+07	0.065
Win_168	26	3	3.6e+07	3.8e+07	0.065
Win_174	26	3	4.8e+07	5e+07	0.065
Win_448	26	7	1.04e+08	1.06e+08	0.065
Win_479	26	8	5.2e+07	5.4e+07	0.065
Win_549	26	9	7.8e+07	8e+07	0.065
Win_62	26	1	1.22e+08	1.24e+08	0.065
Win_70	26	1	1.38e+08	1.4e+08	0.065
Win_71	26	1	1.4e+08	1.42e+08	0.065
Win_759	26	14	0	2e+06	0.065
Win_881	26	16	7.2e+07	7.4e+07	0.065
Win_885	26	16	8e+07	8.2e+07	0.065
Win_994	26	20	8e+06	1e+07	0.065
Win_1096	25	23	6e+06	8e+06	0.063
Win_1168	25	25	3.2e+07	3.4e+07	0.063
Win_1199	25	26	5e+07	5.2e+07	0.063
Win_126	25	2	9e+07	9.2e+07	0.063
Win_131	25	2	1e+08	1.02e+08	0.063
Win_141	25	2	1.2e+08	1.22e+08	0.063
Win_160	25	3	2e+07	2.2e+07	0.063
Win_163	25	3	2.6e+07	2.8e+07	0.063
Win_167	25	3	3.4e+07	3.6e+07	0.063
Win_263	25	4	1.02e+08	1.04e+08	0.063
Win_268	25	4	1.12e+08	1.14e+08	0.063
Win_408	25	7	2.4e+07	2.6e+07	0.063
Win_426	25	7	6e+07	6.2e+07	0.063
Win_56	25	1	1.1e+08	1.12e+08	0.063
Win_588	25	10	5e+07	5.2e+07	0.063
Win_603	25	10	8e+07	8.2e+07	0.063
Win_63	25	1	1.24e+08	1.26e+08	0.063
Win_685	25	12	3e+07	3.2e+07	0.063
Win_721	25	13	1e+07	1.2e+07	0.063
Win_766	25	14	1.4e+07	1.6e+07	0.063
Win_833	25	15	6.2e+07	6.4e+07	0.063
Win_837	25	15	7e+07	7.2e+07	0.063
Win_848	25	16	6e+06	8e+06	0.063
Win_882	25	16	7.4e+07	7.6e+07	0.063
Win_989	25	19	6.4e+07	6.6e+07	0.063
Win_991	25	20	2e+06	4e+06	0.063
Win_133	24	2	1.04e+08	1.06e+08	0.06
Win_157	24	3	1.4e+07	1.6e+07	0.06
Win_164	24	3	2.8e+07	3e+07	0.06
Win_165	24	3	3e+07	3.2e+07	0.06
Win_173	24	3	4.6e+07	4.8e+07	0.06
Win_210	24	3	1.2e+08	1.22e+08	0.06
Win_425	24	7	5.8e+07	6e+07	0.06
Win_548	24	9	7.6e+07	7.8e+07	0.06
Win_55	24	1	1.08e+08	1.1e+08	0.06
Win_574	24	10	2.2e+07	2.4e+07	0.06
Win_60	24	1	1.18e+08	1.2e+08	0.06
Win_605	24	10	8.4e+07	8.6e+07	0.06
Win_704	24	12	6.8e+07	7e+07	0.06
Win_774	24	14	3e+07	3.2e+07	0.06
Win_806	24	15	8e+06	1e+07	0.06
Win_830	24	15	5.6e+07	5.8e+07	0.06
Win_842	24	15	8e+07	8.2e+07	0.06
Win_105	23	2	4.8e+07	5e+07	0.058
Win_1102	23	23	1.8e+07	2e+07	0.058
Win_1114	23	23	4.2e+07	4.4e+07	0.058
Win_1272	23	29	5e+07	5.2e+07	0.058
Win_145	23	2	1.28e+08	1.3e+08	0.058
Win_401	23	7	1e+07	1.2e+07	0.058
Win_53	23	1	1.04e+08	1.06e+08	0.058
Win_573	23	10	2e+07	2.2e+07	0.058
Win_575	23	10	2.4e+07	2.6e+07	0.058
Win_596	23	10	6.6e+07	6.8e+07	0.058
Win_61	23	1	1.2e+08	1.22e+08	0.058
Win_612	23	10	9.8e+07	1e+08	0.058
Win_720	23	13	8e+06	1e+07	0.058
Win_767	23	14	1.6e+07	1.8e+07	0.058
Win_773	23	14	2.8e+07	3e+07	0.058
Win_1118	22	23	5e+07	5.2e+07	0.055
Win_129	22	2	9.6e+07	9.8e+07	0.055
Win_264	22	4	1.04e+08	1.06e+08	0.055
Win_271	22	4	1.18e+08	1.2e+08	0.055
Win_400	22	7	8e+06	1e+07	0.055
Win_424	22	7	5.6e+07	5.8e+07	0.055
Win_545	22	9	7e+07	7.2e+07	0.055
Win_546	22	9	7.2e+07	7.4e+07	0.055
Win_604	22	10	8.2e+07	8.4e+07	0.055
Win_765	22	14	1.2e+07	1.4e+07	0.055
Win_836	22	15	6.8e+07	7e+07	0.055
Win_946	22	18	4.4e+07	4.6e+07	0.055
Win_956	22	18	6.4e+07	6.6e+07	0.055
Win_139	21	2	1.16e+08	1.18e+08	0.053
Win_155	21	3	1e+07	1.2e+07	0.053
Win_156	21	3	1.2e+07	1.4e+07	0.053
Win_159	21	3	1.8e+07	2e+07	0.053
Win_333	21	5	1.2e+08	1.22e+08	0.053
Win_452	21	7	1.12e+08	1.14e+08	0.053
Win_544	21	9	6.8e+07	7e+07	0.053
Win_589	21	10	5.2e+07	5.4e+07	0.053
Win_591	21	10	5.6e+07	5.8e+07	0.053
Win_73	21	1	1.44e+08	1.46e+08	0.053
Win_74	21	1	1.46e+08	1.48e+08	0.053
Win_771	21	14	2.4e+07	2.6e+07	0.053
Win_772	21	14	2.6e+07	2.8e+07	0.053
Win_844	21	15	8.4e+07	8.6e+07	0.053
Win_996	21	20	1.2e+07	1.4e+07	0.053
Win_134	20	2	1.06e+08	1.08e+08	0.05
Win_593	20	10	6e+07	6.2e+07	0.05
Win_595	20	10	6.4e+07	6.6e+07	0.05
Win_598	20	10	7e+07	7.2e+07	0.05
Win_599	20	10	7.2e+07	7.4e+07	0.05
Win_705	20	12	7e+07	7.2e+07	0.05
Win_758	20	13	8.4e+07	8.6e+07	0.05
Win_1119	19	23	5.2e+07	5.4e+07	0.048
Win_552	19	9	8.4e+07	8.6e+07	0.048
Win_553	19	9	8.6e+07	8.8e+07	0.048
Win_58	19	1	1.14e+08	1.16e+08	0.048
Win_1103	18	23	2e+07	2.2e+07	0.045
Win_154	18	3	8e+06	1e+07	0.045
Win_555	18	9	9e+07	9.2e+07	0.045
Win_590	18	10	5.4e+07	5.6e+07	0.045
Win_592	18	10	5.8e+07	6e+07	0.045
Win_594	18	10	6.2e+07	6.4e+07	0.045
Win_602	18	10	7.8e+07	8e+07	0.045
Win_707	18	12	7.4e+07	7.6e+07	0.045
Win_722	18	13	1.2e+07	1.4e+07	0.045
Win_770	18	14	2.2e+07	2.4e+07	0.045
Win_554	17	9	8.8e+07	9e+07	0.043
Win_59	17	1	1.16e+08	1.18e+08	0.043
Win_600	17	10	7.4e+07	7.6e+07	0.043
Win_706	17	12	7.2e+07	7.4e+07	0.043
Win_802	17	15	0	2e+06	0.043
Win_606	16	10	8.6e+07	8.8e+07	0.04
Win_768	16	14	1.8e+07	2e+07	0.04
Win_832	16	15	6e+07	6.2e+07	0.04
Win_272	15	4	1.2e+08	1.22e+08	0.038
Win_334	14	5	1.22e+08	1.24e+08	0.035
Win_335	14	5	1.24e+08	1.26e+08	0.035
Win_769	13	14	2e+07	2.2e+07	0.033
Win_1104	12	23	2.2e+07	2.4e+07	0.03
Win_211	12	3	1.22e+08	1.24e+08	0.03
Win_57	12	1	1.12e+08	1.14e+08	0.03
Win_601	12	10	7.6e+07	7.8e+07	0.03
