Chr	bin	name	strand	Start	End	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames	CNVR_ID	i.Start	i.End	Frequent	0	1	3	4	Type	Length	Check_gene
17	1148	NM_001046575	+	73799587	73847910	73800952	73847849	8	73799587,73800907,73802692,73805359,73827429,73845976,73846423,73847610,	73799608,73801151,73802795,73805478,73827546,73846202,73846560,73847910,	0	RSPH14	cmpl	cmpl	-1,0,1,2,1,1,2,1,	CNVR_611	73819853	73868185	1		1			Loss	48333	Has-gene
17	1153	NM_001205773	+	74506170	74520231	74506210	74519770	6	74506170,74511381,74511821,74514173,74517347,74519404,	74506437,74511547,74512540,74514366,74517581,74520231,	0	KLHL22	cmpl	cmpl	0,2,0,2,0,0,	CNVR_612	74497615	75132928	5		2	3		Mixed	635314	Has-gene
17	1153	NM_001206752	-	74559800	74564762	74560554	74564508	5	74559800,74562696,74563041,74563891,74564465,	74562128,74562792,74563168,74563947,74564762,	0	ZNF74	cmpl	cmpl	1,1,0,1,0,	CNVR_612	74497615	75132928	5		2	3		Mixed	635314	Has-gene
17	1154	NM_001077036	-	74581118	74598155	74581118	74598155	10	74581118,74581126,74582156,74582828,74585852,74586473,74586945,74587995,74589759,74598029,	74581126,74581221,74582393,74582981,74586056,74586650,74587022,74588215,74589885,74598155,	0	DGCR2	incmpl	incmpl	1,1,1,1,1,1,2,1,1,1,	CNVR_612	74497615	75132928	5		2	3		Mixed	635314	Has-gene
17	1154	NM_001083710	+	74607592	74609032	74607734	74608838	1	74607592,	74609032,	0	TSSK1B	cmpl	cmpl	0,	CNVR_612	74497615	75132928	5		2	3		Mixed	635314	Has-gene
17	1154	NM_001100357	-	74613478	74620081	74614675	74620066	10	74613478,74615309,74616092,74616926,74617565,74617930,74618139,74618652,74618838,74619931,	74614955,74615425,74616202,74617029,74617699,74618048,74618309,74618754,74619007,74620081,	0	ESS2	cmpl	cmpl	2,0,1,0,1,0,1,1,0,0,	CNVR_612	74497615	75132928	5		2	3		Mixed	635314	Has-gene
17	1154	NM_174656	-	74633531	74635647	74633743	74635647	8	74633531,74634060,74634216,74634423,74634669,74635131,74635362,74635536,	74633858,74634134,74634332,74634528,74634754,74635270,74635462,74635647,	0	SLC25A1	cmpl	incmpl	2,0,1,1,0,2,1,1,	CNVR_612	74497615	75132928	5		2	3		Mixed	635314	Has-gene
17	1155	NM_001040531	-	74711449	74715833	74711563	74715822	3	74711449,74715522,74715798,	74711686,74715690,74715833,	0	C17H22orf39	cmpl	cmpl	0,0,0,	CNVR_612	74497615	75132928	5		2	3		Mixed	635314	Has-gene
17	1155	NM_001075300	-	74717682	74730989	74721627	74730955	11	74717682,74720397,74721003,74721877,74722642,74724345,74725483,74726379,74728199,74728594,74730952,	74717801,74720479,74721693,74721943,74722711,74724418,74725614,74726501,74728232,74728727,74730989,	0	UFD1	cmpl	cmpl	-1,-1,0,0,0,2,0,1,1,0,0,	CNVR_612	74497615	75132928	5		2	3		Mixed	635314	Has-gene
17	1155	NM_001024490	+	74732074	74747037	74732109	74745846	20	74732074,74732272,74733647,74735110,74736050,74736893,74737382,74738169,74738671,74738933,74739297,74739563,74740235,74743368,74743578,74743981,74744399,74745456,74745781,74746901,	74732160,74732332,74733740,74735248,74736197,74736949,74737431,74738231,74738722,74739053,74739429,74739662,74740394,74743507,74743662,74744100,74744476,74745606,74745847,74747037,	0	CDC45	cmpl	cmpl	0,0,0,0,0,0,2,0,2,2,2,2,2,2,0,0,2,1,1,-1,	CNVR_612	74497615	75132928	5		2	3		Mixed	635314	Has-gene
17	1155	NM_001076460	-	74749249	74750524	74749775	74750432	1	74749249,	74750524,	0	CLDN5	cmpl	cmpl	0,	CNVR_612	74497615	75132928	5		2	3		Mixed	635314	Has-gene
17	1155	NM_001076371	+	74807362	74811262	74807362	74810352	10	74807362,74807556,74807828,74808027,74808261,74808467,74809231,74809412,74809670,74810295,	74807462,74807643,74807952,74808162,74808379,74808569,74809328,74809548,74809773,74811262,	0	SEPTIN5	incmpl	cmpl	0,1,1,2,2,0,0,1,2,0,	CNVR_612	74497615	75132928	5		2	3		Mixed	635314	Has-gene
17	1156	NM_001192340	-	74852180	74880572	74852396	74863018	7	74852180,74856085,74858631,74860730,74862387,74862908,74880403,	74852606,74856303,74858730,74860893,74862513,74863026,74880572,	0	GNB1L	cmpl	cmpl	0,0,0,2,2,0,-1,	CNVR_612	74497615	75132928	5		2	3		Mixed	635314	Has-gene
17	1156	NM_174626	-	74887063	74912977	74888127	74912977	16	74887063,74888076,74888930,74890187,74890501,74891659,74897988,74899299,74899992,74906838,74907786,74908245,74908948,74909391,74909651,74912907,	74887226,74888257,74889006,74890282,74890597,74891796,74898163,74899391,74900012,74906909,74907849,74908324,74909023,74909533,74909708,74912977,	0	TXNRD2	cmpl	incmpl	-1,2,1,0,0,1,0,1,2,0,0,2,2,1,1,0,	CNVR_612	74497615	75132928	5		2	3		Mixed	635314	Has-gene
17	1156	NM_001102317	+	74924017	74929409	74924019	74924312	2	74924017,74927760,	74924312,74929409,	0	COMT	cmpl	incmpl	0,-1,	CNVR_612	74497615	75132928	5		2	3		Mixed	635314	Has-gene
17	1156	NM_001105380	-	74929359	74938608	74929967	74938608	15	74929359,74930717,74931132,74931447,74931632,74931973,74932262,74932567,74933556,74934999,74935412,74936062,74936609,74937813,74938446,	74929994,74930803,74931186,74931538,74931744,74932172,74932413,74932695,74933628,74935171,74935530,74936246,74937109,74938340,74938608,	0	ARVCF	cmpl	incmpl	0,1,1,0,2,1,0,1,1,0,2,1,2,0,0,	CNVR_612	74497615	75132928	5		2	3		Mixed	635314	Has-gene
17	1156	NR_031178	+	74967065	74967144	74967144	74967144	1	74967065,	74967144,	0	MIR185	unk	unk	-1,	CNVR_612	74497615	75132928	5		2	3		Mixed	635314	Has-gene
17	144	NM_001035328	+	74969198	74976402	74969235	74976402	5	74969198,74972202,74975253,74975723,74976330,	74969291,74972291,74975373,74975838,74976402,	0	TANGO2	cmpl	incmpl	0,2,1,1,2,	CNVR_612	74497615	75132928	5		2	3		Mixed	635314	Has-gene
17	1157	NM_001035328	-	74981685	74983351	74982363	74983351	3	74981685,74982797,74983194,	74982484,74982902,74983351,	0	TANGO2	cmpl	incmpl	2,2,1,	CNVR_612	74497615	75132928	5		2	3		Mixed	635314	Has-gene
17	1157	NM_001101204	+	74987853	75002266	74987860	75001205	13	74987853,74989001,74990603,74990907,74992107,74992399,74993017,74993996,74998860,74999100,74999956,75000823,75001121,	74988580,74989161,74990746,74991151,74992305,74992501,74993116,74994079,74998961,74999207,75000084,75000937,75002266,	0	DGCR8	cmpl	cmpl	0,0,1,0,1,1,1,1,0,2,1,0,0,	CNVR_612	74497615	75132928	5		2	3		Mixed	635314	Has-gene
17	1157	NR_030888	+	74987968	74988026	74988026	74988026	1	74987968,	74988026,	0	MIR1306	unk	unk	-1,	CNVR_612	74497615	75132928	5		2	3		Mixed	635314	Has-gene
17	1157	NM_001034586	+	75007339	75009962	75007429	75009962	3	75007339,75008386,75009804,	75007444,75008523,75009962,	0	RANBP1	cmpl	incmpl	0,0,2,	CNVR_612	74497615	75132928	5		2	3		Mixed	635314	Has-gene
17	1157	NM_001034586	-	75037054	75038117	75037181	75038117	3	75037054,75037624,75037988,	75037297,75037690,75038117,	0	RANBP1	cmpl	incmpl	1,1,1,	CNVR_612	74497615	75132928	5		2	3		Mixed	635314	Has-gene
18	78	NM_001078092	+	5283871	6197660	5283908	6196774	9	5283871,5291115,5292588,5295130,5339671,5516312,5545454,5551322,6196585,	5284015,5291180,5292646,5295309,5339778,5516401,5545640,5551587,6197660,	0	WWOX	cmpl	cmpl	0,2,1,2,1,0,2,2,0,	CNVR_613	5593975	5684886	1		1			Loss	90912	Has-gene
18	627	NR_162227	+	5619309	5619389	5619389	5619389	1	5619309,	5619389,	0	MIR2285AL	unk	unk	-1,	CNVR_613	5593975	5684886	1		1			Loss	90912	Has-gene
18	80	NM_001113175	-	7719671	7733832	7719961	7726865	4	7719671,7722590,7726784,7733702,	7720048,7722662,7726897,7733832,	0	CMC2	cmpl	cmpl	0,0,0,-1,	CNVR_614	7725422	7792744	1		1			Loss	67323	Has-gene
18	644	NM_001038099	+	7734174	7753461	7736369	7752919	11	7734174,7736359,7737833,7740404,7740727,7745263,7746688,7748802,7750369,7752481,7752836,	7734330,7736540,7737879,7740464,7740804,7745440,7746790,7748866,7750482,7752608,7753461,	0	CENPN	cmpl	cmpl	-1,0,0,1,1,0,0,0,1,0,1,	CNVR_614	7725422	7792744	1		1			Loss	67323	Has-gene
18	644	NM_001205413	+	7755290	7770411	7755290	7768469	4	7755290,7764612,7765460,7766656,	7755620,7764738,7765660,7770411,	0	ATMIN	cmpl	cmpl	0,0,0,2,	CNVR_614	7725422	7792744	1		1			Loss	67323	Has-gene
18	670	NM_001077134	-	11196383	11208223	11196570	11208095	9	11196383,11197172,11199010,11202047,11202160,11203374,11203589,11206007,11208075,	11196684,11197274,11199124,11202155,11202163,11203476,11203658,11206242,11208223,	0	CIBAR2	cmpl	cmpl	0,0,0,0,0,0,0,2,0,	CNVR_615	11200241	11685716	1		1			Loss	485476	Has-gene
18	679	NM_001193072	+	12422845	12425239	12422845	12424354	2	12422845,12424760,	12424724,12425239,	0	FOXC2	cmpl	cmpl	0,-1,	CNVR_616	12418878	12519571	1			1		Gain	100694	Has-gene
18	85	NM_174613	-	13341369	13370494	13343784	13370413	10	13341369,13344894,13346638,13347296,13347761,13348268,13348754,13349175,13357419,13369881,	13343840,13345072,13346788,13347393,13347865,13348392,13348799,13349281,13357545,13370494,	0	SLC7A5	cmpl	cmpl	1,0,0,2,0,2,2,1,1,0,	CNVR_617	13346768	13478168	1			1		Gain	131401	Has-gene
18	687	NM_001192409	-	13389719	13412237	13389827	13412169	7	13389719,13392782,13396811,13397003,13400051,13409561,13412012,	13389971,13392938,13396874,13397099,13400170,13409759,13412237,	0	CA5A	cmpl	cmpl	0,0,0,0,1,1,0,	CNVR_617	13346768	13478168	1			1		Gain	131401	Has-gene
18	687	NM_001075620	+	13425370	13493935	13443241	13493366	12	13425370,13443172,13446886,13449269,13460505,13461852,13469187,13473702,13477204,13478809,13480727,13493291,	13425391,13443311,13446978,13449469,13460622,13462028,13469427,13473870,13477335,13478872,13480768,13493935,	0	BANP	cmpl	cmpl	-1,0,1,0,2,2,1,1,1,0,0,0,	CNVR_617	13346768	13478168	1			1		Gain	131401	Has-gene
18																CNVR_618	13811610	13857900	1		1			Loss	46291	Without-gene
18																CNVR_619	14351076	14401871	1		1			Loss	50796	Without-gene
18	695	NM_001102022	+	14506213	14527510	14506234	14527330	17	14506213,14509083,14511181,14511652,14513090,14514160,14515649,14516014,14516398,14520558,14521191,14521878,14523256,14524360,14525049,14525732,14527171,	14506417,14509186,14511271,14511894,14513230,14514263,14515775,14516177,14516572,14520683,14521294,14521989,14523372,14524517,14525216,14525810,14527510,	0	SPG7	cmpl	cmpl	0,0,1,1,0,2,0,0,1,1,0,1,1,0,1,0,0,	CNVR_620	14443875	14675288	2			2		Gain	231414	Has-gene
18	695	NM_001015543	+	14533163	14535553	14533383	14535308	6	14533163,14533366,14533586,14533928,14534572,14535149,	14533191,14533487,14533728,14534102,14534629,14535553,	0	RPL13	cmpl	cmpl	-1,0,2,0,0,0,	CNVR_620	14443875	14675288	2			2		Gain	231414	Has-gene
18	86	NM_001192413	+	14543394	14555530	14543442	14555107	15	14543394,14545529,14547041,14547315,14547755,14548278,14548650,14549015,14549491,14550129,14550610,14551073,14551190,14554253,14554996,	14543616,14545712,14547116,14547390,14547839,14548368,14548749,14549102,14549551,14550263,14550665,14551125,14551324,14554490,14555530,	0	CPNE7	cmpl	cmpl	0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,	CNVR_620	14443875	14675288	2			2		Gain	231414	Has-gene
18	696	NM_001034472	+	14578305	14584239	14578349	14584103	10	14578305,14582045,14582392,14582614,14582892,14583099,14583361,14583522,14583713,14583935,	14578453,14582178,14582525,14582765,14582962,14583276,14583446,14583598,14583849,14584239,	0	DPEP1	cmpl	cmpl	0,2,0,1,2,0,0,1,2,0,	CNVR_620	14443875	14675288	2			2		Gain	231414	Has-gene
18	696	NM_001191260	-	14592768	14599518	14593746	14599390	7	14592768,14593918,14594366,14594757,14595472,14597091,14599383,	14593768,14594106,14594495,14594904,14595550,14597111,14599518,	0	CHMP1A	cmpl	cmpl	2,0,0,0,0,1,0,	CNVR_620	14443875	14675288	2			2		Gain	231414	Has-gene
18	696	NM_001038577	+	14610727	14617871	14610766	14617362	13	14610727,14612949,14613639,14614352,14614596,14614785,14615281,14615482,14616099,14616505,14616700,14617013,14617255,	14610847,14613022,14613711,14614455,14614678,14614853,14615334,14615552,14616159,14616629,14616840,14617066,14617871,	0	CDK10	cmpl	cmpl	0,0,1,1,2,0,2,1,2,2,0,2,1,	CNVR_620	14443875	14675288	2			2		Gain	231414	Has-gene
18	696	NM_001076502	-	14617871	14621516	14618315	14621244	3	14617871,14620941,14621453,	14619242,14621245,14621516,	0	SPATA2L	cmpl	cmpl	0,0,-1,	CNVR_620	14443875	14675288	2			2		Gain	231414	Has-gene
18	10	NM_001206603	-	14649158	14686976	14649725	14686976	43	14649158,14649986,14650185,14650474,14650901,14651299,14652134,14652866,14653598,14653823,14654560,14655105,14656137,14658730,14660123,14660635,14661648,14662732,14662997,14663418,14663767,14664881,14666118,14669267,14669405,14669992,14670839,14670976,14671858,14673630,14673816,14674304,14675308,14676572,14677025,14677350,14678437,14682490,14684012,14684213,14685689,14686138,14686897,	14649833,14650079,14650339,14650550,14651004,14651362,14652273,14652979,14653703,14653880,14654666,14655269,14656222,14658859,14660197,14660812,14661742,14662920,14663094,14663489,14663904,14664995,14666195,14669317,14669466,14670081,14670899,14671072,14671969,14673764,14673925,14674381,14675421,14676639,14677059,14677433,14678550,14682564,14684108,14684356,14685783,14686248,14686976,	0	FANCA	cmpl	cmpl	0,0,2,1,0,0,2,0,0,0,2,0,2,2,0,0,2,0,2,0,1,1,2,0,2,0,0,0,0,1,0,1,2,1,0,1,2,0,0,1,0,1,0,	CNVR_620	14443875	14675288	2			2		Gain	231414	Has-gene
18	10	NM_001038532	-	15625547	15928962	15626740	15928947	18	15625547,15630213,15634923,15635570,15677552,15684544,15702670,15705354,15769423,15773452,15838875,15850974,15898803,15919144,15920413,15921888,15926647,15928739,	15626800,15630331,15635006,15635695,15677631,15684588,15702779,15705505,15769596,15773547,15838957,15851036,15898898,15919219,15920471,15922034,15926720,15928962,	0	ITFG1	cmpl	cmpl	0,2,0,1,0,1,0,2,0,1,0,1,2,2,1,2,1,0,	CNVR_621	15775541	15883183	1			1		Gain	107643	Has-gene
18	713	NM_001193193	-	16836723	16841714	16837813	16841235	2	16836723,16841144,	16838664,16841714,	0	SIAH1	cmpl	cmpl	1,0,	CNVR_622	16836655	16869103	1		1			Loss	32449	Has-gene
18	97	NM_181019	-	25894716	25963412	25894771	25961071	35	25894716,25894952,25897929,25905266,25905976,25909026,25909204,25911783,25912727,25918209,25919162,25919637,25919982,25921042,25922579,25923819,25926058,25929729,25938620,25939321,25939340,25945943,25947206,25953250,25954472,25955542,25956057,25956338,25957907,25958352,25958502,25959419,25959801,25960921,25963378,	25894949,25895158,25898146,25905413,25906095,25909110,25909302,25911943,25912869,25918332,25919227,25919724,25920033,25921251,25922735,25923977,25926166,25929892,25938657,25939340,25939577,25946294,25947375,25953287,25954548,25955702,25956097,25956414,25957944,25958398,25958623,25959492,25959859,25961079,25963412,	0	CNGB1	cmpl	cmpl	2,0,2,2,0,0,1,0,2,2,0,0,0,1,1,2,2,1,0,2,2,2,1,0,2,1,0,2,1,0,2,1,0,0,-1,	CNVR_623	25906797	26085825	1		1			Loss	179029	Has-gene
18	97	NM_001135640	-	25931702	25963429	25933023	25961071	18	25931702,25938620,25939321,25939340,25945943,25947206,25953250,25954472,25955542,25956057,25956338,25957907,25958352,25958502,25959419,25959801,25960921,25963378,	25933082,25938657,25939340,25939577,25946294,25947375,25953287,25954548,25955702,25956097,25956414,25957944,25958398,25958623,25959492,25959859,25961079,25963429,	0	CNGB1	cmpl	cmpl	1,0,2,2,2,1,0,2,1,0,2,1,0,2,1,0,0,-1,	CNVR_623	25906797	26085825	1		1			Loss	179029	Has-gene
18	97	NM_001135641	-	25951293	25963429	25951293	25961071	13	25951293,25953250,25954472,25955542,25956057,25956338,25957907,25958352,25958502,25959419,25959801,25960921,25963378,	25951319,25953287,25954548,25955702,25956097,25956414,25957944,25958398,25958623,25959492,25959859,25961079,25963429,	0	CNGB1	cmpl	cmpl	1,0,2,1,0,2,1,0,2,1,0,0,-1,	CNVR_623	25906797	26085825	1		1			Loss	179029	Has-gene
18	783	NM_001302673	+	25970365	25977551	25971253	25977419	8	25970365,25971217,25974520,25974804,25975389,25975673,25976089,25977388,	25970472,25971476,25974582,25974979,25975451,25975738,25976122,25977551,	0	TEPP	cmpl	cmpl	-1,0,1,0,1,0,2,2,	CNVR_623	25906797	26085825	1		1			Loss	179029	Has-gene
18	783	NM_001075477	+	25989855	26005158	25989909	26004152	7	25989855,25991383,25993556,25999113,26001556,26002903,26004047,	25990007,25991550,25993740,25999167,26001662,26002987,26005158,	0	USB1	cmpl	cmpl	0,2,1,2,2,0,0,	CNVR_623	25906797	26085825	1		1			Loss	179029	Has-gene
18	783	NM_001191434	+	26021949	26043124	26022014	26041618	10	26021949,26033909,26034721,26036146,26036798,26037844,26038699,26039787,26040050,26041160,	26022176,26034058,26034850,26036454,26036960,26038098,26038838,26039938,26040166,26043124,	0	MMP15	cmpl	cmpl	0,0,2,2,1,1,0,1,2,1,	CNVR_623	25906797	26085825	1		1			Loss	179029	Has-gene
18	97	NM_001003905	-	26077403	26090658	26077823	26090425	6	26077403,26078325,26079031,26079838,26080642,26090341,	26077829,26078436,26079220,26079950,26080722,26090658,	0	CFAP20	cmpl	cmpl	0,0,0,2,0,0,	CNVR_623	25906797	26085825	1		1			Loss	179029	Has-gene
18																CNVR_624	27235807	27320411	3		3			Loss	84605	Without-gene
18																CNVR_625	27529633	27649787	3		3			Loss	120155	Without-gene
18																CNVR_626	27927184	28308045	2			2		Gain	380862	Without-gene
18																CNVR_627	48200818	48217729	2		2			Loss	16912	Without-gene
18	982	NM_001193129	-	52148049	52155244	52152025	52155244	2	52148049,52154714,	52153364,52155244,	0	IRGQ	cmpl	cmpl	2,0,	CNVR_628	52087186	52191136	2			2		Gain	103951	Has-gene
18	982	NM_001076433	+	52156626	52159134	52156722	52158841	2	52156626,52158413,	52156807,52159134,	0	ZNF576	cmpl	cmpl	0,1,	CNVR_628	52087186	52191136	2			2		Gain	103951	Has-gene
18	122	NM_001192364	-	52165403	52174453	52165403	52171069	3	52165403,52170993,52174386,	52165912,52171218,52174453,	0	ZNF428	cmpl	cmpl	1,0,-1,	CNVR_628	52087186	52191136	2			2		Gain	103951	Has-gene
18																CNVR_629	54956039	54987510	1		1			Loss	31472	Without-gene
18	1008	NM_001024562	+	55482511	55486850	55483837	55486737	5	55482511,55483760,55484130,55485305,55486567,	55482788,55483915,55484233,55485446,55486850,	0	EMP3	cmpl	cmpl	-1,0,0,1,1,	CNVR_630	55442888	55807264	1		1			Loss	364377	Has-gene
18	1008	NM_001037447	-	55488509	55509670	55489334	55509284	8	55488509,55490190,55496392,55497611,55499267,55507226,55509065,55509651,	55489591,55490380,55496672,55497739,55499462,55507331,55509306,55509670,	0	TMEM143	cmpl	cmpl	1,0,2,0,0,0,0,-1,	CNVR_630	55442888	55807264	1		1			Loss	364377	Has-gene
18	1008	NM_001046436	+	55510094	55520157	55511283	55520098	5	55510094,55511178,55517648,55519469,55519864,	55510175,55511376,55517886,55519609,55520157,	0	SYNGR4	cmpl	cmpl	-1,0,0,1,0,	CNVR_630	55442888	55807264	1		1			Loss	364377	Has-gene
18	1008	NM_001076495	-	55523302	55534438	55525399	55534293	6	55523302,55524952,55526460,55532993,55533458,55534202,	55523547,55525434,55526713,55533152,55533559,55534438,	0	KDELR1	cmpl	cmpl	-1,1,0,0,1,0,	CNVR_630	55442888	55807264	1		1			Loss	364377	Has-gene
18	15	NM_001076239	+	55573213	55579279	55573217	55578598	7	55573213,55573606,55573874,55576156,55576459,55576769,55578280,	55573404,55573724,55574037,55576370,55576602,55576967,55579279,	0	GRWD1	cmpl	cmpl	0,1,2,0,1,0,0,	CNVR_630	55442888	55807264	1		1			Loss	364377	Has-gene
18	1009	NM_001206021	+	55584938	55588222	55584938	55588222	2	55584938,55587625,	55585646,55588222,	0	KCNJ14	cmpl	cmpl	0,0,	CNVR_630	55442888	55807264	1		1			Loss	364377	Has-gene
18	1009	NM_001077094	+	55592323	55601292	55592489	55601178	12	55592323,55593343,55593589,55594682,55596060,55596618,55596850,55597566,55600459,55600673,55600844,55601090,	55592508,55593491,55593656,55594801,55596141,55596731,55596999,55597678,55600569,55600745,55600999,55601292,	0	CYTH2	cmpl	cmpl	0,1,2,0,2,2,1,0,1,0,0,2,	CNVR_630	55442888	55807264	1		1			Loss	364377	Has-gene
18	1009	NM_001081726	+	55660424	55696084	55660471	55696084	8	55660424,55680101,55686918,55689705,55690083,55693851,55695946,55696055,	55660542,55680241,55687127,55689832,55690102,55694035,55696055,55696084,	0	SULT2B1	cmpl	incmpl	0,2,1,0,1,0,1,0,	CNVR_630	55442888	55807264	1		1			Loss	364377	Has-gene
18	1009	NM_001077023	+	55701400	55702271	55701487	55701868	1	55701400,	55702271,	0	SPACA4	cmpl	cmpl	0,	CNVR_630	55442888	55807264	1		1			Loss	364377	Has-gene
18	1010	NM_001015556	-	55710190	55713956	55710232	55713933	7	55710190,55710731,55710933,55711525,55712149,55712617,55713930,	55710308,55710801,55711057,55711624,55712257,55712704,55713956,	0	RPL18	cmpl	cmpl	2,1,0,0,0,0,0,	CNVR_630	55442888	55807264	1		1			Loss	364377	Has-gene
18	1010	NM_001037445	-	55722334	55729578	55722596	55729093	4	55722334,55725976,55727687,55728954,	55722812,55726188,55728098,55729578,	0	DBP	cmpl	cmpl	0,1,1,0,	CNVR_630	55442888	55807264	1		1			Loss	364377	Has-gene
18	1010	NM_175717	-	55730116	55736497	55730209	55736143	9	55730116,55731033,55731466,55732130,55732349,55733021,55735006,55735914,55736076,	55730235,55731199,55731511,55732203,55732445,55733207,55735149,55735989,55736497,	0	CA11	cmpl	cmpl	1,0,0,0,0,0,1,1,0,	CNVR_630	55442888	55807264	1		1			Loss	364377	Has-gene
18	1010	NM_001206872	-	55745675	55751080	55745932	55751080	6	55745675,55747914,55748198,55748665,55748985,55750449,	55746297,55747995,55748252,55748815,55749174,55751080,	0	NTN5	cmpl	cmpl	1,1,1,1,1,0,	CNVR_630	55442888	55807264	1		1			Loss	364377	Has-gene
18	1010	NM_001130745	+	55753308	55764157	55753334	55763725	2	55753308,55762700,	55753416,55764157,	0	SEC1	cmpl	cmpl	0,1,	CNVR_630	55442888	55807264	1		1			Loss	364377	Has-gene
18	1010	NM_177500	+	55786903	55787938	55786903	55787938	1	55786903,	55787938,	0	FUT2	cmpl	cmpl	0,	CNVR_630	55442888	55807264	1		1			Loss	364377	Has-gene
18	1010	NM_001195011	-	55803983	55809104	55804816	55809104	9	55803983,55805272,55805405,55805892,55806257,55806682,55807045,55807836,55809046,	55805100,55805327,55805609,55806087,55806360,55806867,55807215,55807875,55809104,	0	MAMSTR	cmpl	cmpl	1,0,0,0,2,0,1,1,0,	CNVR_630	55442888	55807264	1		1			Loss	364377	Has-gene
18	1016	NM_001029845	-	56517724	56523302	56517789	56522291	8	56517724,56518623,56519634,56520119,56521126,56521280,56522126,56523083,	56517957,56518739,56520015,56520303,56521194,56521452,56522299,56523302,	0	IRF3	cmpl	cmpl	0,1,1,0,1,0,0,-1,	CNVR_631	56521734	56592023	2			2		Gain	70290	Has-gene
18	1016	NM_001101148	+	56523438	56530501	56524215	56530388	7	56523438,56524207,56524534,56526641,56526814,56528189,56530337,	56523525,56524322,56524677,56526728,56526906,56528468,56530501,	0	BCL2L12	cmpl	cmpl	-1,0,2,1,1,0,0,	CNVR_631	56521734	56592023	2			2		Gain	70290	Has-gene
18	1016	NM_001015624	+	56534832	56545053	56534862	56544837	10	56534832,56537746,56538595,56538893,56540705,56541600,56541780,56542528,56542980,56544753,	56534898,56537848,56538751,56538957,56540848,56541688,56541896,56542679,56543102,56545053,	0	PRMT1	cmpl	cmpl	0,0,0,0,1,0,1,0,1,0,	CNVR_631	56521734	56592023	2			2		Gain	70290	Has-gene
18	1016	NM_001046609	-	56571570	56587477	56571665	56587419	11	56571570,56571874,56573051,56574116,56575717,56576360,56577213,56577605,56577895,56586743,56587249,	56571743,56572042,56573187,56574290,56575912,56576647,56577297,56577689,56577991,56586969,56587477,	0	TSKS	cmpl	cmpl	0,0,2,2,2,0,0,0,0,2,0,	CNVR_631	56521734	56592023	2			2		Gain	70290	Has-gene
18	1019	NM_001014883	+	56998859	57005507	56999821	57005220	11	56998859,56999076,56999802,56999945,57000380,57000753,57001215,57002106,57004481,57004943,57005018,	56998964,56999218,56999864,57000068,57000671,57001028,57001395,57002206,57004690,57005017,57005507,	0	NR1H2	cmpl	cmpl	-1,-1,0,1,1,1,0,0,1,0,2,	CNVR_632	56996762	57052792	1			1		Gain	56031	Has-gene
18	127	NM_174427	+	57008174	57028481	57014867	57028481	22	57008174,57014866,57015428,57017538,57017771,57017990,57018234,57018400,57019337,57021155,57021374,57022032,57022321,57022498,57022780,57023197,57025645,57025857,57026841,57027233,57027529,57028347,	57008226,57015066,57015542,57017685,57017897,57018159,57018316,57018531,57019445,57021296,57021485,57022224,57022410,57022615,57022894,57023345,57025741,57025995,57027017,57027386,57027632,57028481,	0	POLD1	cmpl	incmpl	-1,0,1,1,1,1,2,0,0,0,0,0,0,2,2,2,0,0,0,2,2,0,	CNVR_632	56996762	57052792	1			1		Gain	56031	Has-gene
18	1020	NM_001205444	-	57030432	57036600	57031408	57036600	6	57030432,57032961,57033473,57033973,57035555,57036577,	57031707,57033112,57033685,57034046,57035583,57036600,	0	SPIB	cmpl	cmpl	1,0,1,0,2,0,	CNVR_632	56996762	57052792	1			1		Gain	56031	Has-gene
18	1023	NM_001077954	-	57517495	57524958	57518275	57521592	3	57517495,57521084,57524869,	57518811,57521629,57524958,	0	CTU1	cmpl	cmpl	1,0,-1,	CNVR_633	57516245	57565406	1			1		Gain	49162	Has-gene
18	1028	NM_001192232	+	58148343	58157607	58151317	58157607	6	58148343,58148901,58151149,58153047,58155088,58155877,	58148471,58148941,58151332,58153174,58155232,58157607,	0	ZNF432	cmpl	cmpl	-1,-1,0,0,1,1,	CNVR_634	58157343	58203733	1			1		Gain	46391	Has-gene
18																CNVR_635	61156737	61172967	1			1		Gain	16231	Without-gene
18	131	NM_001101916	-	61206188	61215875	61206593	61212973	13	61206188,61206861,61207238,61207609,61207997,61208203,61208511,61208887,61209401,61211149,61212603,61213232,61215624,	61206697,61206970,61207405,61207809,61208100,61208343,61208734,61209000,61209579,61211308,61213003,61213338,61215875,	0	MGC139164	cmpl	cmpl	1,0,1,2,1,2,1,2,1,1,0,-1,-1,	CNVR_636	61206414	61241191	1			1		Gain	34778	Has-gene
18	1060	NM_001038670	-	62316244	62324320	62316637	62324314	10	62316244,62316921,62317733,62317928,62318227,62319263,62319771,62320239,62320942,62324086,	62316846,62317179,62317820,62318039,62318531,62319347,62319846,62320364,62321192,62324320,	0	EPN1	cmpl	cmpl	1,1,1,1,0,0,0,1,0,0,	CNVR_637	62320983	62581767	6		3	3		Mixed	260785	Has-gene
