Chr	name	bin	strand	Start	End	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	en_id	cdsStartStat	cdsEndStat	exonFrames	name2	ID	i.Start	i.End	Frequency	n_Sample	0	1	3	4	Type	Length	Check_gene
19	ENSBTAT00000071284.1	1017	+	56648055	56652832	56648066	56650372	5	56648055,56649043,56649699,56650343,56650843,	56648143,56649153,56649843,56650726,56652832,	0	ENSBTAG00000053909.1	cmpl	cmpl	0,2,1,1,-1,	NAT9	CNVR_758	56293270	56677337	3	3		1	2		Mixed	384068	Has_gene
19	ENSBTAT00000034682.3	1017	-	56653906	56671068	56654566	56670835	6	56653906,56654968,56656172,56658767,56660072,56670370,	56654761,56655058,56656213,56658921,56660234,56671068,	0	ENSBTAG00000011382.4	cmpl	cmpl	0,0,1,0,0,0,	SLC9A3R1	CNVR_758	56293270	56677337	3	3		1	2		Mixed	384068	Has_gene
19	ENSBTAT00000010645.6	1017	-	56672775	56739912	56673701	56739912	9	56672775,56673986,56674144,56674738,56675723,56675878,56676470,56688078,56739840,	56673807,56674063,56674201,56674804,56675776,56675945,56676512,56688189,56739912,	0	ENSBTAG00000008092.6	cmpl	cmpl	2,0,0,0,1,0,0,0,0,	RAB37	CNVR_758	56293270	56677337	3	3		1	2		Mixed	384068	Has_gene
19	ENSBTAT00000011371.6	1055	-	61704500	61718579	61704684	61715896	11	61704500,61705134,61706075,61707232,61707951,61708964,61709759,61710020,61710920,61715722,61718455,	61704857,61705216,61706197,61707293,61708110,61709011,61709821,61710112,61711091,61715902,61718579,	0	ENSBTAG00000008621.6	cmpl	cmpl	1,0,1,0,0,1,2,0,0,0,-1,	PRKAR1A	CNVR_759	61701944	61794220	2	2		1	1		Mixed	92277	Has_gene
19	ENSBTAT00000054838.3	1056	+	61752500	61782684	61752565	61782251	13	61752500,61756492,61758794,61763455,61771130,61771674,61772258,61773023,61776189,61777980,61778811,61779116,61782203,	61752645,61756575,61758964,61763552,61771228,61771767,61772329,61773131,61776354,61778088,61778930,61779217,61782684,	0	ENSBTAG00000039556.3	cmpl	cmpl	0,2,1,0,1,0,0,2,2,2,2,1,0,	WIPI1	CNVR_759	61701944	61794220	2	2		1	1		Mixed	92277	Has_gene
19	ENSBTAT00000014061.6	16	-	61782346	61886528	61783346	61838635	12	61782346,61786408,61791289,61796195,61806029,61807127,61812405,61814018,61815116,61818031,61838417,61886280,	61783621,61786499,61791410,61796304,61806110,61807324,61812543,61814130,61815164,61818219,61839084,61886528,	0	ENSBTAG00000010637.6	cmpl	cmpl	1,0,2,1,1,2,2,1,1,2,0,-1,	ARSG	CNVR_759	61701944	61794220	2	2		1	1		Mixed	92277	Has_gene
19	ENSBTAT00000062941.2	1057	-	61932054	61960122	61932054	61960059	4	61932054,61933998,61957291,61959776,	61932627,61934049,61957518,61960122,	0	ENSBTAG00000046174.2	cmpl	cmpl	0,0,1,0,	GNA13	CNVR_760	61920965	62038956	1	1			1		Gain	117992	Has_gene
19	ENSBTAT00000073167.1	1057	-	61976127	61982940	61982940	61982940	2	61976127,61982476,	61976845,61982940,	0	ENSBTAG00000054225.1	none	none	-1,-1,	73167.1	CNVR_760	61920965	62038956	1	1			1		Gain	117992	Has_gene
19	ENSBTAT00000023605.6	132	+	61994228	62034913	61994332	62033527	17	61994228,61998660,62000736,62001827,62002117,62002399,62003908,62007414,62011308,62021312,62022014,62023416,62025485,62029176,62029896,62031159,62033352,	61994389,61998757,62000787,62001934,62002169,62002458,62003985,62007496,62011371,62021342,62022076,62023530,62025601,62029264,62030035,62031245,62034913,	0	ENSBTAG00000017751.6	cmpl	cmpl	0,0,1,1,0,1,0,2,0,0,0,2,2,1,2,0,2,	RGS9	CNVR_760	61920965	62038956	1	1			1		Gain	117992	Has_gene
19	ENSBTAT00000077522.1	1058	+	62036483	62042650	62042650	62042650	2	62036483,62040167,	62037422,62042650,	0	ENSBTAG00000051385.1	none	none	-1,-1,	77522.1	CNVR_760	61920965	62038956	1	1			1		Gain	117992	Has_gene
19	ENSBTAT00000084900.1	1058	+	62036840	62043264	62043264	62043264	3	62036840,62040167,62042829,	62037422,62040616,62043264,	0	ENSBTAG00000051385.1	none	none	-1,-1,-1,	84900.1	CNVR_760	61920965	62038956	1	1			1		Gain	117992	Has_gene
19	ENSBTAT00000002492.3	1062	-	62611754	62624974	62611754	62624382	8	62611754,62613901,62616402,62619740,62620940,62622214,62623538,62624318,	62611810,62614099,62616582,62619929,62621017,62622311,62623715,62624974,	0	ENSBTAG00000001915.6	cmpl	cmpl	1,1,1,1,2,1,1,0,	APOH	CNVR_761	62611634	62643241	8	8			8		Gain	31608	Has_gene
2																	CNVR_63	204346	288663	1	1		1			Loss	84318	Non_gene
2	ENSBTAT00000086450.1	603	-	2391330	2392134	2391330	2392134	3	2391330,2391538,2392127,	2391506,2391577,2392134,	0	ENSBTAG00000049385.1	cmpl	cmpl	1,1,0,	86450.1	CNVR_64	2326560	2458209	5	5		5			Loss	131650	Has_gene
2	ENSBTAT00000015674.5	632	+	6278629	6285486	6278996	6283984	3	6278629,6281197,6283603,	6279369,6281571,6285486,	0	ENSBTAG00000011808.5	cmpl	cmpl	0,1,0,	MSTN	CNVR_65	6269501	6322314	1	1		1			Loss	52814	Has_gene
2	ENSBTAT00000009398.6	80	-	7839123	7933339	7839576	7933250	9	7839123,7847058,7853491,7871274,7872044,7886965,7899719,7906094,7933247,	7839648,7847153,7853630,7871367,7872161,7887103,7899818,7906166,7933339,	0	ENSBTAG00000007141.6	cmpl	incmpl	0,1,0,0,0,0,0,0,0,	GULP1	CNVR_66	7550253	8355987	3	3		2	1		Mixed	805735	Has_gene
2	ENSBTAT00000085417.1	81	+	8776892	8875333	8826137	8874421	8	8776892,8826111,8837464,8851286,8854519,8855767,8873233,8874311,	8777221,8826246,8837662,8851331,8854696,8855863,8873413,8875333,	0	ENSBTAG00000049919.1	cmpl	cmpl	-1,0,1,1,1,1,1,1,	TFPI	CNVR_67	8788884	9443359	20	18		17	3		Mixed	654476	Has_gene
2	ENSBTAT00000066114.2	652	-	8834494	8834995	8834494	8834995	1	8834494,	8834995,	0	ENSBTAG00000046000.2	cmpl	cmpl	0,	66114.2	CNVR_67	8788884	9443359	20	18		17	3		Mixed	654476	Has_gene
2	ENSBTAT00000011169.6	81	+	8891733	9020442	8970463	9017620	15	8891733,8968850,8969116,8970425,8972815,8975886,8976088,8977574,9002227,9005417,9009157,9009301,9013397,9013772,9017404,	8891931,8968941,8969205,8970517,8972951,8975997,8976201,8977666,9002354,9005571,9009218,9009368,9013616,9013814,9020442,	0	ENSBTAG00000008483.6	cmpl	cmpl	-1,-1,-1,0,0,1,1,0,2,0,1,2,0,0,0,	CALCRL	CNVR_67	8788884	9443359	20	18		17	3		Mixed	654476	Has_gene
2	ENSBTAT00000029007.4	660	-	9838365	9859389	9838995	9859291	10	9838365,9840927,9841838,9842252,9843789,9845125,9845646,9846436,9850877,9859216,	9839186,9841051,9841940,9842399,9843972,9845217,9845799,9846548,9850979,9859389,	0	ENSBTAG00000021762.4	cmpl	cmpl	1,0,0,0,0,1,1,0,0,0,	ZC3H15	CNVR_68	9813911	13056656	26	21		15	10	1	Mixed	3242746	Has_gene
2	ENSBTAT00000073244.1	662	+	10141972	10143244	10142317	10143244	1	10141972,	10143244,	0	ENSBTAG00000049344.1	cmpl	cmpl	0,	73244.1	CNVR_68	9813911	13056656	26	21		15	10	1	Mixed	3242746	Has_gene
2	ENSBTAT00000047870.3	83	-	10562942	10705287	10562942	10705287	18	10562942,10566186,10585141,10586756,10586885,10590066,10593146,10593601,10601426,10663157,10668920,10686274,10690567,10695250,10696349,10697186,10704712,10705188,	10563082,10566286,10585270,10586782,10587330,10593095,10593511,10599539,10610417,10663247,10669047,10686385,10690709,10695390,10696439,10697348,10704838,10705287,	0	ENSBTAG00000003645.6	cmpl	cmpl	1,0,0,1,0,1,2,1,1,1,0,0,2,0,0,0,0,0,	FSIP2	CNVR_68	9813911	13056656	26	21		15	10	1	Mixed	3242746	Has_gene
2	ENSBTAT00000076926.1	671	-	11351053	11352951	11351053	11352951	4	11351053,11351218,11351902,11352948,	11351179,11351869,11352070,11352951,	0	ENSBTAG00000051608.1	cmpl	incmpl	0,0,0,0,	76926.1	CNVR_68	9813911	13056656	26	21		15	10	1	Mixed	3242746	Has_gene
2	ENSBTAT00000075409.1	672	-	11527321	11527543	11527543	11527543	2	11527321,11527432,	11527399,11527543,	0	ENSBTAG00000052961.1	none	none	-1,-1,	75409.1	CNVR_68	9813911	13056656	26	21		15	10	1	Mixed	3242746	Has_gene
2	ENSBTAT00000016310.6	673	-	11572542	11575764	11572542	11575764	1	11572542,	11575764,	0	ENSBTAG00000026122.5	cmpl	cmpl	0,	ZNF804A	CNVR_68	9813911	13056656	26	21		15	10	1	Mixed	3242746	Has_gene
2	ENSBTAT00000081524.1	674	+	11678884	11681088	11681088	11681088	3	11678884,11680036,11680167,	11678921,11680119,11681088,	0	ENSBTAG00000048935.1	none	none	-1,-1,-1,	81524.1	CNVR_68	9813911	13056656	26	21		15	10	1	Mixed	3242746	Has_gene
2	ENSBTAT00000059188.3	682	+	12812014	12812148	12812148	12812148	1	12812014,	12812148,	0	ENSBTAG00000042196.3	none	none	-1,	59188.3	CNVR_68	9813911	13056656	26	21		15	10	1	Mixed	3242746	Has_gene
2	ENSBTAT00000072893.1	682	+	12812044	12812145	12812145	12812145	1	12812044,	12812145,	0	ENSBTAG00000054621.1	none	none	-1,	72893.1	CNVR_68	9813911	13056656	26	21		15	10	1	Mixed	3242746	Has_gene
2	ENSBTAT00000067339.1	683	+	12940013	12941224	12940013	12941224	3	12940013,12940330,12941203,	12940295,12940390,12941224,	0	ENSBTAG00000052131.1	cmpl	cmpl	0,0,0,	67339.1	CNVR_68	9813911	13056656	26	21		15	10	1	Mixed	3242746	Has_gene
2	ENSBTAT00000047777.4	10	+	13531279	13633956	13531279	13633956	32	13531279,13544874,13545924,13568738,13568988,13569766,13569991,13572695,13573852,13578626,13581397,13584087,13584259,13585089,13589044,13590771,13597164,13599202,13601928,13602694,13603326,13606426,13606831,13607200,13617671,13622025,13622530,13628163,13630787,13631479,13632762,13633839,	13531387,13544892,13546035,13568831,13569045,13569909,13570082,13572833,13573901,13578783,13581454,13584184,13584366,13585222,13589126,13590830,13597310,13599335,13602048,13602834,13603458,13606645,13606962,13607298,13617765,13622108,13622611,13628257,13630904,13631589,13632852,13633956,	0	ENSBTAG00000033662.5	cmpl	cmpl	0,0,0,0,0,0,2,0,0,1,2,2,0,2,0,1,0,2,0,0,2,2,2,1,0,1,0,0,1,1,0,0,	NCKAP1	CNVR_69	13522631	13637158	3	3		1	2		Mixed	114528	Has_gene
2	ENSBTAT00000021805.5	11	+	18826604	19250049	18826604	19249820	20	18826604,18884367,18978396,18989289,19023744,19048288,19062850,19067621,19068642,19108855,19155795,19156204,19172246,19181289,19184893,19197291,19203808,19211021,19216567,19249661,	18827492,18884526,18978486,18989430,19023809,19048421,19062926,19067689,19068735,19108906,19155942,19156312,19172356,19181380,19184994,19197369,19203872,19211096,19216651,19250049,	0	ENSBTAG00000016396.5	cmpl	cmpl	0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,2,2,0,0,0,	PDE11A	CNVR_70	19191623	19230960	1	1			1		Gain	39338	Has_gene
2	ENSBTAT00000061434.3	91	-	19343151	19468765	19343151	19468301	19	19343151,19359454,19363050,19366451,19371289,19372190,19378597,19380515,19387059,19397580,19405128,19407731,19417589,19418959,19420588,19423660,19423831,19426704,19467963,	19343273,19359512,19363150,19366541,19371351,19372260,19378710,19380592,19387111,19397708,19405237,19407857,19417670,19419039,19420660,19423735,19423952,19426795,19468765,	0	ENSBTAG00000009897.7	cmpl	cmpl	1,0,2,2,0,2,0,1,0,1,0,0,0,1,1,1,0,2,0,	AGPS	CNVR_71	19365290	19425494	1	1		1			Loss	60205	Has_gene
2	ENSBTAT00000022292.5	96	+	24637411	24736032	24637476	24735133	18	24637411,24638441,24658050,24673885,24682118,24692952,24695240,24696036,24697728,24709784,24711130,24714219,24714662,24728582,24730672,24733222,24733505,24734934,	24637488,24638489,24658193,24674001,24682258,24693099,24695379,24696130,24697813,24709866,24711289,24714272,24714743,24728723,24730811,24733381,24733596,24736032,	0	ENSBTAG00000016762.5	cmpl	cmpl	0,0,0,2,1,0,0,1,2,0,1,1,0,0,0,1,1,2,	SLC25A12	CNVR_72	24673731	24815717	2	2		2			Loss	141987	Has_gene
2	ENSBTAT00000003429.6	96	-	24765630	24819496	24766149	24817941	16	24765630,24768120,24770090,24782665,24783714,24784148,24784618,24785660,24786279,24786484,24786868,24797320,24805269,24815557,24817833,24819396,	24766263,24768246,24770231,24782810,24783848,24784262,24784765,24785786,24786379,24786647,24786964,24797436,24805360,24815675,24817950,24819496,	0	ENSBTAG00000002646.6	cmpl	cmpl	0,0,0,2,0,0,0,0,2,1,1,2,1,0,0,-1,	DYNC1I2	CNVR_72	24673731	24815717	2	2		2			Loss	141987	Has_gene
2	ENSBTAT00000009090.6	97	+	25392970	25450609	25395079	25450609	16	25392970,25395040,25396150,25400368,25400766,25404279,25423374,25435209,25437463,25440929,25441104,25441350,25441799,25446373,25448125,25450432,	25393066,25395130,25396243,25400479,25400903,25404468,25423441,25435307,25437545,25441021,25441194,25441520,25441935,25446485,25448233,25450609,	0	ENSBTAG00000006918.6	incmpl	cmpl	-1,0,0,0,0,2,2,0,2,0,2,2,1,2,0,0,	TLK1	CNVR_73	25395889	25456418	2	2	1	1			Loss	60530	Has_gene
2	ENSBTAT00000061386.3	98	-	26314650	26517652	26314650	26517567	39	26314650,26315067,26315808,26317977,26320948,26321204,26327754,26336443,26339062,26355427,26361890,26363830,26372010,26377225,26384150,26398563,26407117,26409619,26411163,26414533,26425668,26427735,26432298,26432717,26432952,26433743,26434226,26434407,26439571,26445782,26446500,26453305,26454726,26460260,26471552,26472160,26477868,26480981,26517022,	26314768,26315207,26316018,26318157,26321074,26321312,26327879,26336547,26339168,26355513,26362027,26364031,26372121,26377359,26384300,26398652,26407578,26409793,26411268,26414675,26425765,26427886,26432384,26432851,26433005,26433872,26434316,26434473,26439658,26445916,26446680,26453534,26454857,26460327,26471602,26472304,26478027,26481121,26517652,	0	ENSBTAG00000020296.7	cmpl	cmpl	2,0,0,0,0,0,1,2,1,2,0,0,0,1,1,2,0,0,0,2,1,0,1,2,0,0,0,0,0,1,1,0,1,0,1,1,1,2,0,	UBR3	CNVR_74	26314361	26356161	12	12		10	2		Mixed	41801	Has_gene
2	ENSBTAT00000013682.5	793	-	27269453	27323216	27269453	27323216	16	27269453,27272871,27274066,27275093,27278329,27279730,27287030,27287253,27293181,27299275,27302136,27304856,27305139,27308633,27321687,27323186,	27269590,27272961,27274178,27275219,27278418,27279839,27287156,27287352,27293307,27299374,27302199,27304938,27305202,27308717,27321773,27323216,	0	ENSBTAG00000010362.5	cmpl	incmpl	1,1,0,0,1,0,0,0,0,0,0,2,2,2,0,0,	NOSTRIN	CNVR_75	27318294	27979992	25	24		1	24		Mixed	661699	Has_gene
2	ENSBTAT00000061640.3	99	-	27359658	27712447	27359658	27712214	10	27359658,27362887,27415555,27418965,27438641,27441089,27502717,27593341,27604914,27712044,	27359811,27363044,27415662,27419094,27438734,27441140,27502775,27593472,27605020,27712447,	0	ENSBTAG00000044179.3	cmpl	cmpl	0,2,0,0,0,0,2,0,2,0,	CERS6	CNVR_75	27318294	27979992	25	24		1	24		Mixed	661699	Has_gene
2	ENSBTAT00000086034.1	793	+	27383815	27387256	27383815	27387256	1	27383815,	27387256,	0	ENSBTAG00000053930.1	cmpl	cmpl	0,	86034.1	CNVR_75	27318294	27979992	25	24		1	24		Mixed	661699	Has_gene
2	ENSBTAT00000061895.2	795	-	27581628	27581703	27581703	27581703	1	27581628,	27581703,	0	ENSBTAG00000044462.2	none	none	-1,	bta-mir-2353	CNVR_75	27318294	27979992	25	24		1	24		Mixed	661699	Has_gene
2	ENSBTAT00000030845.5	99	+	27870255	28191872	27870255	28191872	19	27870255,27937039,27957895,27961192,27962560,27995618,27995991,27998218,28007043,28007193,28062806,28063029,28070986,28073840,28127150,28131667,28178594,28191608,28191854,	27870442,27937152,27958004,27961334,27962616,27995728,27996093,27998352,28007092,28007259,28062929,28063059,28071049,28073908,28127203,28131736,28178659,28191644,28191872,	0	ENSBTAG00000017162.7	cmpl	cmpl	0,1,0,1,2,1,0,0,2,0,0,0,0,0,2,1,1,0,0,	STK39	CNVR_75	27318294	27979992	25	24		1	24		Mixed	661699	Has_gene
2																	CNVR_76	29677272	29717162	1	1		1			Loss	39891	Non_gene
2																	CNVR_77	31883917	32450315	1	1			1		Gain	566399	Non_gene
2																	CNVR_78	33024101	33371557	4	4		3		1	Mixed	347457	Non_gene
2	ENSBTAT00000010702.5	105	+	34192287	34271388	34193900	34271091	27	34192287,34193724,34194237,34211586,34212856,34213869,34216413,34220230,34220999,34222040,34224288,34226187,34230595,34237080,34237283,34239960,34241731,34246638,34252486,34253044,34253855,34259726,34267363,34268601,34269148,34269481,34270989,	34192497,34193906,34194322,34211685,34212951,34213944,34216466,34220303,34221120,34222195,34224392,34226323,34230640,34237185,34237354,34240014,34241856,34246686,34252585,34253114,34254050,34259781,34267463,34268666,34269221,34269555,34271388,	0	ENSBTAG00000008140.5	cmpl	cmpl	-1,0,0,1,1,0,0,2,0,1,0,2,0,0,0,2,2,1,1,1,2,2,0,1,0,1,0,	FAP	CNVR_79	34207757	34251649	1	1		1			Loss	43893	Has_gene
2	ENSBTAT00000020366.6	13	-	34479954	34693443	34479954	34693443	26	34479954,34480795,34483465,34493486,34494324,34500973,34502230,34512548,34513907,34515504,34521496,34573838,34574484,34575188,34578316,34585563,34589144,34593567,34601772,34602829,34612168,34623756,34638641,34653625,34688885,34693398,	34479967,34480912,34483533,34493609,34494498,34501042,34502482,34512710,34514021,34515666,34521602,34574084,34574618,34575363,34578417,34585710,34589232,34593725,34601862,34602921,34612357,34623917,34638780,34653772,34688967,34693443,	0	ENSBTAG00000015317.6	cmpl	incmpl	2,2,0,0,0,0,0,0,0,0,2,2,0,2,0,0,2,0,0,1,1,2,1,1,0,0,	SLC4A10	CNVR_80	34552816	34703310	7	7		7			Loss	150495	Has_gene
2																	CNVR_81	35769270	35793441	3	3		3			Loss	24172	Non_gene
2	ENSBTAT00000046112.4	107	+	36271242	36405254	36272041	36404001	30	36271242,36290693,36294951,36308545,36312838,36313439,36322603,36323925,36327407,36331452,36341225,36356511,36358743,36363723,36366572,36367281,36368071,36377332,36377671,36379447,36388175,36388970,36389433,36392846,36395517,36397757,36399768,36401149,36403632,36403786,	36272150,36291077,36295125,36308719,36312952,36313583,36322798,36324083,36327506,36331565,36341395,36356714,36358889,36363808,36366705,36367317,36368229,36377397,36377778,36379587,36388293,36389101,36389578,36393085,36395686,36397898,36399885,36401326,36403665,36405254,	0	ENSBTAG00000032515.4	cmpl	cmpl	0,1,1,1,1,1,1,1,0,0,2,1,0,2,0,1,1,0,2,1,0,1,0,1,0,1,1,1,1,1,	PLA2R1	CNVR_82	36335995	36379882	4	4			4		Gain	43888	Has_gene
2																	CNVR_83	40036763	40178965	1	1		1			Loss	142203	Non_gene
2																	CNVR_84	40567748	40888086	3	3		1	2		Mixed	320339	Non_gene
2	ENSBTAT00000008100.5	112	-	41183415	41378419	41183477	41378419	3	41183415,41367649,41377717,	41184064,41367866,41378419,	0	ENSBTAG00000006159.5	cmpl	cmpl	1,0,0,	KCNJ3	CNVR_85	40946462	41235220	2	2			2		Gain	288759	Has_gene
2	ENSBTAT00000057469.3	1	-	41676134	42259624	41676134	42259624	11	41676134,41690158,41724240,41738081,41874704,41899826,41917607,41920848,41921692,42056259,42259482,	41676275,41690293,41724339,41738221,41874885,41899944,41917778,41921056,41921859,42056428,42259624,	0	ENSBTAG00000005562.6	cmpl	cmpl	0,0,0,1,0,2,2,1,2,1,0,	GALNT13	CNVR_86	41646651	42342093	9	8		3	3	3	Mixed	695443	Has_gene
2	ENSBTAT00000073880.1	905	-	42022836	42027341	42022836	42027341	2	42022836,42027310,	42023003,42027341,	0	ENSBTAG00000054139.1	cmpl	incmpl	1,0,	73880.1	CNVR_86	41646651	42342093	9	8		3	3	3	Mixed	695443	Has_gene
2																	CNVR_87	45279148	45336061	1	1			1		Gain	56914	Non_gene
2	ENSBTAT00000068008.1	118	-	48007813	48181027	48181027	48181027	2	48007813,48180577,	48008099,48181027,	0	ENSBTAG00000054442.1	none	none	-1,-1,	68008.1	CNVR_88	48014334	48055631	1	1		1			Loss	41298	Has_gene
2	ENSBTAT00000061453.3	15	-	52965088	53630365	52965088	53630365	13	52965088,53027896,53108252,53177978,53217172,53253989,53310379,53311738,53513881,53535481,53552106,53571854,53630200,	52965260,53028002,53108387,53178056,53217271,53254112,53310509,53311837,53513971,53535569,53552168,53571923,53630365,	0	ENSBTAG00000032289.5	cmpl	cmpl	2,1,1,1,1,1,0,0,0,2,0,0,0,	ARHGAP15	CNVR_89	53138918	53401974	1	1		1			Loss	263057	Has_gene
2																	CNVR_90	54271830	54400029	2	2		2			Loss	128200	Non_gene
2	ENSBTAT00000034302.5	15	+	55584258	56786414	55584258	56786414	90	55584258,55588209,55592951,55612773,55650414,55830979,55837541,55842106,55847242,55884099,55890919,55892472,55900062,55909700,55914005,55923504,55950827,55952094,55978920,56009517,56016248,56037628,56039254,56049060,56049512,56068800,56070225,56090004,56091137,56113341,56152818,56158692,56159888,56199952,56200665,56217514,56217610,56217777,56218224,56219693,56393915,56400354,56457158,56458015,56462462,56464965,56472772,56473129,56476212,56478341,56483492,56486786,56490448,56491711,56498375,56501646,56509063,56510600,56519169,56536451,56537489,56542408,56547305,56547541,56549048,56588260,56595627,56602498,56604303,56604750,56612832,56620145,56620995,56623219,56626685,56628403,56650664,56652324,56667300,56671549,56673605,56683214,56700432,56734272,56739168,56772751,56780878,56781897,56784886,56786273,	55584352,55588329,55593080,55613031,55650577,55831202,55837713,55842250,55847479,55884280,55891139,55892662,55900185,55909841,55914131,55923621,55950908,55952256,55979103,56009718,56016494,56037826,56039459,56049225,56049757,56068932,56070453,56090179,56091232,56113491,56152959,56158818,56160020,56200087,56200795,56217573,56217642,56217929,56218349,56220062,56394105,56400559,56457351,56458141,56462591,56465085,56472886,56473279,56476335,56478461,56483621,56486909,56490589,56491899,56498559,56501732,56509186,56510782,56519369,56536640,56537638,56542502,56547422,56547661,56549168,56588377,56595734,56602628,56604410,56604883,56612955,56620271,56621133,56623354,56626805,56628645,56650888,56652431,56667417,56671723,56673731,56683379,56700594,56734447,56739273,56772828,56780969,56782042,56784985,56786414,	0	ENSBTAG00000024632.6	incmpl	cmpl	0,1,1,1,1,2,0,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,1,0,2,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,2,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,2,1,1,1,1,1,1,2,2,1,2,0,0,	LRP1B	CNVR_91	55350431	57057615	20	18		12	5	3	Mixed	1707185	Has_gene
2	ENSBTAT00000083318.1	1018	+	56784844	56785031	56785031	56785031	1	56784844,	56785031,	0	ENSBTAG00000049715.1	none	none	-1,	83318.1	CNVR_91	55350431	57057615	20	18		12	5	3	Mixed	1707185	Has_gene
2																	CNVR_92	57247941	57312184	3	3		3			Loss	64244	Non_gene
2																	CNVR_93	63565463	63711962	41	41			41		Gain	146500	Non_gene
2	ENSBTAT00000006893.5	134	+	64157471	64872079	64233537	64871988	17	64157471,64233476,64350790,64505906,64541438,64631567,64640524,64648862,64718425,64723690,64731093,64735740,64743541,64792144,64796575,64799712,64871971,	64157632,64233540,64350924,64505994,64541588,64631636,64640563,64648982,64718527,64723879,64734851,64735918,64743620,64792459,64796712,64799845,64872079,	0	ENSBTAG00000005238.6	cmpl	cmpl	-1,0,0,2,0,0,0,0,0,0,0,2,0,1,1,0,1,	NCKAP5	CNVR_94	63910767	64472720	1	1		1			Loss	561954	Has_gene
2																	CNVR_95	66748754	66815647	1	1		1			Loss	66894	Non_gene
2	ENSBTAT00000006894.6	137	+	67391408	67756692	67391408	67756184	22	67391408,67584780,67584933,67621281,67631700,67639358,67648000,67663758,67673600,67703150,67703659,67707220,67708659,67718272,67718478,67734115,67735254,67750034,67750387,67750554,67754086,67756049,	67391486,67584833,67585015,67621402,67631855,67639456,67648124,67663797,67673708,67703242,67703707,67707342,67708707,67718371,67718548,67734310,67735309,67750134,67750446,67750627,67754160,67756692,	0	ENSBTAG00000005235.6	incmpl	cmpl	0,0,2,0,1,0,2,0,0,0,2,2,1,1,1,2,2,0,1,0,1,0,	DPP10	CNVR_96	67310989	67615665	1	1			1		Gain	304677	Has_gene
2	ENSBTAT00000059765.2	1106	+	68417964	68418094	68418094	68418094	1	68417964,	68418094,	0	ENSBTAG00000042773.2	none	none	-1,	59765.2	CNVR_97	67837589	68447622	11	11		7	3	1	Mixed	610034	Has_gene
2	ENSBTAT00000087447.1	1172	+	77047343	77049170	77047343	77049170	2	77047343,77049131,	77047661,77049170,	0	ENSBTAG00000049994.1	cmpl	cmpl	0,0,	87447.1	CNVR_98	77033487	78401150	12	11		5	6	1	Mixed	1367664	Has_gene
2	ENSBTAT00000072683.1	1174	+	77262459	77263098	77262459	77263098	1	77262459,	77263098,	0	ENSBTAG00000051403.1	cmpl	cmpl	0,	72683.1	CNVR_98	77033487	78401150	12	11		5	6	1	Mixed	1367664	Has_gene
2	ENSBTAT00000062980.2	1204	+	81258750	81259773	81258750	81259773	2	81258750,81259402,	81258793,81259773,	0	ENSBTAG00000047783.2	incmpl	cmpl	0,1,	62980.2	CNVR_99	80924332	83267596	19	15		8	8	3	Mixed	2343265	Has_gene
2	ENSBTAT00000070690.1	1207	+	81579204	81579335	81579335	81579335	1	81579204,	81579335,	0	ENSBTAG00000050761.1	none	none	-1,	70690.1	CNVR_99	80924332	83267596	19	15		8	8	3	Mixed	2343265	Has_gene
2	ENSBTAT00000056431.3	1214	-	82545776	82545998	82545776	82545998	1	82545776,	82545998,	0	ENSBTAG00000048361.1	cmpl	cmpl	0,	56431.3	CNVR_99	80924332	83267596	19	15		8	8	3	Mixed	2343265	Has_gene
2																	CNVR_100	96821685	97013750	1	1		1			Loss	192066	Non_gene
2	ENSBTAT00000013988.6	1332	-	97989115	98029245	97989489	98029159	11	97989115,97994599,97996875,98010787,98011647,98012394,98015963,98016349,98018959,98020667,98029082,	97989583,97994686,97997003,98010901,98011749,98012559,98016030,98016514,98019097,98020823,98029245,	0	ENSBTAG00000010579.6	cmpl	cmpl	2,2,0,0,0,0,2,2,2,2,0,	ACADL	CNVR_101	98018683	98062823	1	1			1		Gain	44141	Has_gene
2	ENSBTAT00000061483.3	20	-	99223774	99800194	99223774	99800194	27	99223774,99227297,99228402,99259401,99260940,99263092,99266399,99269226,99409808,99462432,99466259,99471287,99515679,99525076,99530904,99545920,99547372,99548626,99554810,99555026,99559099,99562098,99591511,99627988,99798536,99800037,99800181,	99224220,99227595,99228450,99259572,99261038,99263239,99266475,99269382,99409994,99462531,99466382,99471420,99515834,99525170,99531037,99546120,99547463,99548700,99554937,99555140,99559241,99562217,99591577,99628123,99798713,99800052,99800194,	0	ENSBTAG00000012647.7	cmpl	incmpl	1,0,0,0,1,1,0,0,0,0,0,2,0,2,1,2,1,2,1,1,0,1,1,1,1,1,0,	ERBB4	CNVR_102	99371113	100152972	3	3		1	1	1	Mixed	781860	Has_gene
2	ENSBTAT00000006897.6	1346	-	99840652	99841243	99840652	99841243	1	99840652,	99841243,	0	ENSBTAG00000005239.6	cmpl	cmpl	0,	06897.6	CNVR_102	99371113	100152972	3	3		1	1	1	Mixed	781860	Has_gene
