ID	Chr	i.Start	i.End	num_gene	gene_name
CNVR_771	20	16904479	16951836	1	IPO11
CNVR_772	20	22272974	22305514	1	MIER3
CNVR_773	20	25456504	25590025	2	NDUFS4,FST
CNVR_774	20	27901130	27957576	1	NA
CNVR_775	20	29337360	29779527	1	HCN1
CNVR_776	20	30279003	30407286	1	57064.2
CNVR_777	20	31870046	31890580	1	GHR
CNVR_778	20	33614197	33711013	5	CARD6,RPL37,59289.2,PRKAA1,TTC33
CNVR_779	20	35259879	35378617	2	FYB1,RICTOR
CNVR_780	20	36817457	37273408	6	WDR70,NUP155,bta-mir-2360,CPLANE1,NIPBL,86335.1
CNVR_781	20	43046657	49574742	8	78480.1,77966.1,CDH9,CDH10,59451.2,67070.1,70317.1,86013.1
CNVR_782	20	50292489	50297736	1	NA
CNVR_783	20	50660858	51156345	1	NA
CNVR_784	20	51533028	52125534	1	CDH12
CNVR_785	20	52471085	53881002	3	46406.3,CDH18,60013.2
CNVR_786	20	54078693	54890244	1	79054.1
CNVR_787	20	55277748	55466228	1	NA
CNVR_788	20	59880963	60078495	1	NA
CNVR_789	20	60231705	60569119	1	NA
CNVR_790	20	61199492	61310753	1	76620.1
CNVR_791	20	67492982	67545645	1	NA
CNVR_792	20	69362976	69379193	1	NA
CNVR_793	20	71119829	71348678	10	CLPTM1L,TERT,SLC6A18,SLC6A19,75919.1,66685.1,bta-mir-12015,SLC12A7,NKD2,87418.1
CNVR_794	20	71780573	71835589	3	PDCD6,SDHA,CCDC127
CNVR_795	21	12020836	12247673	1	NA
CNVR_796	21	17690394	17706354	1	NA
CNVR_797	21	20058560	20080310	1	01998.6
CNVR_798	21	21319480	21433856	1	ZNF710
CNVR_799	21	22169066	22243017	2	IQGAP1,ZNF774
CNVR_800	21	29124387	29231528	3	PCSK6,SNRPA1,05175.5
CNVR_801	21	30353565	30380420	2	ADAMTS7,TBC1D2B
CNVR_802	21	32556363	32646958	1	HMG20A
CNVR_803	21	33054329	33122801	2	82173.1,71199.1
CNVR_804	21	34773019	34852830	5	54741.2,14364.6,87347.1,17359.6,17363.6
CNVR_805	21	37466037	39181843	1	44743.4
CNVR_806	21	41854733	41936434	2	HEATR5A,SNORA62
CNVR_807	21	49998177	50032491	1	NA
CNVR_808	21	50677925	50717110	1	NA
CNVR_809	21	51171940	51536601	1	LRFN5
CNVR_810	21	51856354	52012313	1	NA
CNVR_811	21	52292038	53394754	2	80017.1,86870.1
CNVR_812	21	53697731	53723864	1	NA
CNVR_813	21	56486641	56528040	1	TC2N
CNVR_814	21	64253259	64685093	7	BCL11B,78618.1,SETD3,CCNK,CCDC85C,HHIPL1,CYP46A1
CNVR_815	21	65095142	65245233	8	DEGS2,65097.2,YY1,bta-mir-12025,SLC25A29,bta-mir-345,SLC25A47,WARS1
CNVR_816	21	67856653	67938967	5	63737.2,82845.1,84318.1,76401.1,78417.1
CNVR_817	21	68239476	68254999	1	KLC1
CNVR_818	21	68714240	68840588	1	NA
CNVR_819	21	68888641	68914886	1	NA
CNVR_820	21	69054783	69081747	3	C21H14orf180,83354.1,TMEM179
CNVR_821	21	69122111	69808854	32	78523.1,81850.1,12349.6,ADSS1,SIVA1,AKT1,ZBTB42,CEP170B,PLD4,AHNAK2,76658.1,CLBA1,CDCA4,GPR132,JAG2,NUDT14,BRF1,BTBD6,PACS2,86858.1,80099.1,MTA1,CRIP2,74338.1,70055.1,CRIP1,80839.1,TEDC1,80822.1,81200.1,75332.1,TMEM121
CNVR_822	22	7051424	7112947	1	NA
CNVR_823	22	9129405	9395048	1	NA
CNVR_824	22	10839139	10883516	1	GOLGA4
CNVR_825	22	15744263	15767644	1	NA
CNVR_826	22	16209409	16304198	2	TOPAZ1,TCAIM
CNVR_827	22	17610020	17760429	1	RAD18
CNVR_828	22	24361162	25370093	2	CNTN6,08843.5
CNVR_829	22	26662167	26927279	1	NA
CNVR_830	22	27739097	27794255	1	NA
CNVR_831	22	32483637	32513622	2	UBA3,TMF1
CNVR_832	22	34408419	34473365	1	KBTBD8
CNVR_833	22	47893939	48290928	17	SFMBT1,TMEM110,MUSTN1,ITIH4,ITIH3,ITIH1,NEK4,60283.2,SPCS1,GLT8D1,GNL3,60132.2,60906.2,62405.2,59109.2,PBRM1,SMIM4
CNVR_834	22	48907762	49184065	18	RPL29,ACY1,ABHD14A,ABHD14B,PCBP4,GPR62,PARP3,RRP9,IQCF1,IQCF5,IQCF2,80487.1,54070.2,IQCF6,52413.3,GRM2,TEX264,RAD54L2
CNVR_835	22	50610098	50710803	5	DAG1,NICN1,AMT,TCTA,RHOA
CNVR_836	22	58715254	58832896	1	IQSEC1
CNVR_837	22	58943673	59056812	5	CFAP92,EFCC1,GP9,RAB43,ISY1
CNVR_838	22	59243645	59473474	7	43791.3,RPN1,73568.1,GATA2,DNAJB8,74540.1,EEFSEC
CNVR_839	22	59789766	59858286	3	MGLL,ABTB1,PODXL2
CNVR_840	22	60021388	60066304	1	NA
CNVR_841	23	7287056	7484843	17	BRD2,BOLA-DOA,COL11A2,RXRB,SLC39A7,HSD17B8,bta-mir-219-2,RING1,VPS52,RPS18,B3GALT4,WDR46,PFDN6,RGL2,TAPBP,bta-mir-2376,ZBTB22
CNVR_842	23	8567435	8664485	4	PACSIN1,SPDEF,67074.1,ILRUN
CNVR_843	23	14835189	14866127	1	NA
CNVR_844	23	16521600	16640000	8	67581.1,PTCRA,CNPY3,GNMT,74388.1,80669.1,PEX6,PPP2R5D
CNVR_845	23	17541820	17578075	1	66373.1
CNVR_846	23	21508598	21560621	1	NA
CNVR_847	23	25560755	25730370	7	34282.5,34283.5,BOLA-DQB,BOLA-DQA5,BLA-DQB,19939.4,18484.5
CNVR_848	23	26690402	26883703	1	NA
CNVR_849	23	27494111	27734916	36	SLC44A4,NEU1,76937.1,59981.2,60143.2,HSPA1A,HSPA1L,LSM2,VARS1,VWA7,SAPCD1,MSH5,CLIC1,DDAH2,MPIG6B,LY6G6C,LY6G6D,LY6G6E,ABHD16A,LY6G6F,LY6G5C,LY6G5B,CSNK2B,GPANK1,C23H6orf47,APOM,BAG6,PRRC2A,59976.2,AIF1,NCR3,87306.1,LTB,TNF,LTA,NFKBIL1
CNVR_850	23	27883512	28085043	17	80206.1,26794.6,80813.1,85004.1,82927.1,MIC1,81596.1,73605.1,82217.1,86060.1,POU5F1,TCF19,CCHCR1,PSORS1C2,CDSN,C23H6orf15,09299.6
CNVR_851	23	28560191	28625152	1	NA
CNVR_852	23	29055109	29075438	4	35669.4,80198.1,79921.1,80633.1
CNVR_853	23	29198023	29325564	13	OR12D2G,80063.1,OR1O5P,OR12D2,OR1O9,81907.1,OR12D2F,OR12D23,OR12D18,OR1O6P,OR12D2H,OR12D2E,OR12D2D
CNVR_854	23	30735048	30830954	5	82156.1,87261.1,OR2B7B,53027.3,OR2B2
CNVR_855	23	30946459	30992726	7	H2BC14,H2AC14,H4C13,H2BC15,H4C11,H2AC17,H4C12
CNVR_856	23	31580954	31945721	38	BTN1A1,45031.4,78106.1,H4C8,70433.1,H2AC10,H3C7,H4C7,H3C6,H3C5P,H2AC8,H2BC8,H2BC7,H2AC7,H1-12,H3C4,H4C4,H2BC6,H2BC5,H1-4,H2AC6,bta-mir-6531,H2BC4,H1-6,H4C3,HFE,H1-2,H3C3,H2AC5P,H2BC3,H2AC4,H3C2,H4C2,H4C1,H3C1,76577.1,76482.1,TRIM38
CNVR_857	23	43199690	43271085	2	68422.1,TBC1D7
CNVR_858	23	49505022	49512968	1	LYRM4
CNVR_859	23	50437086	50536890	5	SLC22A23,PSMG4,TUBB2B,TUBB2A,BPHL
CNVR_860	23	50546856	50644819	4	BPHL,RIPK1,71410.1,NQO2
CNVR_861	23	50991491	51009837	1	NA
CNVR_862	24	1346177	1458052	1	NA
CNVR_863	24	1827128	1921310	1	NA
CNVR_864	24	5410837	5475046	1	NA
CNVR_865	24	5574669	5797343	1	NA
CNVR_866	24	9887108	9920554	1	NA
CNVR_867	24	10709058	10979040	2	CDH7,U2
CNVR_868	24	12836496	13028152	1	NA
CNVR_869	24	13157934	13218143	1	NA
CNVR_870	24	16546106	16592238	1	NA
CNVR_871	24	20757957	20803435	1	FHOD3
CNVR_872	24	24293597	24332155	1	NA
CNVR_873	24	26177501	27839597	1	77928.1
CNVR_874	24	38270530	38309166	1	67750.1
CNVR_875	24	41383914	41568029	3	NDUFV2,ANKRD12,TWSG1
CNVR_876	24	42101316	42170842	1	APCDD1
CNVR_877	24	43657134	43754506	1	NA
CNVR_878	24	49057452	49089270	1	DYM
CNVR_879	24	50413316	50464102	1	ME2
CNVR_880	24	59955268	59990135	1	NA
CNVR_881	24	61324011	61355584	1	NA
CNVR_882	25	481855	630136	21	CAPN15,PRR35,NHLRC4,PIGQ,RAB40C,WFIKKN1,METTL26,MCRIP2,72927.1,RHOT2,RHBDL1,57315.3,STUB1,JMJD8,WDR24,FBXL16,METRN,ANTKMT,CCDC78,HAGHL,CIAO3
CNVR_883	25	854830	1789361	72	SSTR5,C1QTNF8,TEKT4,69032.1,72756.1,CACNA1H,74405.1,09636.6,TPSB2,66317.2,63348.2,UBE2I,BAIAP3,TSR3,GNPTG,80582.1,UNKL,C25H16orf91,CCDC154,CLCN7,PTX4,49975.4,TELO2,IFT140,TMEM204,CRAMP1,JPT2,MAPK8IP3,66752.1,NME3,MRPS34,EME2,SPSB3,NUBP2,IGFALS,HAGH,FAHD1,MEIOB,HS3ST6,MSRB1,RPL3L,NDUFB10,RPS2,59386.2,59680.2,62760.2,RNF151,TBL3,NOXO1,GFER,SYNGR3,ZNF598,78382.1,SLC9A3R2,NTHL1,TSC2,PKD1,54195.2,RAB26,59743.2,67492.1,TRAF7,CASKIN1,MLST8,BRICD5,PGP,bta-mir-1842,bta-mir-2382,E4F1,DNASE1L2,ECI1,RNPS1
CNVR_884	25	2262072	2450378	19	69169.1,PRSS33,ELOB,SRRM2,FLYWCH2,FLYWCH1,KREMEN2,PAQR4,PKMYT1,67552.1,69943.1,75490.1,84038.1,CLDN9,CLDN6,TNFRSF12A,HCFC1R1,THOC6,BICDL2
CNVR_885	25	9559212	9628737	3	CIITA,DEXI,CLEC16A
CNVR_886	25	10046944	10097205	4	84934.1,85943.1,85341.1,87204.1
CNVR_887	25	13475146	13533742	1	PARN
CNVR_888	25	16449087	16538323	1	SMG1
CNVR_889	25	20303235	20357561	3	73030.1,73965.1,76044.1
CNVR_890	25	26449950	26611224	11	KIF22,C25H16orf54,QPRT,SPN,CD2BP2,TBC1D10B,MYLPF,SEPTIN1,ZNF48,ZNF771,DCTPP1
CNVR_891	25	26724480	26827136	4	ZNF688,ZNF689,PRR14,FBRS
CNVR_892	25	33194075	33221773	2	EIF4H,65060.2
CNVR_893	25	33233732	33278159	2	LIMK1,ELN
CNVR_894	25	33632236	33654364	3	MLXIPL,TBL2,BCL7B
CNVR_895	25	35847022	36188699	22	ZAN,EPO,POP7,GIGYF1,GNB2,ACTL6B,TFR2,MOSPD3,PCOLCE,FBXO24,LRCH4,SAP25,65659.2,AGFG2,NYAP1,68227.1,TSC22D4,C7orf61,PPP1R35,MEPCE,ZCWPW1,PILRA
CNVR_896	25	38728867	38925016	7	RNF216,FSCN1,65886.2,ACTB,FBXL18,84380.1,TNRC18
CNVR_897	25	39845396	39973088	1	SDK1
CNVR_898	25	40644879	41380662	18	AMZ1,BRAT1,bta-mir-11980,IQCE,TTYH3,71564.1,LFNG,bta-mir-12029,GRIFIN,CHST12,53435.3,bta-mir-12019,EIF3B,SNX8,NUDT1,MRM2,MAD1L1,ELFN1
CNVR_899	25	41416056	41472640	2	INTS1,MICALL2
CNVR_900	25	41532834	41632501	3	5S_rRNA,78104.1,UNCX
CNVR_901	25	41670837	41856420	10	ZFAND2A,C25H7orf50,GPR146,62392.2,bta-mir-339a,CYP2W1,COX19,ADAP1,GET4,SUN1
CNVR_902	26	2142480	2441939	1	NA
CNVR_903	26	2838470	5234672	2	69295.1,PCDH15
CNVR_904	26	5749800	6211010	1	NA
CNVR_905	26	11301013	11410969	2	PANK1,KIF20B
CNVR_906	26	13723590	13779378	2	CPEB3,MARCHF5
CNVR_907	26	15995830	16012895	2	82735.1,78532.1
CNVR_908	26	17667270	17714604	3	DNTT,OPALIN,TLL2
CNVR_909	26	22144981	22386818	5	BTRC,POLL,DPCD,FBXW4,73992.1
CNVR_910	26	28385806	28522205	1	NA
CNVR_911	26	30679250	30703028	1	ADD3
CNVR_912	26	35555953	35700362	1	ATRNL1
CNVR_913	26	35829748	35904911	1	ATRNL1
CNVR_914	26	44064972	44181917	2	NKX1-2,LHPP
CNVR_915	26	44238502	44349359	1	FAM53B
CNVR_916	26	47774305	47896501	1	NA
CNVR_917	26	50637350	51091399	10	63571.2,ADGRA1,82034.1,83746.1,26536.5,80081.1,66017.2,NKX6-2,INPP5A,78533.1
CNVR_918	27	9512074	11517392	1	SNORD22
CNVR_919	27	11669357	11839242	1	NA
CNVR_920	27	18064601	18132035	1	NA
CNVR_921	27	18571519	18656167	1	NA
CNVR_922	27	21461197	21526564	1	TUSC3
CNVR_923	27	22176338	22667876	1	bta-mir-383
CNVR_924	27	23072165	23099177	1	NA
CNVR_925	27	23542996	23627544	1	NA
CNVR_926	27	29858113	29931904	1	NA
CNVR_927	27	30105402	30202884	1	NA
CNVR_928	27	34335782	34422117	1	ADAM32
CNVR_929	27	41219117	41235779	1	NA
CNVR_930	27	43859630	43910265	1	NA
CNVR_931	27	45338225	45500252	1	NA
CNVR_932	28	39225	466053	5	68873.1,55903.3,OR5D18K,OR5L20,OR5AS1
CNVR_933	28	2101546	2141009	1	GALNT2
CNVR_934	28	3778869	3789749	1	NA
CNVR_935	28	7978983	8010103	2	ARID4B,72315.1
CNVR_936	28	8481056	8554468	2	LYST,bta-mir-11982
CNVR_937	28	11324654	12105695	1	59258.2
CNVR_938	28	18916753	19430612	8	80570.1,66880.1,76780.1,ADO,EGR2,80893.1,NRBF2,JMJD1C
CNVR_939	28	19507984	19563947	1	JMJD1C
CNVR_940	28	20471303	20699554	1	NA
CNVR_941	28	20997159	22372439	2	50604.4,CTNNA3
CNVR_942	28	22771955	22933760	1	CTNNA3
CNVR_943	28	23532241	23555163	2	CTNNA3,LRRTM3
CNVR_944	28	24001450	24095133	1	CTNNA3
CNVR_945	28	24427749	24527896	2	SIRT1,HERC4
CNVR_946	28	24865497	25063131	4	SLC25A16,TET1,59273.2,CCAR1
CNVR_947	28	26913043	26976598	3	ADAMTS14,TBATA,SGPL1
CNVR_948	28	29088661	29121723	1	P4HA1
CNVR_949	28	30188756	30226392	1	ADK
CNVR_950	28	33646177	33696133	1	POLR3A
CNVR_951	28	34488152	34503680	1	NA
CNVR_952	28	34851742	34875430	1	ZMIZ1
CNVR_953	28	36360415	36493354	1	NA
CNVR_954	28	44038721	44092408	2	NCOA4,MSMB
CNVR_955	28	44584170	44615642	3	74722.1,RASSF4,DEPP1
CNVR_956	29	3967993	4198976	1	NA
CNVR_957	29	9400987	9548650	1	NA
CNVR_958	29	12454354	12480062	1	ANKRD42
CNVR_959	29	14313296	14326730	1	NA
CNVR_960	29	14348997	14577167	1	NA
CNVR_961	29	16816497	16846552	1	TENM4
CNVR_962	29	19680714	19693642	1	NA
CNVR_963	29	19784462	20540379	2	LUZP2,62484.3
CNVR_964	29	20916165	21218424	1	67835.1
CNVR_965	29	21353492	21418703	1	NA
CNVR_966	29	21701965	21760045	1	NA
CNVR_967	29	29740161	29758973	1	KIRREL3
CNVR_968	29	30869036	30984935	1	NA
CNVR_969	29	38641995	38693679	2	63656.2,PAG19
CNVR_970	29	43880703	43994574	9	KAT5,RNASEH2C,AP5B1,OVOL1,76680.1,51879.2,CFL1,MUS81,EFEMP2
CNVR_971	29	44622391	44657065	3	CCDC87,CCS,RBM14
CNVR_972	29	45085715	45486731	24	KDM2A,GRK2,ANKRD13D,SSH3,POLD4,CLCF1,RAD9A,PPP1CA,TBC1D10C,CARNS1,RPS6KB2,PTPRCAP,CORO1B,GPR152,CABP4,TMEM134,AIP,PITPNM1,CDK2AP2,CABP2,GSTP1,NDUFV1,DOC2G,TBX10
CNVR_973	29	46047863	46178866	4	PPP6R3,GAL,TESMIN,CPT1A
CNVR_974	29	46274295	46444119	5	IGHMBP2,63655.2,53940.3,MRGPRF,TPCN2
CNVR_975	29	48495358	48602322	4	OSBPL5,54963.3,U6,CARS1
CNVR_976	29	49963358	50067482	5	DUSP8,MOB2,72346.1,79459.1,71005.1
CNVR_977	29	50198235	50224722	2	75042.1,10897.6
CNVR_978	29	50494950	50640393	17	CHID1,TSPAN4,76028.1,POLR2L,CD151,CRACR2B,PNPLA2,RPLP2,60159.2,PIDD1,SLC25A22,CEND1,GATD1,TALDO1,EPS8L2,TMEM80,DEAF1
